Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,CDR_CFM,RHD_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2018-03-06 18:00:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:01:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:02:00,0,0,0,0,0,0,0,0,0,0,20.059295144411,20.059295144411,0.0846383761367553
2018-03-06 18:03:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:04:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:05:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:06:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:07:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:08:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:09:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:10:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:11:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:12:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:13:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:14:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:15:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:16:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:17:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:18:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:19:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:20:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:21:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:22:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:23:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:24:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:25:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:26:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:27:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:28:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:29:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:30:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:31:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:32:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:33:00,0,0,0,0,0,0,0,0,0,0,19.8614831367875,19.8614831367875,0.0838037263155591
2018-03-06 18:34:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:35:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:36:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:37:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:38:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:39:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:40:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:41:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:42:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:43:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:44:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:45:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:46:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:47:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
2018-03-06 18:48:00,0,0,0,0,0,0,0,0,0,0,19.7665751234027,19.7665751234027,0.0834032705628806
