Time,PM_MET_OUT,PM_MET_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_BR3,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_BR3,T_ETC_OUT,TS_HBI_GRL,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_BR3,RH_ETC_OUT,RHS_HBI_GRL,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2018-01-04 15:41:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:42:00,,6,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:43:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:44:00,,6,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:45:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:46:00,,6,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:47:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:48:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:49:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:50:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:51:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:52:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:53:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:54:00,,6,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:55:00,,6,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:56:00,,7,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18
2018-01-04 15:57:00,,7,,,,,,,11,18,,,,,,,,,,,,,,,,,,,,,,,,11,,18
2018-01-04 15:58:00,,6,,,,,,,11,18,,,,,,,,,,,,,,,,,,,,,,,,11,,18
2018-01-04 15:59:00,,7,,,,,,,11,18,,,,,,,,,,,,,,,,,,,,,,,,11,,18
2018-01-04 16:00:00,25.62,7,878,842,884,994,409,0.019,11,18,22.3,22.7,21.3,20.1,29.6,21.75222222,27.2371788,24.87111111,20.67388889,21.96277778,25.79277778,35.4,36.9,38.7,41.9,17.4,38.699,27.349,33.448,34.586,39.243,23.742,,11,,18
2018-01-04 16:01:00,23.651,6,882,839,884,989,408,0.019,11,18,22.3,22.7,21.3,20.1,29.6,21.75222222,27.2371788,24.38777778,20.69777778,21.98722222,25.81722222,35.4,36.9,38.9,41.9,17.4,38.666,27.349,34.138,34.589,39.18,24.363,,11,,18
2018-01-04 16:02:00,25.864,6,875,829,887,994,410,0.017,11,18,22.3,22.7,21.3,20,29.6,21.75222222,27.2610696,23.97777778,20.69777778,21.98722222,25.79277778,35.4,36.8,38.7,41.9,17.1,38.633,27.385,34.833,34.82,39.115,24.774,,11,,18
2018-01-04 16:03:00,23.758,6,871,818,885,993,412,0.017,11,18,22.3,22.7,21.3,20.1,29.6,21.77611111,27.2610696,23.64111111,20.72222222,22.01111111,25.79277778,35.5,36.8,38.8,41.8,17,38.701,27.214,35.498,35.283,39.118,25.186,,11,,18
2018-01-04 16:04:00,36.118,7,870,813,885,993,409,0.016,11,18,22.3,22.7,21.4,20.1,29.6,21.79888889,27.2610696,23.35222222,20.74611111,22.03388889,25.79277778,35.4,36.8,38.8,41.9,17.1,38.703,27.351,35.967,35.581,38.924,25.529,,11,,18
2018-01-04 16:05:00,21.973,6,871,816,891,994,412,0.016,11,18,22.3,22.7,21.4,20,29.6,21.77611111,27.2371788,23.13611111,20.74611111,22.03388889,25.76777778,35.4,36.6,38.7,41.9,17.4,38.701,27.349,36.342,35.746,38.859,25.527,,11,,18
2018-01-04 16:06:00,20.615,6,863,828,884,997,412,0.018,11,18,22.3,22.7,21.4,20.1,29.6,21.79888889,27.2371788,22.96777778,20.77,22.05777778,25.74388889,35.4,36.6,38.6,41.9,17.1,38.736,27.28,36.656,35.814,38.796,25.662,,11,,18
2018-01-04 16:07:00,21.469,6,865,836,885,994,409,0.018,11,18,22.3,22.7,21.4,20.1,29.6,21.77611111,27.2371788,22.82388889,20.79277778,22.08222222,25.695,35.5,36.5,38.8,41.9,17.3,38.701,27.486,36.707,35.717,38.864,25.659,,11,,18
