Time,PM_MET_IN1,PM_MET_OUT,PM_PDR_IN1,PM_PDR_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_OUT,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_OUT,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-10-12 18:00:00,91.0,24.826,106.94,33.27,645.0,675.0,659.0,383.0,0.005,11.0,9.0,25.9,24.5,25.1,22.2,24.315,25.841,22.489,25.04,19.603,29.1,31.2,31.1,26.1,31.387,23.607,30.76,34.399,33.794000000000004,,11.0,,9.0
2017-10-12 18:01:00,92.0,26.627,107.17,33.59,645.0,678.0,657.0,384.0,0.005,11.0,9.0,25.9,24.5,25.1,22.2,24.315,25.841,22.489,25.04,19.555,29.2,31.2,31.1,26.1,30.006,23.745,30.894,34.399,33.921,,11.0,,9.0
2017-10-12 18:02:00,89.0,26.795,107.63,33.27,642.0,683.0,657.0,385.0,0.005,11.0,9.0,25.9,24.5,25.1,22.1,24.315,25.817,22.489,25.04,19.508,29.2,31.2,31.2,26.2,29.162,23.812,30.894,34.399,33.95,,11.0,,9.0
2017-10-12 18:03:00,89.0,26.261,104.75,33.55,642.0,684.0,657.0,390.0,0.005,11.0,9.0,25.9,24.5,25.1,22.1,24.315,25.817,22.465,25.04,19.46,29.2,31.3,31.2,26.3,28.688,23.95,30.758000000000006,34.399,34.406,,11.0,,9.0
2017-10-12 18:04:00,88.0,28.214,108.18,34.16,645.0,688.0,661.0,394.0,0.005,11.0,9.0,25.9,24.5,25.1,22.0,24.315,25.793000000000006,22.465,25.04,19.389,29.3,31.3,31.2,26.4,28.992,23.81,30.825,34.399,34.399,,11.0,,9.0
2017-10-12 18:05:00,87.0,28.199,102.05,33.74,648.0,692.0,661.0,392.0,0.005,11.0,9.0,25.9,24.5,25.1,22.0,24.315,25.793000000000006,22.441,25.04,19.341,29.2,31.3,31.2,26.4,28.756,23.948,30.957,34.399,34.263000000000005,,11.0,,9.0
2017-10-12 18:06:00,87.0,29.389,100.77,34.21,647.0,692.0,668.0,391.0,0.005,11.0,9.0,25.9,24.5,25.1,21.9,24.339,25.768,22.441,25.04,19.318,29.3,31.3,31.2,26.6,28.351,24.084,30.756,34.399,34.261,,11.0,,9.0
2017-10-12 18:07:00,86.0,28.534,100.37,35.55,647.0,694.0,666.0,390.0,0.005,11.0,9.0,25.9,24.5,25.2,21.9,24.339,25.744,22.417,25.04,19.27,29.1,31.3,31.2,26.6,29.366,23.807,30.888,34.399,34.421,,11.0,,9.0
2017-10-12 18:08:00,85.0,30.564,99.86,35.97,645.0,694.0,661.0,392.0,0.004,11.0,9.0,25.8,24.5,25.2,21.8,24.339,25.744,22.417,25.04,19.199,29.4,31.3,31.2,26.7,28.656,23.807,30.821,34.399,34.513000000000005,,11.0,,9.0
2017-10-12 18:09:00,86.0,31.617,100.51,37.73,647.0,694.0,656.0,390.0,0.004,11.0,9.0,25.9,24.5,25.2,21.8,24.339,25.72,22.393,25.04,19.127,29.3,31.3,31.2,26.7,28.114,23.805,30.819000000000006,34.399,34.834,,11.0,,9.0
2017-10-12 18:10:00,85.0,32.12,99.19,37.23,647.0,694.0,656.0,389.0,0.006,11.0,9.0,25.8,24.5,25.2,21.7,24.339,25.695,22.369,25.04,19.056,29.3,31.6,31.2,26.8,27.808000000000003,23.735,30.817,34.332,35.09,,11.0,,9.0
2017-10-12 18:11:00,84.0,30.32,99.34,36.75,645.0,1183.0,661.0,389.0,0.006,11.0,9.0,25.9,24.5,25.2,21.7,24.339,25.671,22.369,25.04,18.985,29.3,31.6,31.2,26.8,27.672,23.733,30.717,34.299,34.952,,11.0,,9.0
2017-10-12 18:12:00,84.0,32.425,99.94,36.79,641.0,843.0,664.0,388.0,0.006,11.0,9.0,25.8,24.5,25.2,21.6,24.339,25.647,22.345,25.04,18.937,29.3,31.5,31.2,26.9,27.536,23.766,30.748,34.332,35.242,,11.0,,9.0
2017-10-12 18:13:00,85.0,31.037,96.3,37.26,642.0,766.0,668.0,388.0,0.006,11.0,9.0,25.9,24.5,25.2,21.6,24.339,25.647,22.345,25.04,18.889,29.3,31.6,31.2,26.9,27.944000000000006,23.628,30.815,34.266,35.139,,11.0,,9.0
2017-10-12 18:14:00,84.0,33.509,97.97,37.16,642.0,750.0,672.0,386.0,0.006,11.0,9.0,25.8,24.4,25.2,21.5,24.339,25.623,22.321,25.04,18.842,29.1,31.7,31.2,27.0,27.435,23.661,30.746,34.299,35.397,,11.0,,9.0
2017-10-12 18:15:00,83.0,29.053,98.07,36.86,642.0,737.0,675.0,387.0,0.006,11.0,9.0,25.8,24.4,25.2,21.5,24.339,25.598000000000006,22.298,25.04,18.794,29.2,31.6,31.2,27.1,27.265,23.625,31.413,34.266,35.457,,11.0,,9.0
2017-10-12 18:16:00,81.0,29.633000000000006,95.6,36.95,638.0,730.0,677.0,385.0,0.006999999999999999,11.0,9.0,25.8,24.4,25.2,21.4,24.339,25.574,22.274,25.04,18.747,29.0,31.7,31.2,27.2,28.893,23.933000000000003,30.876,34.299,35.714,,11.0,,9.0
2017-10-12 18:17:00,82.0,30.579,97.35,37.11,636.0,722.0,674.0,385.0,0.006999999999999999,11.0,9.0,25.8,24.5,25.2,21.4,24.363000000000003,25.55,22.274,25.04,18.675,29.3,31.6,31.1,27.3,30.01,24.413,30.742,34.266,35.577,,11.0,,9.0
2017-10-12 18:18:00,82.0,30.442,95.58,36.17,638.0,719.0,672.0,386.0,0.006,11.0,9.0,25.8,24.5,25.2,21.3,24.363000000000003,25.525,22.25,25.04,18.604,29.1,31.6,31.1,27.4,27.946,23.895,30.774,34.266,35.7,,11.0,,9.0
2017-10-12 18:19:00,82.0,27.985,95.71,36.24,639.0,716.0,672.0,386.0,0.006,11.0,9.0,25.8,24.5,25.2,21.3,24.363000000000003,25.501,22.226,25.04,18.533,29.2,31.9,31.1,27.4,27.538,24.031,31.006,34.232,36.02,,11.0,,9.0
2017-10-12 18:20:00,84.0,28.275,98.51,35.59,641.0,719.0,672.0,385.0,0.005,11.0,9.0,25.8,24.5,25.2,21.2,24.363000000000003,25.477,22.226,25.04,18.438,29.1,32.1,31.1,27.4,27.334,24.064,31.073,34.266,36.239,,11.0,,9.0
2017-10-12 18:21:00,82.0,26.871,97.47,35.19,644.0,722.0,672.0,386.0,0.005,11.0,9.0,25.8,24.5,25.2,21.1,24.363000000000003,25.453000000000007,22.202,25.04,18.343,29.2,32.0,31.1,27.4,27.674,23.925,31.305,34.266,36.556,,11.0,,9.0
2017-10-12 18:22:00,82.0,26.658,97.99,34.21,645.0,725.0,675.0,389.0,0.006,11.0,9.0,25.8,24.4,25.2,21.1,24.363000000000003,25.428,22.178,25.016,18.271,29.4,32.0,31.1,27.5,27.47,23.648000000000003,31.202,34.33,36.451,,11.0,,9.0
2017-10-12 18:23:00,80.0,26.764,97.56,33.45,650.0,725.0,677.0,390.0,0.006,11.0,9.0,25.8,24.5,25.2,21.0,24.363000000000003,25.404,22.154,25.016,18.224,29.5,31.9,31.1,27.6,27.47,23.99,31.2,34.33,36.641,,11.0,,9.0
2017-10-12 18:24:00,80.0,26.169,97.47,33.32,653.0,729.0,678.0,388.0,0.004,11.0,9.0,25.8,24.5,25.2,21.0,24.363000000000003,25.38,22.13,25.016,18.152,29.6,32.2,31.1,27.7,27.334,24.264,31.365,34.464,36.895,,11.0,,9.0
2017-10-12 18:25:00,80.0,28.016,95.9,33.13,659.0,729.0,677.0,387.0,0.004,11.0,9.0,25.8,24.5,25.2,20.9,24.363000000000003,25.355,22.13,25.016,18.081,29.4,32.4,31.2,27.7,28.217,24.4,31.666,34.531,37.082,,11.0,,9.0
2017-10-12 18:26:00,79.0,25.803,94.13,32.95,662.0,733.0,672.0,385.0,0.005,11.0,9.0,25.8,24.5,25.2,20.9,24.363000000000003,25.331,22.106,25.016,17.986,29.3,32.2,31.1,27.7,27.504,24.398000000000003,31.731,34.397,37.398,,11.0,,9.0
2017-10-12 18:27:00,79.0,26.963,94.54,33.4,664.0,738.0,668.0,387.0,0.005,11.0,9.0,25.8,24.5,25.3,20.8,24.363000000000003,25.307,22.106,25.016,17.915,29.7,32.2,31.1,27.8,27.436,24.19,31.831,34.33,37.293,,11.0,,9.0
2017-10-12 18:28:00,78.0,26.108,94.87,32.82,670.0,738.0,674.0,392.0,0.004,11.0,9.0,25.8,24.5,25.2,20.7,24.363000000000003,25.283,22.106,25.016,17.843,29.6,32.2,31.1,27.8,32.666,26.655,31.931,34.33,37.707,,11.0,,9.0
2017-10-12 18:29:00,77.0,25.986,93.12,33.58,675.0,738.0,682.0,393.0,0.004,11.0,9.0,25.8,24.5,25.2,20.7,24.363000000000003,25.258000000000006,22.082,25.016,17.843,29.7,32.4,31.1,27.8,32.364000000000004,25.49,31.595,34.33,37.286,,11.0,,9.0
2017-10-12 18:30:00,76.0,27.771,92.27,33.43,676.0,746.0,681.0,392.0,0.005,11.0,9.0,25.8,24.5,25.2,20.6,24.363000000000003,25.234,22.082,25.016,17.796,29.6,32.4,31.2,28.1,31.727,24.94,31.662,34.297,37.313,,11.0,,9.0
2017-10-12 18:31:00,77.0,27.924,91.01,33.5,677.0,751.0,680.0,389.0,0.005,11.0,9.0,25.8,24.5,25.2,20.6,24.363000000000003,25.21,22.082,25.016,17.748,29.6,32.8,31.2,28.1,32.8,25.247,31.595,34.297,37.37300000000001,,11.0,,9.0
2017-10-12 18:32:00,75.0,28.504,91.46,33.17,680.0,759.0,681.0,390.0,0.006,11.0,9.0,25.8,24.5,25.2,20.5,24.363000000000003,25.186,22.058000000000003,25.016,17.701,29.5,32.7,31.2,28.1,29.807,24.319000000000006,31.727,34.263000000000005,37.69300000000001,,11.0,,9.0
2017-10-12 18:33:00,76.0,26.658,91.84,33.54,680.0,762.0,677.0,387.0,0.006,11.0,9.0,25.8,24.5,25.2,20.5,24.363000000000003,25.162,22.058000000000003,25.016,17.629,29.5,32.6,31.2,28.2,28.353,23.905,31.86,34.364000000000004,37.75,,11.0,,9.0
2017-10-12 18:34:00,74.0,27.695,92.22,33.6,682.0,760.0,675.0,390.0,0.005,11.0,9.0,25.8,24.5,25.3,20.4,24.363000000000003,25.113000000000003,22.034,25.016,17.558,29.4,32.4,31.2,28.2,32.867,26.369,31.524,34.397,38.067,,11.0,,9.0
2017-10-12 18:35:00,76.0,26.627,91.36,34.18,682.0,756.0,675.0,390.0,0.005,11.0,9.0,25.8,24.5,25.3,20.3,24.363000000000003,25.089,22.034,24.992,17.51,29.5,32.4,31.2,28.3,32.532,26.742,31.724,34.462,38.32,,11.0,,9.0
2017-10-12 18:36:00,76.0,29.129,89.97,33.58,683.0,756.0,675.0,390.0,0.005,11.0,9.0,25.9,24.5,25.3,20.3,24.363000000000003,25.065,22.034,24.992,17.415,29.5,32.8,31.2,28.3,29.165,25.271,31.658,34.562,38.504,,11.0,,9.0
2017-10-12 18:37:00,75.0,28.275,89.8,33.98,686.0,756.0,672.0,390.0,0.005,11.0,9.0,25.8,24.5,25.3,20.3,24.339,25.065,22.011,24.992,17.368,29.9,33.0,31.2,28.3,28.283,24.654,31.589,34.528,38.564,,11.0,,9.0
2017-10-12 18:38:00,77.0,28.534,89.09,34.38,691.0,763.0,677.0,392.0,0.004,11.0,9.0,25.9,24.5,25.3,20.2,24.339,25.016,22.011,24.992,17.296,29.7,34.2,31.2,28.4,29.299,24.719,31.622,34.495,39.008,,11.0,,9.0
2017-10-12 18:39:00,74.0,27.512,89.45,34.66,694.0,819.0,678.0,393.0,0.004,11.0,9.0,25.9,24.5,25.3,20.2,24.339,25.016,21.987,24.992,17.225,29.6,33.8,31.2,28.5,28.351,24.513,31.62,34.528,39.645,,11.0,,9.0
2017-10-12 18:40:00,74.0,27.756,86.11,33.99,692.0,813.0,681.0,394.0,0.006,11.0,9.0,25.9,24.5,25.3,20.1,24.339,24.968000000000004,21.987,24.992,17.153,29.4,33.5,31.2,28.5,27.808000000000003,24.647,31.687,34.595,40.119,,11.0,,9.0
2017-10-12 18:41:00,74.0,26.856,86.28,34.3,683.0,801.0,685.0,393.0,0.006,11.0,9.0,25.8,24.5,25.3,20.0,24.339,24.968000000000004,21.963,24.992,17.082,29.4,33.5,31.3,28.6,27.808000000000003,24.578000000000007,31.718000000000004,34.628,40.464,,11.0,,9.0
2017-10-12 18:42:00,73.0,27.329,87.57,35.05,676.0,791.0,702.0,396.0,0.006,11.0,9.0,25.8,24.5,25.3,19.9,24.339,24.919,21.963,24.992,17.011,29.3,33.3,31.3,28.6,27.74,24.644,31.618,34.662,40.681,,11.0,,9.0
2017-10-12 18:43:00,72.0,28.214,85.4,34.82,671.0,784.0,705.0,397.0,0.006,11.0,10.0,25.8,24.5,25.3,19.9,24.315,24.919,21.939,24.992,16.939,29.4,33.3,31.3,28.7,29.939,24.506,31.749,34.728,41.025,,11.0,,10.0
2017-10-12 18:44:00,72.0,28.885,85.38,35.33,670.0,780.0,703.0,395.0,0.006,11.0,10.0,25.9,24.5,25.3,19.8,24.315,24.895,21.939,25.016,16.844,29.4,33.3,31.3,28.9,28.485,24.539,31.716,34.764,40.951,,11.0,,10.0
2017-10-12 18:45:00,72.0,28.977,86.09,35.61,668.0,779.0,700.0,397.0,0.006,11.0,10.0,25.9,24.5,25.3,19.8,24.315,24.871,21.915,25.016,16.796,29.4,33.1,31.3,28.9,28.044,24.606,31.714,34.864000000000004,41.137,,11.0,,10.0
2017-10-12 18:46:00,72.0,28.962,84.5,35.69,669.0,776.0,700.0,394.0,0.006,11.0,10.0,25.9,24.5,25.3,19.7,24.315,24.823,21.891,25.016,16.725,29.4,34.2,31.3,29.1,28.654,24.808000000000003,31.912,34.831,41.64100000000001,,11.0,,10.0
2017-10-12 18:47:00,65.0,29.267,84.04,34.94,668.0,770.0,698.0,393.0,0.006,11.0,10.0,25.8,24.5,25.3,19.7,24.315,24.798,21.891,25.016,16.654,29.9,33.9,31.3,29.1,28.857,25.081,31.912,34.864000000000004,41.664,,11.0,,10.0
2017-10-12 18:48:00,64.0,28.061,86.66,35.11,673.0,767.0,698.0,397.0,0.005,11.0,10.0,25.9,24.5,25.3,19.6,24.291,24.774,21.891,25.016,16.605999999999998,29.8,34.1,31.4,29.2,27.601,25.182,32.045,34.897,42.074,,11.0,,10.0
2017-10-12 18:49:00,68.0,27.253,85.33,35.34,680.0,770.0,697.0,396.0,0.005,12.0,10.0,25.8,24.5,25.3,19.6,24.291,24.75,21.891,25.016,16.534000000000002,29.6,33.8,31.4,29.3,27.397,25.248,32.111999999999995,34.964,42.32,,12.0,,10.0
2017-10-12 18:50:00,70.0,27.405,82.01,35.02,683.0,773.0,695.0,390.0,0.006,12.0,10.0,25.8,24.5,25.3,19.5,24.291,24.726,21.867,25.016,16.463,29.6,33.6,31.6,29.3,27.261,25.247,32.243,35.064,42.24800000000001,,12.0,,10.0
2017-10-12 18:51:00,69.0,29.191,83.97,35.25,682.0,774.0,698.0,393.0,0.006,12.0,10.0,25.8,24.5,25.3,19.4,24.291,24.702,21.867,25.016,16.415,30.0,33.6,32.1,29.4,27.125,25.313,32.243,35.131,42.625,,12.0,,10.0
2017-10-12 18:52:00,70.0,29.404,82.71,35.14,678.0,773.0,715.0,391.0,0.006999999999999999,12.0,10.0,25.9,24.5,25.3,19.4,24.291,24.677,21.867,25.016,16.344,29.7,34.7,32.3,29.4,26.955,25.38,32.177,35.131,42.934,,12.0,,10.0
2017-10-12 18:53:00,71.0,28.367,81.08,35.12,676.0,776.0,728.0,391.0,0.006999999999999999,12.0,10.0,25.9,24.5,25.3,19.3,24.267,24.653,21.843000000000004,25.016,16.296,29.7,35.1,32.4,29.6,27.021,25.378,32.441,35.197,42.992,,12.0,,10.0
2017-10-12 18:54:00,68.0,30.426,81.65,34.4,675.0,783.0,746.0,390.0,0.006999999999999999,12.0,10.0,25.8,24.5,25.4,19.3,24.267,24.629,21.843000000000004,25.04,16.249000000000002,29.9,36.0,32.9,29.6,27.055,25.65,32.374,35.266,42.987,,12.0,,10.0
2017-10-12 18:55:00,68.0,28.84,81.79,34.71,680.0,787.0,817.0,390.0,0.006999999999999999,12.0,10.0,25.9,24.5,25.4,19.2,24.267,24.581,21.843000000000004,25.04,16.201,30.2,35.6,32.8,29.7,27.021,25.646,32.341,35.366,43.9,,12.0,,10.0
2017-10-12 18:56:00,69.0,29.725,80.64,34.58,687.0,794.0,817.0,394.0,0.003,12.0,10.0,25.9,24.5,25.4,19.1,24.243,24.557,21.843000000000004,25.04,16.129,29.8,36.0,32.9,29.9,26.849,25.645,32.94,35.399,43.702,,12.0,,10.0
2017-10-12 18:57:00,67.0,27.756,79.95,34.31,688.0,797.0,808.0,389.0,0.003,12.0,10.0,25.9,24.5,25.4,19.1,24.243,24.532,21.843000000000004,25.04,16.082,29.7,35.7,33.0,30.2,27.121,25.643,32.641,35.466,43.57,,12.0,,10.0
2017-10-12 18:58:00,66.0,29.343000000000004,80.73,33.83,686.0,798.0,800.0,387.0,0.006999999999999999,12.0,10.0,25.9,24.5,25.4,19.0,24.243,24.508000000000006,21.843000000000004,25.04,16.058,30.2,33.5,32.9,30.3,27.461,25.744,32.641,35.399,42.901,,12.0,,10.0
2017-10-12 18:59:00,66.0,28.199,81.07,33.13,682.0,794.0,800.0,389.0,0.006999999999999999,12.0,10.0,25.9,24.5,25.4,19.0,24.243,24.484,21.843000000000004,25.04,16.034000000000002,30.3,34.3,32.9,30.6,31.515,25.503,32.574,35.366,43.12,,12.0,,10.0
2017-10-12 19:00:00,65.0,27.695,79.91,33.37,682.0,794.0,795.0,390.0,0.005,12.0,10.0,25.8,24.5,25.5,18.9,24.243,24.46,21.843000000000004,25.04,16.01,30.5,34.7,32.9,30.6,29.629,25.569000000000006,32.507,35.266,43.371,,12.0,,10.0
2017-10-12 19:01:00,67.0,29.191,80.15,34.03,688.0,796.0,797.0,393.0,0.005,12.0,10.0,25.8,24.5,25.5,18.8,24.243,24.436,21.843000000000004,25.04,15.986,30.4,34.8,33.0,30.6,28.682,25.568,32.574,35.23300000000001,43.4,,12.0,,10.0
2017-10-12 19:02:00,65.0,28.351,79.76,33.7,694.0,796.0,800.0,394.0,0.003,12.0,10.0,25.8,24.5,25.5,18.8,24.219,24.436,21.819000000000006,25.016,15.963,30.5,35.3,32.9,30.8,28.443,26.353,32.705,35.131,43.556,,12.0,,10.0
2017-10-12 19:03:00,64.0,27.893,79.14,33.18,699.0,794.0,801.0,389.0,0.003,12.0,10.0,25.8,24.5,25.5,18.8,24.219,24.412,21.819000000000006,25.016,15.963,30.5,35.3,32.9,30.8,28.036,26.112,32.705,35.131,43.524,,12.0,,10.0
2017-10-12 19:04:00,64.0,27.176,78.36,33.44,703.0,794.0,807.0,389.0,0.005,12.0,10.0,25.8,24.5,25.5,18.7,24.219,24.388,21.819000000000006,24.992,15.986,30.6,35.4,32.7,31.1,32.452,26.144,32.805,35.095,43.653,,12.0,,10.0
2017-10-12 19:05:00,65.0,28.977,78.35,33.84,714.0,797.0,802.0,393.0,0.005,12.0,10.0,25.8,24.5,25.5,18.6,24.195,24.363000000000003,21.795,24.992,15.963,30.5,35.6,32.7,31.6,30.737,25.767,32.836,35.062,43.651,,12.0,,10.0
2017-10-12 19:06:00,64.0,29.74,77.45,33.54,724.0,798.0,802.0,393.0,0.005,12.0,10.0,25.8,24.5,25.5,18.6,24.195,24.339,21.795,24.968000000000004,15.915,30.3,35.5,32.6,31.6,30.232,25.731,33.035,35.059,43.96100000000001,,12.0,,10.0
2017-10-12 19:07:00,64.0,26.947,78.04,33.68,719.0,797.0,794.0,389.0,0.005,12.0,10.0,25.8,24.5,25.5,18.5,24.195,24.339,21.795,24.968000000000004,15.890999999999998,30.4,35.5,32.5,31.9,30.771,25.97,32.969,35.059,43.99,,12.0,,10.0
2017-10-12 19:08:00,64.0,28.321,77.76,33.83,716.0,794.0,788.0,389.0,0.006,12.0,10.0,25.8,24.5,25.4,18.5,24.195,24.315,21.795,24.944000000000006,15.890999999999998,30.5,35.6,32.5,31.9,32.918,26.139,32.969,35.024,43.832,,12.0,,10.0
2017-10-12 19:09:00,65.0,28.504,77.12,34.0,714.0,794.0,783.0,390.0,0.006,12.0,10.0,25.8,24.5,25.5,18.5,24.195,24.291,21.795,24.944000000000006,15.915,30.4,35.1,32.4,32.4,33.887,26.376,33.102,35.056999999999995,43.835,,12.0,,10.0
2017-10-12 19:10:00,64.0,29.526,77.1,34.12,708.0,791.0,771.0,392.0,0.006,12.0,10.0,25.8,24.5,25.5,18.4,24.195,24.267,21.795,24.944000000000006,15.915,30.5,35.4,32.4,32.7,34.787,26.442,33.168,35.056999999999995,43.898,,12.0,,10.0
2017-10-12 19:11:00,62.0,27.39,75.62,34.29,711.0,786.0,768.0,393.0,0.006,12.0,10.0,25.8,24.5,25.4,18.4,24.195,24.243,21.772,24.919,15.890999999999998,30.4,35.1,32.4,32.9,35.25199999999999,26.441,33.099000000000004,34.988,43.895,,12.0,,10.0
2017-10-12 19:12:00,63.0,28.656,75.58,34.5,716.0,785.0,770.0,397.0,0.006,12.0,10.0,25.8,24.5,25.4,18.3,24.171,24.219,21.772,24.919,15.890999999999998,30.5,34.7,32.3,32.7,33.751,26.643,32.967,35.022,43.8,,12.0,,10.0
2017-10-12 19:13:00,62.0,27.512,75.1,34.9,721.0,783.0,770.0,397.0,0.006,12.0,11.0,25.9,24.5,25.4,18.3,24.171,24.195,21.748,24.919,15.867,30.5,35.1,32.3,32.9,33.718,26.369,33.164,35.055,43.956,,12.0,,11.0
2017-10-12 19:14:00,63.0,28.336,75.43,34.98,718.0,779.0,769.0,397.0,0.005,12.0,11.0,25.8,24.5,25.4,18.3,24.171,24.171,21.748,24.919,15.843,30.4,34.9,32.3,32.9,31.878,26.163,32.964,34.988,43.826,,12.0,,11.0
2017-10-12 19:15:00,62.0,29.541,74.97,34.75,719.0,783.0,769.0,397.0,0.005,12.0,11.0,25.9,24.5,25.5,18.2,24.171,24.146,21.748,24.919,15.843,30.5,34.8,32.3,32.7,31.038,26.229,33.064,34.988,43.953,,12.0,,11.0
2017-10-12 19:16:00,62.0,29.114,74.4,35.04,724.0,781.0,766.0,396.0,0.006,12.0,11.0,25.9,24.5,25.4,18.2,24.171,24.122,21.724,24.895,15.796,30.3,34.7,32.3,32.8,31.911,26.261,32.829,34.953,43.947,,12.0,,11.0
2017-10-12 19:17:00,62.0,28.0,73.8,35.27,723.0,786.0,764.0,399.0,0.006,12.0,11.0,25.9,24.4,25.4,18.1,24.171,24.098000000000006,21.7,24.895,15.772,30.2,34.5,32.3,33.2,30.634,26.464,32.827,34.986,44.13399999999999,,12.0,,11.0
2017-10-12 19:18:00,62.0,28.824,73.07,34.91,718.0,791.0,768.0,402.0,0.006999999999999999,12.0,11.0,25.9,24.4,25.5,18.1,24.171,24.074,21.7,24.895,15.7,30.2,34.7,32.3,33.1,29.555,26.632,32.894,34.953,44.18899999999999,,12.0,,11.0
2017-10-12 19:19:00,60.0,28.656,73.68,35.2,716.0,791.0,772.0,400.0,0.006999999999999999,13.0,11.0,25.9,24.4,25.4,18.1,24.146,24.05,21.676,24.895,15.652,30.3,34.2,32.3,32.9,29.182,26.698,32.958,34.853,44.404,,13.0,,11.0
2017-10-12 19:20:00,60.0,28.809,72.63,35.18,716.0,790.0,770.0,402.0,0.005,13.0,11.0,25.9,24.4,25.4,18.0,24.146,24.026,21.652,24.895,15.629,30.2,34.4,32.2,32.8,28.81,26.492,32.756,34.919000000000004,44.369,,13.0,,11.0
2017-10-12 19:21:00,60.0,29.252,72.73,34.82,716.0,785.0,768.0,400.0,0.005,13.0,11.0,25.9,24.4,25.4,18.0,24.146,24.002,21.628,24.895,15.557,30.1,34.6,32.3,32.8,28.573,26.218000000000004,32.754,34.919000000000004,44.26600000000001,,13.0,,11.0
2017-10-12 19:22:00,61.0,28.58,72.36,35.06,716.0,781.0,766.0,397.0,0.005,13.0,11.0,25.9,24.4,25.4,18.0,24.146,24.002,21.604,24.895,15.509,30.2,34.2,32.3,32.8,28.336,26.354,32.885,34.853,44.67,,13.0,,11.0
2017-10-12 19:23:00,59.0,28.641,71.93,34.98,716.0,777.0,766.0,397.0,0.005,13.0,11.0,25.9,24.4,25.4,17.9,24.122,23.978,21.604,24.895,15.485,30.1,34.1,32.3,32.7,28.266,26.285,32.819,34.819,44.856,,13.0,,11.0
2017-10-12 19:24:00,58.0,29.084,70.95,35.01,716.0,778.0,763.0,398.0,0.005,13.0,11.0,25.9,24.4,25.4,17.9,24.122,23.954,21.581,24.895,15.461,30.1,34.0,32.3,32.8,28.232,25.942,32.85,34.819,44.853,,13.0,,11.0
2017-10-12 19:25:00,59.0,30.137,71.28,35.0,716.0,781.0,760.0,397.0,0.005,13.0,11.0,25.9,24.4,25.4,17.8,24.122,23.954,21.581,24.871,15.438,30.2,34.3,32.3,33.1,28.097,25.737,32.983000000000004,34.784,44.536,,13.0,,11.0
2017-10-12 19:26:00,59.0,28.702,70.94,35.5,716.0,783.0,760.0,394.0,0.005,13.0,11.0,25.9,24.4,25.4,17.8,24.098000000000006,23.93,21.557,24.871,15.39,30.1,34.4,32.3,33.4,29.144,25.736,32.881,34.75,44.53,,13.0,,11.0
2017-10-12 19:27:00,57.0,27.848000000000006,70.58,35.8,716.0,786.0,761.0,395.0,0.005,13.0,11.0,25.9,24.4,25.4,17.7,24.098000000000006,23.93,21.557,24.871,15.366,30.0,34.0,32.3,33.3,28.467,25.838,33.014,34.717,44.747,,13.0,,11.0
2017-10-12 19:28:00,57.0,27.085,70.15,35.16,714.0,787.0,760.0,398.0,0.005,13.0,11.0,25.9,24.4,25.4,17.7,24.098000000000006,23.905,21.557,24.871,15.318,30.0,34.2,32.3,33.1,28.603,25.939,33.146,34.85,44.647,,13.0,,11.0
2017-10-12 19:29:00,59.0,30.213,70.1,35.36,711.0,784.0,758.0,400.0,0.005,13.0,11.0,25.9,24.4,25.4,17.7,24.098000000000006,23.905,21.533,24.871,15.294,30.1,33.9,32.3,33.5,30.998,26.075,33.111,34.784,44.644,,13.0,,11.0
2017-10-12 19:30:00,57.0,28.565,69.52,35.84,711.0,783.0,755.0,402.0,0.005,13.0,11.0,25.9,24.4,25.4,17.6,24.098000000000006,23.905,21.533,24.871,15.27,30.0,33.8,32.3,33.7,29.819000000000006,26.041,33.011,34.784,44.799,,13.0,,11.0
2017-10-12 19:31:00,57.0,28.504,69.54,35.67,709.0,786.0,755.0,400.0,0.005,13.0,11.0,25.9,24.4,25.4,17.6,24.074,23.905,21.509,24.871,15.27,30.0,34.0,32.3,34.0,29.007,26.075,33.009,34.817,44.893,,13.0,,11.0
2017-10-12 19:32:00,57.0,29.221,69.33,35.25,707.0,785.0,756.0,402.0,0.005,13.0,11.0,25.9,24.4,25.4,17.5,24.074,23.881,21.509,24.871,15.247,30.0,33.9,32.3,33.8,29.108,26.277,33.076,34.817,44.827,,13.0,,11.0
2017-10-12 19:33:00,58.0,26.932,69.07,35.61,709.0,786.0,756.0,405.0,0.005,13.0,11.0,26.0,24.4,25.4,17.5,24.074,23.881,21.509,24.871,15.223,30.0,33.7,32.3,33.8,29.345,26.788,33.208,34.817,44.919,,13.0,,11.0
