Time,PM_MET_IN1,PM_MET_OUT,PM_PDR_IN1,PM_PDR_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-05-23 18:00:00,2.0,2.777,2.76,3.99,921.0,982.0,924.0,0.003,18.0,20.0,23.6,22.4,21.9,31.637,29.34,31.281,22.968000000000004,33.992,50.0,53.3,52.7,38.322,45.855,38.89,51.332,33.593,,18.0,,20.0
2017-05-23 18:01:00,2.0,2.609,2.69,3.97,916.0,982.0,928.0,0.003,18.0,21.0,23.6,22.4,21.9,31.612,29.315,31.255,22.968000000000004,33.835,50.1,53.2,52.8,37.74800000000001,45.786,38.787,51.364,33.784,,18.0,,21.0
2017-05-23 18:02:00,2.0,2.64,2.5,3.6,916.0,980.0,930.0,0.003,18.0,21.0,23.6,22.4,21.9,31.586,29.315,31.255,22.968000000000004,33.704,50.1,53.0,52.8,37.712,45.786,38.753,51.364,33.43,,18.0,,21.0
2017-05-23 18:03:00,2.0,2.2430000000000003,2.81,3.76,916.0,971.0,934.0,0.003,18.0,21.0,23.6,22.4,21.9,31.51,29.29,31.255,22.944000000000006,33.574,50.1,53.2,52.6,38.309,45.685,38.586,51.392,33.556,,18.0,,21.0
2017-05-23 18:04:00,3.0,2.106,2.49,3.78,917.0,967.0,938.0,0.003,18.0,21.0,23.5,22.4,21.9,31.484,29.29,31.255,22.944000000000006,33.469,50.1,52.9,52.8,38.105,45.653,38.418,51.361,33.649,,18.0,,21.0
2017-05-23 18:05:00,2.0,2.579,2.69,3.76,917.0,959.0,943.0,0.003,18.0,21.0,23.5,22.4,21.9,31.459,29.29,31.255,22.944000000000006,33.365,50.1,52.8,52.7,38.707,45.62,38.552,51.613,35.379,,18.0,,21.0
2017-05-23 18:06:00,2.0,1.968,2.54,3.82,916.0,955.0,946.0,0.003,18.0,21.0,23.5,22.4,21.9,31.459,29.29,31.255,22.944000000000006,33.235,49.9,52.8,52.6,38.975,45.685,38.921,51.392,36.01300000000001,,18.0,,21.0
2017-05-23 18:07:00,2.0,2.487,2.74,3.85,921.0,947.0,951.0,0.003,18.0,21.0,23.5,22.4,21.9,31.433000000000003,29.29,31.255,22.944000000000006,33.131,50.2,52.6,52.7,38.302,45.685,38.82,51.392,34.949,,18.0,,21.0
2017-05-23 18:08:00,2.0,1.801,2.69,4.14,929.0,945.0,953.0,0.003,18.0,21.0,23.4,22.3,21.9,31.357,29.265,31.255,23.016,33.001,50.1,52.8,52.7,36.544,43.519,36.669,53.789,34.869,,18.0,,21.0
2017-05-23 18:09:00,2.0,1.6780000000000002,2.69,4.05,933.0,939.0,952.0,0.003,18.0,21.0,23.4,22.3,21.9,31.23,29.24,31.204,23.112,32.898,50.3,52.8,52.7,38.751,45.549,38.51300000000001,52.642,35.132,,18.0,,21.0
2017-05-23 18:10:00,2.0,2.625,2.63,4.15,933.0,937.0,953.0,0.004,18.0,21.0,23.4,22.3,21.9,31.179,29.215,31.179,23.16,32.82,50.2,52.9,52.7,38.645,45.676,38.41,52.083,35.158,,18.0,,21.0
2017-05-23 18:11:00,2.0,2.197,2.61,3.92,933.0,946.0,961.0,0.004,18.0,21.0,23.4,22.3,21.9,31.153,29.215,31.153,23.184,32.742,50.2,52.8,52.6,38.709,45.676,38.542,51.551,35.117,,18.0,,21.0
2017-05-23 18:12:00,2.0,2.365,2.66,4.02,933.0,946.0,961.0,0.003,18.0,21.0,23.4,22.3,21.9,31.128,29.19,31.153,23.184,32.613,50.2,52.7,52.6,38.874,45.673,38.743,51.267,35.886,,18.0,,21.0
2017-05-23 18:13:00,2.0,2.274,2.69,3.52,936.0,941.0,959.0,0.003,18.0,21.0,23.4,22.3,21.9,31.153,29.19,31.153,23.16,32.51,50.3,52.6,52.5,39.078,45.608,38.743,51.201,36.249,,18.0,,21.0
2017-05-23 18:14:00,2.0,2.762,2.58,3.94,941.0,941.0,959.0,0.004,18.0,21.0,23.4,22.3,21.8,31.153,29.19,31.153,23.136,32.433,50.3,52.6,52.6,39.413,45.608,38.877,51.008,36.817,,18.0,,21.0
2017-05-23 18:15:00,2.0,2.35,2.84,3.59,941.0,939.0,963.0,0.004,18.0,21.0,23.4,22.3,21.8,30.925,29.115,31.103,23.112,32.33,50.9,52.5,52.6,34.44,41.49,35.066,50.815,36.874,,18.0,,21.0
2017-05-23 18:16:00,2.0,2.426,2.83,4.02,929.0,938.0,958.0,0.004,18.0,21.0,23.3,22.3,21.8,30.697,28.99,30.95,23.112,32.227,50.7,52.5,52.5,39.165,44.21,38.387,50.657,37.101,,18.0,,21.0
2017-05-23 18:17:00,2.0,2.594,2.7,3.71,921.0,941.0,952.0,0.004,18.0,21.0,23.4,22.3,21.8,30.646,28.941,30.9,23.088,32.124,50.4,52.4,52.5,39.761,45.448,39.186,50.749,36.88800000000001,,18.0,,21.0
2017-05-23 18:18:00,2.0,2.426,2.54,3.91,916.0,935.0,950.0,0.003,18.0,21.0,23.4,22.3,21.7,30.621,28.916,30.874,23.064,32.021,50.3,52.4,52.5,40.092,45.869,39.317,50.619,36.54,,18.0,,21.0
2017-05-23 18:19:00,2.0,1.633,2.59,3.45,921.0,929.0,950.0,0.003,18.0,21.0,23.3,22.3,21.7,30.646,28.916,30.874,23.04,31.944000000000006,50.2,52.3,52.5,39.927,45.967,39.45,50.553,36.33,,18.0,,21.0
2017-05-23 18:20:00,2.0,2.167,2.4,4.01,922.0,924.0,945.0,0.002,18.0,21.0,23.3,22.3,21.7,30.672,28.916,30.9,23.04,31.842,50.1,52.3,52.5,39.963,46.097,39.252,50.553,36.793,,18.0,,21.0
2017-05-23 18:21:00,2.0,1.663,2.63,3.66,920.0,916.0,943.0,0.002,18.0,21.0,23.3,22.3,21.7,30.697,28.916,30.9,23.016,31.765,50.0,52.3,52.3,39.532,46.065,38.985,50.55,35.975,,18.0,,21.0
2017-05-23 18:22:00,2.0,2.152,2.4,3.68,914.0,916.0,945.0,0.003,18.0,21.0,23.3,22.3,21.7,30.722,28.916,30.925,22.992,31.689,50.0,52.2,52.3,39.501,46.0,38.92,50.515,36.238,,18.0,,21.0
2017-05-23 18:23:00,2.0,2.518,2.43,3.91,908.0,914.0,942.0,0.003,18.0,21.0,23.3,22.2,21.7,30.748,28.916,30.925,22.968000000000004,31.612,50.0,52.3,52.3,39.337,45.934,38.786,50.575,36.737,,18.0,,21.0
2017-05-23 18:24:00,2.0,3.662,2.54,3.91,905.0,912.0,938.0,0.004,18.0,21.0,23.3,22.2,21.7,30.773000000000003,28.941,30.95,22.968000000000004,31.51,49.9,52.2,52.3,39.707,45.937,38.856,50.48,37.3,,18.0,,21.0
2017-05-23 18:25:00,2.0,2.594,2.44,3.88,900.0,909.0,937.0,0.004,20.0,21.0,23.2,22.2,21.6,30.798,28.941,30.95,22.944000000000006,31.408,49.7,52.2,52.3,39.977,45.905,38.789,50.413,37.627,,20.0,,21.0
2017-05-23 18:26:00,2.0,2.289,2.43,3.62,898.0,897.0,938.0,0.004,20.0,21.0,23.2,22.2,21.6,30.849,28.941,30.95,22.92,31.331,49.9,52.1,52.3,39.615,45.839,38.689,50.41,37.619,,20.0,,21.0
2017-05-23 18:27:00,2.0,1.999,2.36,3.68,898.0,890.0,934.0,0.004,20.0,21.0,23.2,22.2,21.6,30.849,28.941,30.95,22.896,31.255,49.8,52.1,52.3,39.414,45.839,38.722,50.43899999999999,37.477,,20.0,,21.0
2017-05-23 18:28:00,2.0,2.579,2.29,3.73,896.0,888.0,934.0,0.004,20.0,21.0,23.2,22.2,21.6,30.849,28.965,30.95,22.896,31.179,49.8,52.1,52.2,39.08,45.777,38.655,50.375,37.402,,20.0,,21.0
2017-05-23 18:29:00,2.0,3.22,2.4,3.66,892.0,888.0,930.0,0.004,20.0,21.0,23.2,22.2,21.6,30.849,28.965,30.95,22.896,31.128,49.8,52.1,52.2,38.913,45.712,38.588,50.344,37.33,,20.0,,21.0
2017-05-23 18:30:00,2.0,4.685,2.22,3.53,889.0,886.0,926.0,0.005,20.0,21.0,23.2,22.2,21.6,30.849,28.965,30.95,22.872,31.052,49.7,52.0,52.1,39.314,45.581,38.521,50.404,37.726,,20.0,,21.0
2017-05-23 18:31:00,2.0,3.571,2.32,4.14,885.0,883.0,920.0,0.005,20.0,21.0,23.2,22.2,21.6,30.849,28.965,30.95,22.872,31.001,49.7,52.0,52.0,38.712,45.581,38.32,50.341,37.519,,20.0,,21.0
2017-05-23 18:32:00,2.0,3.0980000000000003,2.13,3.69,881.0,874.0,916.0,0.003,20.0,21.0,23.2,22.1,21.6,30.824,28.965,30.95,22.848000000000006,30.925,49.7,52.0,52.0,38.776,45.549,38.286,50.274,37.478,,20.0,,21.0
2017-05-23 18:33:00,1.0,4.135,2.13,3.61,879.0,868.0,915.0,0.003,20.0,21.0,23.1,22.1,21.6,30.773000000000003,28.99,30.9,22.848000000000006,30.849,49.6,52.0,52.0,38.637,45.45399999999999,38.046,50.21100000000001,37.672,,20.0,,21.0
2017-05-23 18:34:00,2.0,2.182,2.16,3.64,879.0,868.0,913.0,0.003,20.0,21.0,23.1,22.1,21.6,30.773000000000003,28.965,30.874,22.824,30.748,49.6,52.0,52.0,38.704,45.385,38.245,50.271,37.93,,20.0,,21.0
2017-05-23 18:35:00,2.0,2.853,2.24,7.17,875.0,866.0,911.0,0.003,20.0,21.0,23.1,22.1,21.6,30.748,28.99,30.874,22.824,30.672,49.9,51.9,52.0,38.802,45.323,38.279,50.334,38.258,,20.0,,21.0
2017-05-23 18:36:00,2.0,3.006,2.29,6.41,867.0,862.0,908.0,0.004,20.0,21.0,23.0,22.1,21.6,30.672,28.965,30.849,22.824,30.596,50.1,51.8,52.0,34.281,39.618,33.924,50.208,38.15,,20.0,,21.0
2017-05-23 18:37:00,2.0,5.783,2.38,3.71,853.0,859.0,902.0,0.004,20.0,21.0,23.0,22.0,21.6,29.966,28.692,30.52,22.8,30.52,50.5,52.0,52.0,34.52,41.279,35.011,50.078,38.075,,20.0,,21.0
2017-05-23 18:38:00,2.0,2.274,2.99,3.53,843.0,864.0,898.0,0.005,20.0,21.0,23.0,22.0,21.5,29.64,28.518,30.293000000000006,22.8,30.444000000000006,50.4,52.0,52.1,38.955,43.893,37.851,50.078,38.503,,20.0,,21.0
2017-05-23 18:39:00,2.0,2.6860000000000004,2.51,3.95,845.0,865.0,897.0,0.005,20.0,21.0,23.0,22.0,21.5,29.515,28.419,30.192,22.776,30.343000000000004,50.2,52.0,52.0,40.307,45.32,38.979,50.107,38.526,,20.0,,21.0
2017-05-23 18:40:00,2.0,2.502,2.76,6.29,850.0,866.0,893.0,0.005,20.0,21.0,23.0,22.0,21.5,29.29,28.345,30.117,22.776,30.243,50.8,52.1,52.1,36.88,42.56,36.221,50.012,38.181,,20.0,,21.0
2017-05-23 18:41:00,2.0,2.228,2.78,5.84,845.0,866.0,893.0,0.005,20.0,21.0,23.0,22.0,21.5,29.115,28.245,30.016,22.753,30.167,50.7,52.1,52.1,41.325,45.039,38.526,50.072,38.374,,20.0,,21.0
2017-05-23 18:42:00,2.0,4.501,2.56,4.45,849.0,863.0,890.0,0.006,20.0,21.0,23.0,22.0,21.5,29.065,28.196,29.966,22.753,30.091,50.4,52.2,52.0,41.518,46.043,39.356,50.103,38.634,,20.0,,21.0
2017-05-23 18:43:00,2.0,3.388,2.77,3.67,849.0,859.0,889.0,0.006,20.0,21.0,23.0,22.0,21.5,29.065,28.196,29.941,22.753,29.991,50.5,52.4,51.9,41.981,46.33600000000001,39.487,50.072,38.524,,20.0,,21.0
2017-05-23 18:44:00,2.0,2.09,2.68,3.9,849.0,860.0,885.0,0.003,20.0,21.0,23.0,22.0,21.5,29.065,28.196,29.941,22.753,29.916,50.6,52.3,52.1,41.584,46.49800000000001,39.487,50.103,38.416,,20.0,,21.0
2017-05-23 18:45:00,2.0,3.052,2.65,3.81,843.0,860.0,887.0,0.003,20.0,21.0,23.0,22.0,21.4,29.015,28.196,29.941,22.753,29.84,50.4,52.4,52.3,38.057,42.477,36.238,50.072,38.809,,20.0,,21.0
2017-05-23 18:46:00,2.0,2.747,2.68,3.76,842.0,862.0,889.0,0.003,20.0,21.0,23.0,21.9,21.5,28.841,28.147,29.89,22.729,29.74,50.5,52.5,52.3,41.857,45.874,39.148,50.037,39.333,,20.0,,21.0
2017-05-23 18:47:00,2.0,2.167,2.49,3.82,840.0,867.0,885.0,0.003,20.0,21.0,23.0,22.0,21.5,28.841,28.147,29.865,22.729,29.665,50.5,52.5,52.2,42.648,46.33,39.479,50.1,39.225,,20.0,,21.0
2017-05-23 18:48:00,2.0,1.587,2.49,3.67,843.0,869.0,883.0,0.005,20.0,21.0,23.0,22.0,21.5,28.866,28.147,29.89,22.705,29.59,50.4,52.5,52.2,42.255,46.427,39.415,50.129,39.017,,20.0,,21.0
2017-05-23 18:49:00,2.0,2.502,2.54,3.59,845.0,871.0,885.0,0.005,20.0,21.0,23.0,22.0,21.4,28.941,28.171,29.916,22.705,29.515,50.4,52.6,52.4,42.462,46.365,39.284,50.16,39.342,,20.0,,21.0
2017-05-23 18:50:00,2.0,2.274,2.36,3.6,850.0,874.0,885.0,0.003,20.0,21.0,22.8,22.0,21.4,29.015,28.196,29.916,22.705,29.414,50.4,52.5,52.3,42.074,46.238,39.117,50.224,39.332,,20.0,,21.0
2017-05-23 18:51:00,1.0,2.472,2.51,3.89,858.0,874.0,883.0,0.003,20.0,21.0,22.9,22.0,21.4,29.09,28.221,29.941,22.705,29.34,50.6,52.5,52.2,41.19,46.209,39.02,50.192,39.124,,20.0,,21.0
2017-05-23 18:52:00,2.0,2.3040000000000003,2.56,3.66,860.0,881.0,888.0,0.003,20.0,21.0,22.9,21.9,21.5,29.165,28.245,29.941,22.705,29.29,50.6,52.7,52.2,41.364,46.082,39.02,50.129,39.419,,20.0,,21.0
2017-05-23 18:53:00,2.0,2.457,2.53,4.36,862.0,879.0,893.0,0.003,20.0,21.0,22.9,21.8,21.5,29.24,28.27,29.966,22.705,29.215,50.4,52.8,52.4,41.272,45.95399999999999,38.956,50.16,39.877,,20.0,,21.0
2017-05-23 18:54:00,2.0,2.319,2.33,3.79,867.0,878.0,899.0,0.003,20.0,21.0,22.9,21.8,21.6,29.29,28.295,29.991,22.705,29.14,50.4,52.8,52.5,41.344,45.892,38.758,50.129,39.503,,20.0,,21.0
2017-05-23 18:55:00,2.0,3.388,2.56,3.74,867.0,874.0,914.0,0.003,19.0,21.0,22.9,21.7,21.7,29.29,28.32,29.991,22.681,29.065,50.2,53.0,52.9,41.01300000000001,45.798,38.658,50.18899999999999,39.462,,19.0,,21.0
2017-05-23 18:56:00,1.0,4.15,2.54,4.01,872.0,874.0,932.0,0.003,19.0,21.0,22.9,21.7,21.7,29.34,28.345,30.016,22.681,29.015,50.2,53.0,52.5,40.355,45.67,38.56,50.22,39.457,,19.0,,21.0
2017-05-23 18:57:00,2.0,2.441,2.47,3.5,873.0,869.0,938.0,0.003,19.0,21.0,22.9,21.6,21.7,29.34,28.345,30.041,22.681,28.941,50.1,53.0,52.3,40.819,45.54,38.395,50.505,39.416,,19.0,,21.0
2017-05-23 18:58:00,2.0,2.441,2.55,3.94,872.0,871.0,937.0,0.003,19.0,21.0,22.9,21.6,21.7,29.365,28.394,30.066,22.657,28.891,50.2,53.2,52.2,40.291,45.383,38.163,50.628,39.244,,19.0,,21.0
2017-05-23 18:59:00,2.0,2.914,2.65,3.92,867.0,871.0,938.0,0.003,19.0,21.0,22.9,21.5,21.6,29.389,28.419,30.091,22.657,28.791,50.2,53.3,52.2,40.559,45.222,38.166,50.691,39.799,,19.0,,21.0
2017-05-23 19:00:00,2.0,2.67,2.6,3.74,871.0,871.0,938.0,0.004,19.0,21.0,22.9,21.5,21.6,29.414,28.444000000000006,30.091,22.657,28.742,50.2,53.4,52.3,40.695,45.19300000000001,38.233,50.754,40.159,,19.0,,21.0
2017-05-23 19:01:00,2.0,2.533,2.59,3.75,873.0,874.0,938.0,0.004,19.0,21.0,22.9,21.5,21.6,29.464,28.468000000000004,30.117,22.657,28.667,50.1,53.3,52.2,40.767,45.19600000000001,38.302,50.723,40.35,,19.0,,21.0
2017-05-23 19:02:00,2.0,3.082,2.47,3.87,875.0,872.0,938.0,0.004,19.0,21.0,22.9,21.4,21.5,29.515,28.493,30.142,22.633000000000006,28.593000000000004,50.3,53.4,52.4,40.506,45.166,38.238,50.719,40.375,,19.0,,21.0
2017-05-23 19:03:00,1.0,2.7310000000000003,2.58,3.71,876.0,868.0,938.0,0.004,19.0,21.0,22.8,21.4,21.6,29.54,28.518,30.142,22.609,28.543000000000006,50.5,53.4,52.4,39.778,45.07100000000001,38.205,50.874,40.535,,19.0,,21.0
2017-05-23 19:04:00,2.0,3.037,2.49,3.9,882.0,864.0,938.0,0.004,19.0,21.0,22.8,21.4,21.5,29.565,28.543000000000006,30.142,22.609,28.468000000000004,50.5,53.3,52.4,39.714,44.94300000000001,38.104,50.842,40.262,,19.0,,21.0
2017-05-23 19:05:00,2.0,3.067,2.58,3.89,887.0,864.0,937.0,0.004,19.0,21.0,22.8,21.4,21.5,29.615,28.543000000000006,30.142,22.609,28.394,50.4,53.3,52.3,39.153,44.878,37.836,50.621,40.089,,19.0,,21.0
2017-05-23 19:06:00,2.0,2.655,2.35,3.71,887.0,872.0,932.0,0.003,19.0,21.0,22.8,21.4,21.5,29.615,28.568,30.142,22.609,28.345,50.4,53.4,52.3,39.22,44.783,37.635,50.59,40.083,,19.0,,21.0
2017-05-23 19:07:00,1.0,2.8080000000000003,2.42,3.83,892.0,871.0,933.0,0.003,19.0,21.0,22.8,21.4,21.5,29.615,28.568,30.142,22.633000000000006,28.27,50.4,53.3,52.2,38.853,44.619,37.702,50.404,40.142,,19.0,,21.0
2017-05-23 19:08:00,2.0,2.441,2.4,3.75,894.0,869.0,930.0,0.003,19.0,21.0,22.8,21.4,21.4,29.64,28.568,30.117,22.609,28.196,50.4,53.5,52.2,38.889,44.488,37.565,50.495,40.564,,19.0,,21.0
2017-05-23 19:09:00,1.0,2.441,2.41,3.96,898.0,868.0,922.0,0.003,19.0,21.0,22.8,21.3,21.5,29.64,28.593000000000004,30.117,22.609,28.147,50.4,53.6,52.1,39.222,44.458,37.565,50.4,40.559,,19.0,,21.0
2017-05-23 19:10:00,2.0,2.502,2.31,4.09,897.0,869.0,915.0,0.002,19.0,21.0,22.8,21.3,21.5,29.64,28.593000000000004,30.117,22.609,28.072,50.3,53.6,52.0,38.922,44.426,37.632,50.4,40.683,,19.0,,21.0
2017-05-23 19:11:00,1.0,2.6860000000000004,2.24,3.8,897.0,867.0,916.0,0.002,19.0,21.0,22.8,21.3,21.5,29.665,28.593000000000004,30.117,22.609,27.998,50.3,53.6,52.0,38.791,44.295,37.49800000000001,50.306,40.84,,19.0,,21.0
2017-05-23 19:12:00,1.0,1.999,2.34,3.81,901.0,868.0,918.0,0.002,19.0,21.0,22.8,21.3,21.5,29.69,28.593000000000004,30.117,22.609,27.924,50.5,53.5,52.0,38.994,44.229,37.465,50.21100000000001,41.36,,19.0,,21.0
2017-05-23 19:13:00,1.0,3.0210000000000004,2.23,3.64,910.0,871.0,911.0,0.002,19.0,21.0,22.8,21.4,21.5,29.665,28.593000000000004,30.117,22.585,27.85,50.1,53.5,52.0,38.791,44.164,37.398,50.334,41.484,,19.0,,21.0
2017-05-23 19:14:00,2.0,2.197,2.44,3.48,916.0,871.0,912.0,0.003,19.0,21.0,22.8,21.3,21.5,29.665,28.617,30.117,22.585,27.776,50.1,53.6,51.9,38.791,44.101000000000006,37.431,50.397,41.608,,19.0,,21.0
2017-05-23 19:15:00,2.0,2.823,2.7,3.66,922.0,871.0,911.0,0.003,19.0,21.0,22.8,21.3,21.5,29.64,28.617,30.117,22.585,27.702,50.1,53.6,51.9,38.521,44.06800000000001,37.297,50.239,41.50100000000001,,19.0,,21.0
2017-05-23 19:16:00,2.0,2.487,2.32,3.69,925.0,871.0,908.0,0.003,19.0,21.0,22.8,21.3,21.4,29.59,28.617,30.091,22.585,27.628,50.1,53.4,51.9,38.383,44.003,37.295,50.113,41.19600000000001,,19.0,,21.0
2017-05-23 19:17:00,1.0,2.838,2.2,3.72,930.0,869.0,908.0,0.003,19.0,21.0,22.8,21.2,21.4,29.54,28.617,30.091,22.585,27.554,50.1,53.4,51.9,38.745,43.904,37.16,50.113,41.287,,19.0,,21.0
2017-05-23 19:18:00,2.0,3.952,2.38,3.54,939.0,864.0,907.0,0.003,19.0,21.0,22.8,21.3,21.4,29.515,28.617,30.091,22.561,27.456,49.9,53.4,51.9,38.842,43.806,37.194,50.11,41.54,,19.0,,21.0
2017-05-23 19:19:00,1.0,2.9760000000000004,2.55,3.57,937.0,867.0,908.0,0.003,19.0,21.0,22.8,21.3,21.4,29.49,28.617,30.091,22.561,27.382,49.9,53.3,51.9,38.94,43.74,37.227,50.078,41.992,,19.0,,21.0
2017-05-23 19:20:00,2.0,2.594,2.32,3.49,937.0,865.0,912.0,0.004,19.0,21.0,22.8,21.2,21.5,29.464,28.617,30.066,22.537,27.308000000000003,49.8,53.4,51.8,39.037,43.642,37.225,50.043,42.476000000000006,,19.0,,21.0
2017-05-23 19:21:00,2.0,2.029,2.69,3.77,933.0,864.0,908.0,0.004,19.0,21.0,22.8,21.2,21.5,29.464,28.617,30.066,22.537,27.21,49.7,53.6,51.8,39.371,43.609,37.292,50.233,42.76,,19.0,,21.0
2017-05-23 19:22:00,2.0,2.655,2.29,3.63,920.0,866.0,911.0,0.003,19.0,21.0,22.7,21.2,21.5,29.464,28.617,30.066,22.537,27.136,49.7,53.5,51.6,39.371,43.675,37.359,50.17,43.07899999999999,,19.0,,21.0
2017-05-23 19:23:00,2.0,3.5860000000000003,2.24,3.68,916.0,866.0,912.0,0.003,19.0,21.0,22.7,21.2,21.4,29.464,28.617,30.041,22.537,27.087,49.8,53.5,51.7,38.971,43.642,37.357,50.13800000000001,42.615,,19.0,,21.0
2017-05-23 19:24:00,2.0,3.0980000000000003,2.18,3.73,908.0,868.0,915.0,0.004,19.0,21.0,22.7,21.2,21.4,29.464,28.617,30.041,22.537,27.014,49.8,53.4,51.7,38.704,43.642,37.29,50.043,42.83600000000001,,19.0,,21.0
2017-05-23 19:25:00,2.0,2.319,2.17,3.81,904.0,871.0,919.0,0.004,18.0,21.0,22.7,21.2,21.4,29.464,28.642,30.016,22.513,26.94,49.6,53.4,51.7,38.771,43.54600000000001,37.287,50.072,42.992,,18.0,,21.0
2017-05-23 19:26:00,1.0,3.357,2.08,3.65,903.0,871.0,921.0,0.004,18.0,21.0,22.7,21.1,21.4,29.464,28.642,29.991,22.513,26.867,49.7,53.4,51.5,38.737,43.51300000000001,37.285,50.04,42.983,,18.0,,21.0
2017-05-23 19:27:00,2.0,2.136,2.24,3.66,901.0,867.0,920.0,0.004,18.0,21.0,22.7,21.1,21.4,29.464,28.642,29.991,22.513,26.818,49.7,53.4,51.6,38.236,43.448,37.285,49.977,43.174,,18.0,,21.0
2017-05-23 19:28:00,1.0,2.884,2.27,3.85,901.0,864.0,918.0,0.004,18.0,21.0,22.6,21.1,21.4,29.439,28.642,29.966,22.513,26.744,49.7,53.4,51.6,38.534,43.382,37.249,49.914,43.166,,18.0,,21.0
2017-05-23 19:29:00,1.0,2.289,2.14,3.71,901.0,867.0,921.0,0.004,18.0,21.0,22.6,21.1,21.4,29.414,28.642,29.941,22.489,26.671,49.6,53.4,51.5,38.231,43.283,37.28,49.942,43.32100000000001,,18.0,,21.0
2017-05-23 19:30:00,1.0,2.136,2.07,3.57,901.0,866.0,924.0,0.004,18.0,21.0,22.6,21.1,21.4,29.389,28.642,29.916,22.489,26.598000000000006,49.6,53.4,51.6,38.396,43.25100000000001,37.277,50.06800000000001,43.378,,18.0,,21.0
2017-05-23 19:31:00,1.0,2.441,2.07,3.56,903.0,864.0,927.0,0.004,18.0,21.0,22.6,21.1,21.4,29.365,28.642,29.89,22.489,26.524,49.8,53.4,51.5,38.527,43.185,37.241,49.974,43.5,,18.0,,21.0
2017-05-23 19:32:00,1.0,1.907,2.06,3.93,903.0,866.0,930.0,0.004,18.0,21.0,22.6,21.1,21.5,29.365,28.667,29.89,22.489,26.475,49.8,53.4,51.2,38.56,43.023,37.241,49.974,43.788,,18.0,,21.0
2017-05-23 19:33:00,1.0,2.609,2.03,3.55,907.0,866.0,932.0,0.004,18.0,21.0,22.6,21.1,21.5,29.365,28.667,29.865,22.465,26.378,49.7,53.3,51.4,38.493,43.056,37.272,49.97,44.102,,18.0,,21.0
2017-05-23 19:34:00,1.0,1.892,2.17,3.75,904.0,868.0,943.0,0.004,18.0,21.0,22.5,21.0,21.6,29.34,28.667,29.84,22.465,26.304,49.8,53.3,51.3,38.691,42.958,37.27,49.97,44.387,,18.0,,21.0
2017-05-23 19:35:00,1.0,2.167,2.22,3.69,905.0,866.0,966.0,0.004,18.0,21.0,22.5,21.0,21.8,29.34,28.667,29.84,22.465,26.231,49.7,53.4,51.4,39.024,42.892,37.337,49.812,44.703,,18.0,,21.0
2017-05-23 19:36:00,1.0,2.655,1.98,4.08,905.0,864.0,991.0,0.004,18.0,21.0,22.5,21.0,21.8,29.34,28.642,29.815,22.465,26.134,49.7,53.3,51.4,38.891,42.856,37.334,49.87600000000001,44.919,,18.0,,21.0
2017-05-23 19:37:00,1.0,2.716,1.9,3.78,899.0,863.0,1024.0,0.004,18.0,21.0,22.6,21.0,21.9,29.34,28.642,29.815,22.441,26.061,49.5,53.0,51.6,38.924,42.79,37.435,49.999,45.073,,18.0,,21.0
2017-05-23 19:38:00,1.0,1.968,1.79,3.66,898.0,866.0,1057.0,0.004,18.0,21.0,22.5,21.0,21.9,29.34,28.642,29.79,22.441,25.963,49.5,53.1,51.6,38.924,42.725,37.466,49.841,45.32,,18.0,,21.0
2017-05-23 19:39:00,1.0,2.441,2.2,3.8,898.0,866.0,1082.0,0.004,18.0,21.0,22.6,21.0,21.9,29.34,28.642,29.79,22.417,25.866,49.5,53.2,51.3,38.891,42.725,37.466,49.806,45.73,,18.0,,21.0
2017-05-23 19:40:00,1.0,1.74,1.74,3.74,898.0,866.0,1088.0,0.003,18.0,21.0,22.5,21.0,21.8,29.34,28.642,29.79,22.417,25.768,49.5,53.3,51.5,39.291,42.725,37.499,49.838,46.235,,18.0,,21.0
2017-05-23 19:41:00,1.0,2.396,2.04,3.91,897.0,862.0,1095.0,0.003,18.0,21.0,22.5,21.0,21.8,29.34,28.642,29.765,22.417,25.695,49.4,53.1,51.6,39.024,42.79,37.53,49.774,46.485,,18.0,,21.0
2017-05-23 19:42:00,1.0,1.5719999999999998,1.94,3.87,894.0,856.0,1097.0,0.003,18.0,21.0,22.5,21.0,21.8,29.315,28.642,29.765,22.393,25.647,49.5,53.0,51.5,38.722,42.725,37.53,49.834,46.22,,18.0,,21.0
2017-05-23 19:43:00,1.0,2.3040000000000003,2.16,3.87,896.0,856.0,1097.0,0.003,18.0,21.0,22.5,21.0,21.8,29.315,28.642,29.74,22.393,25.55,49.4,53.2,51.3,38.355,42.692,37.461,49.708,45.82100000000001,,18.0,,21.0
