Time,PM_MET_IN1,PM_MET_OUT,PM_PDR_IN1,PM_PDR_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_DNR,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_DNR,T_HBO_OUT,T_HBO_BA2,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_DNR,RH_HBO_OUT,RH_HBO_BA2,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2018-02-05 18:00:00,4.0,4.791,6.09,6.99,935.0,733.0,741.0,948.0,430.0,0.014,21.0,25.0,22.1,22.4,19.1,21.1,19.5,18.866,53.7,53.6,62.5,56.0,50.9,63.6,,21.0,,25.0
2018-02-05 18:01:00,3.0,6.134,5.86,6.43,933.0,731.0,741.0,952.0,428.0,0.014,21.0,25.0,22.1,22.4,19.1,21.1,19.4,18.866,53.8,53.6,62.5,56.1,51.0,63.51,,21.0,,25.0
2018-02-05 18:02:00,4.0,7.7360000000000015,6.19,7.15,939.0,731.0,737.0,954.0,428.0,0.009000000000000001,21.0,25.0,22.1,22.4,19.1,21.1,19.3,18.842,53.8,53.6,62.5,56.1,51.1,63.477,,21.0,,25.0
2018-02-05 18:03:00,4.0,5.936,6.56,7.45,941.0,735.0,737.0,954.0,428.0,0.009000000000000001,21.0,25.0,22.1,22.4,19.1,21.1,19.3,18.842,53.9,53.7,62.5,56.3,51.2,63.357,,21.0,,25.0
2018-02-05 18:04:00,3.0,5.524,6.11,7.9,943.0,731.0,740.0,950.0,426.0,0.013,21.0,25.0,22.1,22.4,19.1,21.1,19.1,18.842,53.8,53.7,62.5,56.0,51.4,63.297,,21.0,,25.0
2018-02-05 18:05:00,4.0,6.027,5.64,7.99,939.0,731.0,735.0,946.0,421.0,0.013,21.0,25.0,22.1,22.4,19.1,21.1,19.0,18.842,53.9,53.8,62.5,56.0,51.6,63.297,,21.0,,25.0
2018-02-05 18:06:00,3.0,6.928,5.93,8.07,935.0,723.0,734.0,946.0,425.0,0.011,21.0,25.0,22.1,22.4,19.1,21.1,18.9,18.818,53.9,53.8,62.5,56.1,51.6,63.353,,21.0,,25.0
2018-02-05 18:07:00,4.0,5.234,5.68,7.97,937.0,720.0,734.0,948.0,428.0,0.011,21.0,25.0,22.1,22.4,19.1,21.1,18.9,18.818,54.0,53.8,62.5,56.2,51.7,63.562,,21.0,,25.0
2018-02-05 18:08:00,4.0,5.829,6.03,7.66,936.0,722.0,733.0,949.0,425.0,0.005,21.0,25.0,22.1,22.3,19.1,21.1,18.8,18.794,54.0,53.9,62.5,56.2,51.7,63.857,,21.0,,25.0
2018-02-05 18:09:00,4.0,5.5539999999999985,6.09,7.73,935.0,721.0,733.0,946.0,428.0,0.005,21.0,21.0,22.1,22.3,19.1,21.1,18.7,18.794,54.1,53.9,62.5,56.1,51.8,64.006,,21.0,,21.0
2018-02-05 18:10:00,3.0,5.2189999999999985,5.76,7.61,934.0,723.0,735.0,945.0,424.0,0.008,21.0,21.0,22.0,22.3,19.1,21.1,18.6,18.771,54.1,54.0,62.5,56.2,52.0,64.92399999999999,,21.0,,21.0
2018-02-05 18:11:00,4.0,4.791,5.68,7.41,933.0,723.0,733.0,942.0,420.0,0.008,21.0,21.0,22.0,22.3,19.1,21.1,18.5,18.771,54.2,54.0,62.5,56.1,52.1,65.607,,21.0,,21.0
2018-02-05 18:12:00,3.0,5.081,5.87,7.34,931.0,720.0,734.0,944.0,420.0,0.01,20.0,21.0,22.0,22.3,19.1,21.1,18.4,18.771,54.3,54.0,62.5,56.1,52.2,65.814,,20.0,,21.0
2018-02-05 18:13:00,3.0,5.462999999999999,5.7,7.31,927.0,716.0,737.0,942.0,420.0,0.01,20.0,21.0,22.0,22.3,19.1,21.1,18.4,18.747,54.3,54.1,62.5,56.0,52.4,65.247,,20.0,,21.0
2018-02-05 18:14:00,3.0,5.615,5.78,7.19,928.0,716.0,732.0,942.0,420.0,0.006999999999999999,20.0,21.0,22.0,22.2,19.1,21.1,18.3,18.747,54.3,54.3,62.5,56.0,52.7,64.801,,20.0,,21.0
2018-02-05 18:15:00,3.0,5.172999999999999,5.3,7.16,927.0,716.0,730.0,942.0,422.0,0.006999999999999999,20.0,21.0,22.0,22.2,19.1,21.1,18.2,18.747,54.3,54.2,62.5,56.2,53.0,65.247,,20.0,,21.0
2018-02-05 18:16:00,3.0,5.234,5.76,7.48,929.0,713.0,732.0,937.0,424.0,0.005,20.0,21.0,22.0,22.2,19.1,21.1,18.1,18.747,54.4,54.2,62.5,56.1,53.5,65.928,,20.0,,21.0
2018-02-05 18:17:00,3.0,6.0120000000000005,5.72,7.82,922.0,708.0,730.0,942.0,428.0,0.005,20.0,21.0,22.0,22.2,19.1,21.1,18.0,18.723,54.3,54.2,62.5,56.2,54.1,66.22,,20.0,,21.0
2018-02-05 18:18:00,3.0,6.363,5.56,7.77,922.0,704.0,726.0,936.0,429.0,0.003,20.0,21.0,21.9,22.2,19.1,21.1,18.0,18.723,54.4,54.3,62.5,56.1,54.5,66.161,,20.0,,21.0
2018-02-05 18:19:00,3.0,5.341,5.58,7.5,918.0,704.0,725.0,935.0,425.0,0.003,20.0,21.0,22.0,22.2,19.1,21.1,17.9,18.723,54.4,54.3,62.4,56.1,54.8,66.19,,20.0,,21.0
2018-02-05 18:20:00,3.0,5.462999999999999,5.55,7.54,918.0,698.0,725.0,933.0,425.0,0.005,20.0,21.0,22.0,22.2,19.1,21.1,17.8,18.723,54.4,54.3,62.6,56.1,55.0,66.102,,20.0,,21.0
2018-02-05 18:21:00,3.0,5.814,5.86,7.75,924.0,700.0,720.0,933.0,428.0,0.005,20.0,21.0,22.0,22.2,19.1,21.1,17.8,18.723,54.3,54.3,62.5,56.1,55.2,65.569,,20.0,,21.0
2018-02-05 18:22:00,3.0,5.707000000000002,5.86,7.74,927.0,702.0,722.0,933.0,429.0,0.0,20.0,21.0,22.0,22.2,19.1,21.1,17.7,18.723,54.5,54.4,62.5,56.1,55.3,64.767,,20.0,,21.0
2018-02-05 18:23:00,3.0,6.3020000000000005,5.48,7.54,927.0,704.0,725.0,933.0,429.0,0.0,20.0,21.0,22.0,22.1,19.1,21.1,17.6,18.699,54.5,54.4,62.4,56.0,55.5,64.585,,20.0,,21.0
2018-02-05 18:24:00,3.0,5.905,5.35,7.71,924.0,701.0,717.0,929.0,428.0,0.008,20.0,21.0,22.0,22.1,19.1,21.1,17.6,18.699,54.4,54.4,62.5,56.1,55.7,64.28699999999999,,20.0,,21.0
2018-02-05 18:25:00,3.0,5.341,5.29,7.47,921.0,698.0,717.0,927.0,429.0,0.008,20.0,21.0,21.9,22.1,19.1,21.1,17.5,18.699,54.4,54.4,62.4,56.0,55.9,64.347,,20.0,,21.0
2018-02-05 18:26:00,3.0,5.646,5.32,7.53,918.0,700.0,718.0,925.0,428.0,0.004,20.0,21.0,21.9,22.1,19.1,21.1,17.4,18.699,54.6,54.5,62.4,56.1,56.2,64.258,,20.0,,21.0
2018-02-05 18:27:00,4.0,6.134,5.12,7.35,916.0,698.0,717.0,923.0,429.0,0.004,20.0,21.0,21.9,22.1,19.1,21.1,17.3,18.675,54.5,54.5,62.4,56.0,56.4,64.343,,20.0,,21.0
2018-02-05 18:28:00,5.0,5.875,5.38,7.43,916.0,696.0,711.0,925.0,430.0,0.006,20.0,21.0,21.9,22.1,19.1,21.1,17.3,18.652,54.5,54.5,62.4,56.0,56.5,64.488,,20.0,,21.0
2018-02-05 18:29:00,4.0,6.332000000000002,5.28,7.81,920.0,698.0,712.0,923.0,428.0,0.006,20.0,21.0,21.9,22.1,19.1,21.1,17.2,18.652,54.5,54.6,62.4,56.1,56.5,64.488,,20.0,,21.0
2018-02-05 18:30:00,4.0,5.89,5.4,7.65,921.0,698.0,706.0,920.0,428.0,0.004,20.0,21.0,21.9,22.1,19.1,21.1,17.2,18.652,54.3,54.6,62.4,56.1,56.5,64.785,,20.0,,21.0
2018-02-05 18:31:00,3.0,6.104,5.35,7.6,914.0,696.0,708.0,920.0,432.0,0.004,20.0,21.0,21.9,22.1,19.1,21.1,17.1,18.628,54.3,54.6,62.4,56.1,56.5,65.018,,20.0,,21.0
2018-02-05 18:32:00,3.0,5.356,5.32,7.7,914.0,695.0,710.0,920.0,434.0,0.006999999999999999,20.0,21.0,21.9,22.1,19.1,21.1,17.0,18.604,54.4,54.6,62.4,56.2,56.6,65.133,,20.0,,21.0
2018-02-05 18:33:00,3.0,5.6610000000000005,5.45,7.48,912.0,698.0,708.0,923.0,434.0,0.006999999999999999,20.0,21.0,21.9,22.0,19.1,21.1,17.0,18.604,54.4,54.7,62.4,56.1,56.9,65.281,,20.0,,21.0
2018-02-05 18:34:00,3.0,6.5310000000000015,5.5,7.35,911.0,695.0,706.0,927.0,437.0,0.004,20.0,21.0,21.9,22.0,19.1,21.1,16.9,18.604,54.5,54.7,62.4,56.1,57.1,65.637,,20.0,,21.0
2018-02-05 18:35:00,3.0,6.3020000000000005,5.05,7.26,911.0,697.0,705.0,928.0,438.0,0.004,20.0,21.0,21.9,22.0,19.1,21.1,16.8,18.58,54.6,54.7,62.4,56.2,57.0,65.574,,20.0,,21.0
2018-02-05 18:36:00,3.0,5.188,5.14,7.07,918.0,697.0,700.0,925.0,434.0,0.004,20.0,21.0,21.9,22.0,19.1,21.1,16.8,18.58,54.6,54.6,62.4,56.3,57.0,65.366,,20.0,,21.0
2018-02-05 18:37:00,3.0,4.99,5.07,7.1,920.0,705.0,702.0,920.0,433.0,0.004,20.0,21.0,21.9,22.0,19.1,21.1,16.7,18.557,54.6,54.7,62.4,56.2,57.0,65.717,,20.0,,21.0
2018-02-05 18:38:00,3.0,5.509,5.28,6.86,918.0,707.0,699.0,918.0,429.0,0.003,20.0,21.0,21.9,21.9,19.1,21.1,16.6,18.557,54.5,54.7,62.4,56.2,57.1,65.006,,20.0,,21.0
2018-02-05 18:39:00,3.0,5.615,4.95,7.21,916.0,706.0,694.0,914.0,429.0,0.003,20.0,20.0,21.9,21.9,19.1,21.0,16.6,18.557,54.6,54.8,62.4,56.2,57.5,64.679,,20.0,,20.0
2018-02-05 18:40:00,3.0,5.707000000000002,5.16,7.19,914.0,707.0,698.0,910.0,430.0,0.004,20.0,20.0,21.9,21.9,19.1,21.1,16.5,18.533,54.6,54.7,62.4,56.3,57.8,64.646,,20.0,,20.0
2018-02-05 18:41:00,3.0,6.729,5.22,7.45,916.0,710.0,699.0,911.0,431.0,0.004,20.0,20.0,21.9,21.9,19.1,21.0,16.5,18.533,54.4,54.8,62.4,56.2,58.0,64.616,,20.0,,20.0
2018-02-05 18:42:00,3.0,7.4460000000000015,4.84,7.85,914.0,713.0,701.0,917.0,434.0,0.001,21.0,20.0,21.9,21.9,19.1,21.1,16.4,18.509,54.4,54.8,62.4,56.3,59.8,64.255,,21.0,,20.0
2018-02-05 18:43:00,3.0,5.783,5.21,7.21,907.0,710.0,697.0,918.0,443.0,0.001,21.0,20.0,21.9,21.9,19.1,21.0,16.3,18.485,54.4,54.8,62.4,56.3,59.9,64.132,,21.0,,20.0
2018-02-05 18:44:00,3.0,5.936,5.24,6.84,908.0,710.0,692.0,910.0,506.0,0.002,21.0,20.0,21.8,21.9,19.1,21.0,16.3,18.461,54.3,54.9,62.5,56.2,59.6,63.979,,21.0,,20.0
2018-02-05 18:45:00,3.0,5.524,5.14,6.91,904.0,707.0,691.0,910.0,514.0,0.002,21.0,20.0,21.8,21.9,19.1,21.0,16.3,18.414,54.2,54.9,62.4,56.2,59.7,63.911,,21.0,,20.0
2018-02-05 18:46:00,3.0,5.432,5.03,6.87,904.0,710.0,687.0,911.0,521.0,0.0,21.0,20.0,21.8,21.9,19.1,21.0,16.2,18.39,54.2,54.8,62.4,56.2,59.7,64.324,,21.0,,20.0
2018-02-05 18:47:00,3.0,5.249,5.2,6.49,900.0,715.0,687.0,914.0,520.0,0.0,21.0,20.0,21.8,21.9,19.1,21.0,16.1,18.343,54.3,54.8,62.5,56.1,59.9,64.969,,21.0,,20.0
2018-02-05 18:48:00,3.0,5.142,5.01,6.29,897.0,720.0,684.0,914.0,518.0,0.006,21.0,20.0,21.8,21.9,19.0,21.0,16.1,18.319000000000006,54.4,54.9,62.5,56.1,59.8,65.676,,21.0,,20.0
2018-02-05 18:49:00,3.0,5.097,4.87,6.62,894.0,721.0,678.0,911.0,520.0,0.006,21.0,20.0,21.8,21.9,19.0,21.0,16.0,18.295,54.3,54.8,62.5,56.1,59.8,64.931,,21.0,,20.0
2018-02-05 18:50:00,3.0,4.868,4.87,6.5,891.0,723.0,681.0,910.0,520.0,0.003,21.0,20.0,21.8,21.9,19.0,21.0,16.0,18.271,54.3,54.9,62.5,56.1,59.8,64.749,,21.0,,20.0
2018-02-05 18:51:00,3.0,4.959,4.76,6.4,889.0,720.0,681.0,906.0,520.0,0.003,21.0,20.0,21.8,21.9,19.0,21.0,15.9,18.247,54.3,54.9,62.5,56.1,59.8,64.775,,21.0,,20.0
2018-02-05 18:52:00,3.0,4.898,4.87,6.09,890.0,717.0,673.0,902.0,518.0,0.002,21.0,20.0,21.8,21.9,19.0,21.0,15.9,18.224,54.3,55.0,62.5,55.9,59.8,64.652,,21.0,,20.0
2018-02-05 18:53:00,3.0,5.172999999999999,4.74,6.32,887.0,720.0,670.0,900.0,514.0,0.002,21.0,20.0,21.8,21.9,19.0,21.0,15.8,18.176,54.3,55.1,62.5,56.0,59.7,64.792,,21.0,,20.0
2018-02-05 18:54:00,3.0,4.944,4.68,6.44,885.0,717.0,669.0,902.0,509.0,0.005,21.0,20.0,21.8,21.9,19.0,21.0,15.8,18.176,54.3,55.1,62.5,56.1,59.7,65.946,,21.0,,20.0
2018-02-05 18:55:00,3.0,4.852,4.64,6.39,882.0,715.0,669.0,902.0,505.0,0.005,21.0,20.0,21.8,21.9,19.0,21.0,15.7,18.152,54.2,55.1,62.5,56.0,59.8,66.473,,21.0,,20.0
2018-02-05 18:56:00,3.0,6.027,5.08,6.08,875.0,715.0,660.0,898.0,504.0,0.005,21.0,20.0,21.8,21.9,19.0,21.0,15.7,18.129,54.2,55.2,62.5,56.0,59.9,66.705,,21.0,,20.0
2018-02-05 18:57:00,3.0,4.562,5.0,6.33,869.0,720.0,656.0,898.0,504.0,0.005,21.0,20.0,21.8,21.9,19.0,21.0,15.6,18.129,54.2,55.3,62.5,56.2,60.5,66.764,,21.0,,20.0
2018-02-05 18:58:00,3.0,5.2639999999999985,4.88,6.1,865.0,723.0,660.0,896.0,504.0,0.0,21.0,20.0,21.8,21.9,19.0,21.0,15.5,18.129,54.2,55.5,62.5,56.0,60.7,66.705,,21.0,,20.0
2018-02-05 18:59:00,2.0,5.676,4.43,6.34,866.0,727.0,659.0,892.0,500.0,0.0,21.0,20.0,21.8,21.9,19.0,21.0,15.5,18.129,54.1,55.3,62.5,56.0,60.9,66.646,,21.0,,20.0
2018-02-05 19:00:00,3.0,5.097,4.66,6.35,866.0,725.0,659.0,888.0,496.0,0.0,21.0,20.0,21.8,21.9,19.0,21.0,15.5,18.129,54.1,55.4,62.5,55.9,62.2,66.44,,21.0,,20.0
2018-02-05 19:01:00,3.0,5.249,4.6,6.76,865.0,727.0,656.0,886.0,496.0,0.0,21.0,20.0,21.8,21.9,19.0,21.0,15.4,18.152,54.2,55.5,62.5,55.9,61.4,66.59100000000001,,21.0,,20.0
2018-02-05 19:02:00,3.0,5.814,4.71,6.47,863.0,731.0,659.0,883.0,495.0,0.0,21.0,20.0,21.8,21.9,19.0,21.0,15.4,18.152,54.2,55.6,62.5,55.9,61.6,66.503,,21.0,,20.0
2018-02-05 19:03:00,3.0,5.797999999999999,4.78,7.22,863.0,728.0,658.0,876.0,498.0,0.0,21.0,20.0,21.7,21.9,19.0,21.0,15.3,18.152,54.2,55.8,62.5,55.9,61.8,66.503,,21.0,,20.0
2018-02-05 19:04:00,3.0,6.744,4.91,7.61,864.0,727.0,650.0,868.0,495.0,0.006,21.0,20.0,21.8,21.9,19.0,21.0,15.2,18.176,54.2,56.1,62.5,55.9,62.2,66.44800000000001,,21.0,,20.0
2018-02-05 19:05:00,3.0,8.499,4.74,8.47,865.0,731.0,647.0,868.0,488.0,0.006,21.0,20.0,21.7,21.9,19.0,21.0,15.2,18.176,54.2,56.1,62.5,56.0,62.5,66.507,,21.0,,20.0
2018-02-05 19:06:00,3.0,10.986,4.82,10.54,859.0,736.0,652.0,871.0,483.0,0.005,21.0,20.0,21.7,21.9,19.0,21.0,15.1,18.176,54.3,56.1,62.5,56.2,63.2,66.419,,21.0,,20.0
2018-02-05 19:07:00,3.0,12.345,4.93,12.97,854.0,736.0,653.0,877.0,482.0,0.005,21.0,20.0,21.7,21.9,19.0,21.0,15.1,18.176,54.3,56.2,62.5,56.1,64.1,66.36,,21.0,,20.0
2018-02-05 19:08:00,3.0,13.535,4.71,14.97,856.0,742.0,656.0,876.0,483.0,0.001,21.0,20.0,21.7,21.9,19.0,21.0,15.0,18.176,54.5,56.3,62.5,56.1,64.0,66.419,,21.0,,20.0
2018-02-05 19:09:00,3.0,15.808,4.64,16.93,854.0,743.0,657.0,872.0,479.0,0.001,21.0,18.0,21.7,21.8,19.0,21.0,15.0,18.176,54.3,56.4,62.5,56.1,64.4,66.301,,21.0,,18.0
2018-02-05 19:10:00,3.0,16.739,4.47,17.36,852.0,750.0,656.0,870.0,477.0,0.008,21.0,18.0,21.8,21.8,19.0,21.0,14.9,18.176,54.5,56.3,62.5,56.1,64.6,65.976,,21.0,,18.0
2018-02-05 19:11:00,3.0,13.84,4.69,16.39,857.0,766.0,647.0,865.0,479.0,0.008,21.0,18.0,21.7,21.8,19.0,21.0,14.9,18.176,54.4,56.4,62.5,56.1,64.8,64.792,,21.0,,18.0
2018-02-05 19:12:00,3.0,13.443,4.86,14.49,859.0,773.0,644.0,866.0,475.0,0.004,22.0,18.0,21.7,21.8,19.0,21.0,14.8,18.176,54.3,56.5,62.5,56.1,66.6,64.61399999999999,,22.0,,18.0
2018-02-05 19:13:00,3.0,12.406,4.94,12.8,859.0,780.0,639.0,871.0,599.0,0.004,22.0,18.0,21.7,21.8,19.0,21.0,14.8,18.152,54.4,56.3,62.5,56.1,68.4,64.461,,22.0,,18.0
2018-02-05 19:14:00,3.0,14.359000000000002,5.14,12.44,857.0,786.0,636.0,872.0,677.0,0.002,22.0,18.0,21.7,21.8,19.0,21.0,14.8,18.129,54.3,56.5,62.5,56.2,69.3,64.546,,22.0,,18.0
2018-02-05 19:15:00,3.0,12.634,4.71,14.44,857.0,792.0,639.0,868.0,681.0,0.002,22.0,18.0,21.7,21.8,19.0,21.0,14.8,18.081,54.8,56.8,62.4,56.1,69.4,64.805,,22.0,,18.0
2018-02-05 19:16:00,3.0,17.548,4.86,17.8,860.0,801.0,631.0,866.0,681.0,0.006999999999999999,22.0,18.0,21.7,21.8,19.0,21.0,14.8,18.057,54.6,56.7,62.5,56.0,68.6,64.949,,22.0,,18.0
2018-02-05 19:17:00,3.0,15.274,4.73,16.17,865.0,801.0,627.0,862.0,682.0,0.006999999999999999,22.0,18.0,21.7,21.8,19.0,21.0,14.7,18.01,54.4,56.5,62.5,56.1,68.1,65.03,,22.0,,18.0
2018-02-05 19:18:00,3.0,14.832,5.02,15.84,868.0,800.0,621.0,859.0,681.0,0.0,22.0,18.0,21.7,21.8,19.0,21.0,14.7,17.962,54.4,56.5,62.5,56.1,67.8,65.02199999999999,,22.0,,18.0
2018-02-05 19:19:00,3.0,13.428,4.84,15.41,862.0,791.0,624.0,859.0,679.0,0.0,22.0,18.0,21.7,21.8,19.0,21.0,14.7,17.938,54.7,56.9,62.4,55.9,67.4,65.018,,22.0,,18.0
2018-02-05 19:20:00,3.0,8.988,5.22,11.21,857.0,785.0,622.0,863.0,674.0,0.0,22.0,18.0,21.7,21.8,18.9,21.0,14.6,17.891,54.6,57.0,62.5,55.9,67.1,65.069,,22.0,,18.0
2018-02-05 19:21:00,3.0,6.8210000000000015,4.86,7.97,856.0,782.0,624.0,859.0,669.0,0.0,22.0,18.0,21.7,21.8,18.9,21.0,14.6,17.843,54.5,56.9,62.4,56.2,66.9,65.38600000000001,,22.0,,18.0
2018-02-05 19:22:00,3.0,5.905,4.74,7.24,856.0,779.0,621.0,854.0,665.0,0.003,22.0,18.0,21.7,21.8,18.9,21.0,14.5,17.796,54.4,56.7,62.4,56.1,66.9,65.49600000000001,,22.0,,18.0
2018-02-05 19:23:00,3.0,7.324,4.94,7.06,856.0,781.0,619.0,850.0,659.0,0.003,22.0,18.0,21.7,21.8,19.0,21.0,14.5,17.772000000000006,54.5,56.7,62.4,56.1,67.0,65.225,,22.0,,18.0
2018-02-05 19:24:00,3.0,7.645,4.71,6.97,853.0,780.0,613.0,850.0,650.0,0.006999999999999999,22.0,18.0,21.7,21.8,18.9,21.0,14.5,17.724,54.4,56.6,62.4,56.1,66.9,64.95100000000001,,22.0,,18.0
2018-02-05 19:25:00,3.0,8.193999999999999,4.82,7.58,849.0,784.0,613.0,850.0,639.0,0.006999999999999999,22.0,18.0,21.7,21.8,18.9,21.0,14.4,17.701,54.5,56.6,62.4,56.1,66.8,65.42,,22.0,,18.0
2018-02-05 19:26:00,3.0,8.774,4.6,8.36,847.0,788.0,613.0,850.0,630.0,0.0,22.0,18.0,21.7,21.8,18.9,21.0,14.4,17.653,54.7,56.5,62.4,56.0,66.7,65.618,,22.0,,18.0
2018-02-05 19:27:00,3.0,7.141,5.09,7.32,849.0,792.0,612.0,848.0,625.0,0.0,22.0,18.0,21.7,21.8,18.9,21.0,14.4,17.629,54.5,56.5,62.4,56.0,66.8,65.791,,22.0,,18.0
2018-02-05 19:28:00,3.0,7.7360000000000015,4.96,7.3,851.0,788.0,606.0,846.0,618.0,0.008,22.0,18.0,21.7,21.8,18.9,21.0,14.3,17.582,54.6,56.4,62.4,56.0,66.6,65.783,,22.0,,18.0
2018-02-05 19:29:00,3.0,7.187,5.08,7.73,846.0,787.0,605.0,848.0,611.0,0.008,22.0,18.0,21.7,21.8,18.9,21.0,14.3,17.558,54.5,56.7,62.4,56.1,66.6,65.749,,22.0,,18.0
2018-02-05 19:30:00,3.0,6.897,4.78,8.3,839.0,785.0,603.0,850.0,604.0,0.001,22.0,18.0,21.7,21.8,18.9,21.0,14.3,17.51,54.5,57.6,62.4,56.1,66.5,65.652,,22.0,,18.0
2018-02-05 19:31:00,3.0,7.8889999999999985,4.79,8.7,833.0,785.0,601.0,844.0,599.0,0.001,22.0,18.0,21.6,21.8,18.9,21.0,14.2,17.486,54.7,58.6,62.3,56.1,66.5,65.825,,22.0,,18.0
2018-02-05 19:32:00,3.0,9.445,4.83,9.68,825.0,793.0,598.0,844.0,591.0,0.001,22.0,18.0,21.6,21.8,18.9,21.0,14.2,17.463,54.5,59.2,62.3,56.1,66.5,65.88,,22.0,,18.0
2018-02-05 19:33:00,3.0,11.704,4.94,10.61,825.0,798.0,595.0,843.0,582.0,0.001,22.0,18.0,21.6,21.8,18.9,21.0,14.1,17.415,54.5,59.3,62.3,56.2,66.5,65.931,,22.0,,18.0
2018-02-05 19:34:00,3.0,11.307,4.67,12.14,823.0,801.0,586.0,841.0,581.0,0.002,22.0,18.0,21.6,21.8,18.9,21.0,14.1,17.391,54.5,59.4,62.3,56.1,66.5,66.456,,22.0,,18.0
2018-02-05 19:35:00,3.0,11.276,5.03,12.34,823.0,799.0,584.0,838.0,578.0,0.002,22.0,18.0,21.6,21.8,18.9,21.0,14.1,17.368,54.6,59.4,62.3,56.2,66.7,66.423,,22.0,,18.0
2018-02-05 19:36:00,3.0,11.612,4.67,12.73,820.0,804.0,579.0,833.0,572.0,0.002,22.0,18.0,21.6,21.8,18.9,21.0,14.0,17.344,54.5,59.4,62.3,56.2,66.8,67.094,,22.0,,18.0
2018-02-05 19:37:00,3.0,14.313,5.54,15.98,816.0,804.0,577.0,830.0,569.0,0.002,22.0,18.0,21.6,21.8,18.9,21.0,14.0,17.344,55.1,59.5,62.3,56.0,66.7,67.563,,22.0,,18.0
2018-02-05 19:38:00,3.0,15.854,4.85,18.08,811.0,805.0,577.0,827.0,561.0,0.002,22.0,18.0,21.6,21.8,18.9,21.0,14.0,17.32,54.9,59.5,62.3,56.1,67.5,67.617,,22.0,,18.0
2018-02-05 19:39:00,3.0,15.854,4.64,16.17,818.0,807.0,577.0,827.0,555.0,0.002,22.0,16.0,21.6,21.8,18.9,21.0,13.9,17.32,55.1,59.5,62.4,56.2,67.6,67.793,,22.0,,16.0
2018-02-05 19:40:00,3.0,13.703,4.76,15.31,823.0,810.0,582.0,825.0,548.0,0.001,22.0,16.0,21.6,21.8,18.9,21.0,13.9,17.344,54.9,59.5,62.3,56.1,67.5,67.797,,22.0,,16.0
2018-02-05 19:41:00,3.0,16.999000000000002,4.75,16.79,829.0,816.0,577.0,825.0,542.0,0.001,22.0,16.0,21.6,21.8,18.9,21.0,13.8,17.368,54.9,59.5,62.3,56.0,67.3,67.626,,22.0,,16.0
2018-02-05 19:42:00,3.0,16.250999999999998,4.89,17.79,829.0,823.0,577.0,830.0,538.0,0.002,22.0,16.0,21.6,21.8,18.9,21.0,13.8,17.368,54.7,59.5,62.3,56.0,67.9,67.655,,22.0,,16.0
2018-02-05 19:43:00,3.0,16.495,4.86,18.02,828.0,833.0,571.0,831.0,534.0,0.002,22.0,16.0,21.6,21.8,18.9,21.0,13.8,17.391,54.5,59.5,62.4,56.0,68.0,67.454,,22.0,,16.0
2018-02-05 19:44:00,3.0,17.487000000000002,4.72,19.22,827.0,833.0,568.0,826.0,527.0,0.004,22.0,16.0,21.6,21.7,18.9,21.0,13.7,17.391,54.6,59.5,62.3,56.0,70.3,66.83800000000001,,22.0,,16.0
2018-02-05 19:45:00,3.0,16.358,4.41,18.48,821.0,836.0,567.0,829.0,514.0,0.004,22.0,16.0,21.6,21.7,18.9,21.0,13.7,17.415,54.5,59.5,62.4,56.0,72.1,66.96,,22.0,,16.0
2018-02-05 19:46:00,3.0,17.304000000000002,4.62,18.1,820.0,830.0,563.0,833.0,501.0,0.005,22.0,16.0,21.6,21.7,18.9,21.0,13.7,17.415,54.5,59.4,62.4,56.2,73.0,66.872,,22.0,,16.0
2018-02-05 19:47:00,3.0,15.717,4.53,17.56,816.0,828.0,563.0,833.0,483.0,0.005,22.0,16.0,21.6,21.7,18.9,20.9,13.7,17.415,54.6,59.4,62.4,56.1,73.2,66.813,,22.0,,16.0
2018-02-05 19:48:00,3.0,17.730999999999995,4.77,17.81,816.0,821.0,565.0,838.0,470.0,0.002,22.0,16.0,21.6,21.7,18.9,21.0,13.6,17.391,54.4,59.4,62.4,56.1,72.9,66.868,,22.0,,16.0
2018-02-05 19:49:00,3.0,16.617,4.82,16.65,811.0,818.0,565.0,834.0,462.0,0.002,22.0,16.0,21.6,21.7,18.9,21.0,13.6,17.391,54.5,59.4,62.5,56.0,72.3,66.78,,22.0,,16.0
2018-02-05 19:50:00,3.0,15.717,4.63,17.15,806.0,815.0,571.0,829.0,460.0,0.001,22.0,16.0,21.6,21.7,18.9,21.0,13.6,17.368,54.5,59.3,62.5,56.0,72.0,66.893,,22.0,,16.0
2018-02-05 19:51:00,3.0,16.342,4.87,16.67,801.0,820.0,563.0,830.0,460.0,0.001,22.0,16.0,21.6,21.7,18.9,21.0,13.5,17.368,54.6,59.3,62.6,56.1,71.7,66.805,,22.0,,16.0
2018-02-05 19:52:00,3.0,15.808,4.86,15.43,803.0,816.0,564.0,831.0,456.0,0.002,22.0,16.0,21.6,21.7,18.9,21.0,13.5,17.344,54.6,59.3,62.6,56.1,71.4,66.654,,22.0,,16.0
