Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_BR3,CO2_ETC_OUT,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_BR3,T_ETC_OUT,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_BR3,RH_ETC_OUT,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2018-01-04 18:00:00,14.0,67.903,796.0,889.0,842.0,686.0,486.0,14.0,14.0,21.8,21.4,22.4,19.8,15.6,21.772,20.079,22.226,14.314,51.8,55.4,53.8,57.6,77.1,56.9,59.944,53.864,85.865,,14.0,,14.0
2018-01-04 18:01:00,14.0,65.858,789.0,887.0,843.0,684.0,488.0,14.0,14.0,21.8,21.4,22.3,19.8,15.5,21.748,20.079,22.202,14.29,51.7,55.6,53.7,57.6,77.1,56.928,60.005,53.861,86.155,,14.0,,14.0
2018-01-04 18:02:00,14.0,66.545,781.0,885.0,846.0,682.0,486.0,14.0,14.0,21.8,21.4,22.3,19.8,15.5,21.748,20.079,22.202,14.242,51.0,55.4,53.7,57.6,77.1,56.897,59.914,53.83,86.439,,14.0,,14.0
2018-01-04 18:03:00,14.0,67.643,786.0,885.0,842.0,678.0,485.0,14.0,14.0,21.8,21.4,22.3,19.8,15.5,21.748,20.079,22.202,14.218,51.6,55.6,53.8,57.4,77.3,56.897,59.944,53.798,86.48700000000002,,14.0,,14.0
2018-01-04 18:04:00,13.0,67.33800000000001,789.0,887.0,840.0,675.0,488.0,14.0,14.0,21.8,21.4,22.3,19.8,15.4,21.748,20.079,22.202,14.194,51.6,55.7,53.8,57.7,77.6,56.989,59.975,53.798,86.64200000000002,,14.0,,14.0
2018-01-04 18:05:00,13.0,67.933,794.0,885.0,835.0,675.0,488.0,14.0,14.0,21.8,21.4,22.3,19.8,15.4,21.724,20.079,22.178,14.17,50.9,55.6,53.9,57.7,77.6,57.01600000000001,59.914,53.764,86.77,,14.0,,14.0
2018-01-04 18:06:00,13.0,67.689,787.0,885.0,833.0,670.0,489.0,14.0,14.0,21.8,21.4,22.3,19.8,15.4,21.724,20.079,22.178,14.122,51.2,55.6,53.9,57.6,77.9,56.986,59.914,53.795,86.866,,14.0,,14.0
2018-01-04 18:07:00,13.0,68.116,781.0,881.0,840.0,668.0,489.0,14.0,14.0,21.7,21.3,22.3,19.8,15.3,21.724,20.079,22.178,14.098,51.2,55.6,53.8,57.6,78.0,56.862,59.88399999999999,53.764,86.807,,14.0,,14.0
2018-01-04 18:08:00,13.0,71.748,776.0,875.0,837.0,668.0,496.0,14.0,14.0,21.8,21.3,22.3,19.8,15.3,21.7,20.079,22.178,14.074000000000002,51.1,55.5,53.9,57.8,78.1,56.797,59.853,53.764,86.962,,14.0,,14.0
2018-01-04 18:09:00,13.0,75.578,767.0,874.0,829.0,672.0,498.0,14.0,14.0,21.8,21.3,22.3,19.8,15.3,21.7,20.079,22.154,14.026,51.4,55.6,53.7,57.6,78.1,56.76600000000001,59.853,53.76,87.271,,14.0,,14.0
2018-01-04 18:10:00,13.0,73.548,767.0,871.0,827.0,675.0,497.0,14.0,14.0,21.8,21.3,22.3,19.8,15.3,21.7,20.079,22.154,14.002,51.4,55.7,53.7,57.8,78.1,56.735,59.88399999999999,53.76,87.265,,14.0,,14.0
2018-01-04 18:11:00,13.0,71.336,765.0,871.0,824.0,675.0,495.0,14.0,14.0,21.8,21.3,22.3,19.8,15.2,21.676,20.055,22.154,13.978,51.2,55.7,53.4,57.6,78.2,56.76300000000001,59.819,53.76,87.473,,14.0,,14.0
2018-01-04 18:12:00,14.0,73.075,765.0,874.0,824.0,672.0,497.0,14.0,14.0,21.8,21.3,22.3,19.8,15.2,21.676,20.055,22.154,13.93,51.4,55.6,53.4,57.7,78.2,56.701,59.819,53.76,87.594,,14.0,,14.0
2018-01-04 18:13:00,13.0,76.57,762.0,874.0,829.0,675.0,496.0,14.0,15.0,21.7,21.3,22.3,19.8,15.2,21.652,20.055,22.13,13.906,51.2,55.6,53.5,57.7,78.1,56.666,59.849,53.726000000000006,87.72200000000002,,14.0,,15.0
2018-01-04 18:14:00,13.0,74.128,757.0,868.0,824.0,670.0,494.0,14.0,15.0,21.8,21.3,22.3,19.8,15.2,21.652,20.055,22.13,13.906,51.3,55.6,53.5,57.7,78.4,56.728,59.849,53.695,87.615,,14.0,,15.0
2018-01-04 18:15:00,13.0,59.678,759.0,866.0,822.0,667.0,491.0,14.0,15.0,21.7,21.3,22.3,19.8,15.1,21.652,20.055,22.13,13.882,51.4,55.5,53.6,57.7,78.7,56.913,59.789,53.663,87.71600000000002,,14.0,,15.0
2018-01-04 18:16:00,13.0,54.871,755.0,868.0,822.0,665.0,489.0,14.0,15.0,21.7,21.3,22.3,19.7,15.1,21.652,20.055,22.13,13.882,51.0,55.6,53.4,57.7,78.6,56.851000000000006,59.789,53.663,87.823,,14.0,,15.0
2018-01-04 18:17:00,13.0,53.971,758.0,866.0,824.0,662.0,488.0,14.0,15.0,21.7,21.3,22.3,19.7,15.1,21.652,20.031,22.13,13.882,50.9,55.5,53.7,57.7,78.8,56.913,59.694,53.632,87.902,,14.0,,15.0
2018-01-04 18:18:00,12.0,53.254,757.0,868.0,823.0,663.0,494.0,14.0,15.0,21.7,21.3,22.3,19.7,15.0,21.652,20.031,22.106,13.882,50.8,55.5,53.5,57.5,79.0,57.283,59.754,53.597,87.876,,14.0,,15.0
2018-01-04 18:19:00,13.0,47.99,742.0,866.0,822.0,661.0,496.0,14.0,15.0,21.8,21.3,22.3,19.7,15.0,21.652,20.031,22.106,13.906,50.6,55.5,53.5,57.7,79.1,57.067,59.754,53.597,88.041,,14.0,,15.0
2018-01-04 18:20:00,13.0,49.13399999999999,734.0,858.0,820.0,653.0,500.0,14.0,15.0,21.7,21.3,22.3,19.7,15.0,21.652,20.031,22.106,13.93,50.4,55.4,53.5,57.8,79.3,56.944,59.754,53.597,87.887,,14.0,,15.0
2018-01-04 18:21:00,13.0,48.035,732.0,858.0,816.0,653.0,500.0,14.0,15.0,21.7,21.3,22.3,19.7,15.0,21.652,20.031,22.106,13.954,50.8,55.4,53.7,58.0,79.4,57.067,59.694,53.566,87.787,,14.0,,15.0
2018-01-04 18:22:00,13.0,48.066,723.0,858.0,812.0,655.0,497.0,14.0,15.0,21.7,21.3,22.3,19.7,15.0,21.652,20.031,22.082,13.978,50.4,55.5,53.6,57.6,79.4,57.098,59.694,53.563,87.686,,14.0,,15.0
2018-01-04 18:23:00,13.0,46.525,722.0,856.0,811.0,653.0,498.0,14.0,15.0,21.7,21.3,22.3,19.7,14.9,21.652,20.031,22.082,14.026,50.6,55.5,53.5,57.8,79.6,56.975,59.633,53.563,87.697,,14.0,,15.0
2018-01-04 18:24:00,13.0,46.952,723.0,851.0,811.0,652.0,498.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.652,20.031,22.082,14.05,50.7,55.4,53.5,58.0,79.7,56.79,59.603,53.563,87.59700000000002,,14.0,,15.0
2018-01-04 18:25:00,13.0,46.738,731.0,853.0,811.0,650.0,494.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.628,20.031,22.082,14.074000000000002,50.8,55.4,53.6,57.5,79.9,56.725,59.663,53.563,87.44200000000002,,14.0,,15.0
2018-01-04 18:26:00,13.0,44.587,729.0,853.0,811.0,650.0,491.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.628,20.007,22.082,14.098,50.6,55.3,53.6,57.7,79.9,56.725,59.629,53.532,87.501,,14.0,,15.0
2018-01-04 18:27:00,12.0,45.274,726.0,855.0,807.0,650.0,489.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.628,20.007,22.058000000000003,14.122,50.5,55.3,53.6,57.8,79.9,56.786,59.599,53.497,87.454,,14.0,,15.0
2018-01-04 18:28:00,13.0,46.082,729.0,853.0,807.0,650.0,491.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.604,20.007,22.058000000000003,14.146,51.1,55.5,53.5,57.7,80.2,56.628,59.599,53.497,87.353,,14.0,,15.0
2018-01-04 18:29:00,13.0,45.396,722.0,851.0,809.0,650.0,496.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.604,19.984,22.058000000000003,14.17,50.8,55.5,53.6,57.6,80.2,56.659,59.625,53.497,87.225,,14.0,,15.0
2018-01-04 18:30:00,13.0,44.25100000000001,722.0,851.0,811.0,655.0,498.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.604,19.984,22.058000000000003,14.194,50.8,55.5,53.6,57.6,80.2,56.598,59.565,53.497,87.15100000000002,,14.0,,15.0
2018-01-04 18:31:00,13.0,45.029,725.0,853.0,812.0,653.0,495.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.604,19.984,22.058000000000003,14.218,50.8,55.4,53.6,57.9,80.4,56.598,59.595,53.466,87.07600000000002,,14.0,,15.0
2018-01-04 18:32:00,14.0,46.662,727.0,851.0,811.0,652.0,495.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.604,19.984,22.034,14.242,51.5,55.5,53.6,57.7,80.6,56.598,59.595,53.431,86.948,,14.0,,15.0
2018-01-04 18:33:00,14.0,44.16,738.0,850.0,805.0,644.0,493.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.604,19.984,22.034,14.242,51.7,55.4,53.6,58.0,80.5,56.69,59.595,53.431,86.868,,14.0,,15.0
2018-01-04 18:34:00,13.0,43.534,747.0,848.0,800.0,637.0,496.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.604,19.984,22.034,14.265999999999998,51.4,55.4,53.6,57.8,80.6,56.598,59.534,53.431,86.87299999999998,,14.0,,15.0
2018-01-04 18:35:00,14.0,43.427,742.0,851.0,800.0,630.0,497.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.581,19.984,22.034,14.265999999999998,51.2,55.4,53.5,57.8,80.6,56.47,59.534,53.4,86.79299999999998,,14.0,,15.0
2018-01-04 18:36:00,13.0,44.16,744.0,853.0,799.0,628.0,497.0,14.0,15.0,21.7,21.3,22.2,19.7,14.9,21.557,19.984,22.034,14.265999999999998,51.3,55.5,53.5,57.8,80.5,56.43600000000001,59.534,53.4,86.79299999999998,,14.0,,15.0
2018-01-04 18:37:00,13.0,44.648,746.0,848.0,798.0,627.0,500.0,14.0,15.0,21.7,21.2,22.2,19.7,14.9,21.557,19.984,22.011,14.242,51.4,55.4,53.5,57.9,80.6,56.374,59.534,53.365,86.76100000000002,,14.0,,15.0
2018-01-04 18:38:00,13.0,44.175,750.0,848.0,795.0,626.0,500.0,14.0,15.0,21.7,21.2,22.2,19.6,14.9,21.557,19.984,22.011,14.218,51.2,55.4,53.5,57.8,80.5,56.343,59.504,53.365,86.835,,14.0,,15.0
2018-01-04 18:39:00,12.0,43.915,745.0,850.0,794.0,630.0,498.0,14.0,15.0,21.7,21.2,22.2,19.7,14.9,21.533,19.984,22.011,14.194,51.2,55.4,53.4,57.6,80.3,56.34,59.565,53.334,86.93700000000003,,14.0,,15.0
2018-01-04 18:40:00,12.0,43.62600000000001,740.0,850.0,791.0,632.0,500.0,14.0,15.0,21.7,21.2,22.2,19.6,14.9,21.533,19.96,22.011,14.17,51.0,55.4,53.3,57.9,80.3,56.278,59.5,53.334,87.145,,14.0,,15.0
2018-01-04 18:41:00,12.0,48.524,734.0,845.0,788.0,632.0,497.0,14.0,15.0,21.7,21.2,22.2,19.6,14.9,21.509,19.96,22.011,14.122,51.4,55.5,53.4,57.8,80.4,56.244,59.53,53.334,87.24,,14.0,,15.0
2018-01-04 18:42:00,12.0,49.56100000000001,734.0,840.0,786.0,628.0,500.0,14.0,15.0,21.7,21.2,22.2,19.6,14.9,21.509,19.96,21.987,14.122,50.9,55.4,53.4,58.0,80.2,56.182,59.47,53.331,87.294,,14.0,,15.0
2018-01-04 18:43:00,12.0,50.385,737.0,839.0,788.0,630.0,498.0,14.0,15.0,21.7,21.2,22.1,19.6,14.9,21.509,19.96,21.987,14.074000000000002,50.8,55.4,53.5,58.0,80.0,56.12,59.47,53.3,87.416,,14.0,,15.0
2018-01-04 18:44:00,12.0,49.622,735.0,837.0,787.0,629.0,497.0,14.0,15.0,21.7,21.2,22.1,19.6,14.9,21.485,19.96,21.987,14.05,51.3,55.3,53.4,57.7,79.8,56.117,59.47,53.3,87.59700000000002,,14.0,,15.0
2018-01-04 18:45:00,12.0,51.942,737.0,837.0,785.0,627.0,498.0,14.0,15.0,21.7,21.2,22.1,19.6,14.9,21.461,19.96,21.987,14.026,51.0,55.3,53.5,57.8,79.6,56.175,59.409,53.268,87.697,,14.0,,15.0
2018-01-04 18:46:00,12.0,56.657,730.0,840.0,791.0,625.0,496.0,14.0,15.0,21.7,21.2,22.1,19.6,14.8,21.461,19.96,21.987,13.978,51.1,55.3,53.3,57.7,79.7,56.237,59.5,53.237,87.633,,14.0,,15.0
2018-01-04 18:47:00,13.0,54.673,728.0,836.0,790.0,626.0,493.0,14.0,15.0,21.7,21.2,22.1,19.6,14.9,21.461,19.96,21.963,13.954,51.2,55.3,53.3,57.9,79.5,56.206,59.409,53.234,87.866,,14.0,,15.0
2018-01-04 18:48:00,13.0,54.612,726.0,835.0,790.0,626.0,493.0,14.0,15.0,21.7,21.2,22.1,19.6,14.8,21.437,19.936,21.963,13.93,51.2,55.3,53.4,57.8,79.4,56.17100000000001,59.375,53.234,87.994,,14.0,,15.0
2018-01-04 18:49:00,13.0,57.832,723.0,833.0,787.0,629.0,494.0,14.0,15.0,21.7,21.2,22.1,19.6,14.8,21.413,19.936,21.963,13.882,50.7,55.3,53.5,57.4,79.4,56.199,59.344,53.234,87.929,,14.0,,15.0
2018-01-04 18:50:00,12.0,55.31399999999999,726.0,833.0,786.0,628.0,496.0,14.0,15.0,21.7,21.2,22.1,19.6,14.8,21.413,19.936,21.963,13.858,51.1,55.3,53.4,57.7,79.3,56.199,59.375,53.202,88.03,,14.0,,15.0
2018-01-04 18:51:00,12.0,61.265,721.0,834.0,782.0,626.0,492.0,14.0,15.0,21.7,21.2,22.1,19.6,14.8,21.413,19.936,21.939,13.81,50.8,55.4,53.4,57.7,79.1,56.26,59.375,53.168,88.177,,14.0,,15.0
2018-01-04 18:52:00,12.0,63.081,715.0,832.0,780.0,628.0,492.0,14.0,15.0,21.7,21.2,22.1,19.6,14.8,21.39,19.936,21.939,13.786,50.7,55.3,53.4,57.7,79.0,56.319,59.31399999999999,53.168,88.27799999999998,,14.0,,15.0
2018-01-04 18:53:00,13.0,59.37300000000001,711.0,830.0,783.0,628.0,494.0,14.0,15.0,21.7,21.2,22.1,19.6,14.8,21.39,19.936,21.939,13.762,51.1,55.3,53.4,57.8,78.9,56.349,59.375,53.168,88.325,,14.0,,15.0
2018-01-04 18:54:00,13.0,63.294,700.0,829.0,778.0,630.0,498.0,14.0,15.0,21.7,21.2,22.1,19.6,14.7,21.366,19.936,21.939,13.738,50.8,55.3,53.3,57.8,78.9,56.377,59.344,53.137,88.69,,14.0,,15.0
2018-01-04 18:55:00,12.0,62.745,708.0,832.0,778.0,628.0,500.0,14.0,15.0,21.7,21.2,22.1,19.6,14.7,21.366,19.936,21.939,13.714,51.0,55.3,53.4,57.8,78.8,56.408,59.405,53.105,88.896,,14.0,,15.0
2018-01-04 18:56:00,12.0,61.036,709.0,833.0,776.0,622.0,497.0,14.0,15.0,21.7,21.2,22.1,19.6,14.7,21.366,19.936,21.915,13.69,51.0,55.3,53.4,57.9,78.7,56.624,59.375,53.102,88.89,,14.0,,15.0
2018-01-04 18:57:00,12.0,61.143,708.0,834.0,775.0,623.0,496.0,14.0,15.0,21.7,21.2,22.1,19.6,14.7,21.366,19.936,21.915,13.714,51.0,55.3,53.3,57.6,79.1,56.654,59.375,53.07100000000001,88.738,,14.0,,15.0
2018-01-04 18:58:00,12.0,65.202,706.0,828.0,772.0,622.0,500.0,14.0,15.0,21.7,21.2,22.1,19.5,14.7,21.366,19.912,21.915,13.714,51.1,55.3,53.3,57.7,79.4,56.593,59.31,53.07100000000001,88.79,,14.0,,15.0
2018-01-04 18:59:00,12.0,61.81399999999999,711.0,830.0,771.0,617.0,502.0,14.0,15.0,21.7,21.2,22.1,19.6,14.7,21.342,19.912,21.891,13.714,50.9,55.3,53.3,57.9,79.4,56.558,59.31,53.067,88.84299999999998,,14.0,,15.0
2018-01-04 19:00:00,11.0,61.646,718.0,830.0,771.0,617.0,504.0,14.0,15.0,21.7,21.2,22.1,19.5,14.6,21.318,19.912,21.891,13.714,50.9,55.2,53.3,57.6,79.2,56.58600000000001,59.341,53.067,89.055,,14.0,,15.0
2018-01-04 19:01:00,12.0,64.378,715.0,830.0,775.0,616.0,507.0,14.0,15.0,21.6,21.1,22.1,19.5,14.6,21.318,19.912,21.891,13.738,51.0,55.3,53.4,57.5,79.2,56.678,59.249,53.036,89.035,,14.0,,15.0
2018-01-04 19:02:00,12.0,67.918,723.0,828.0,773.0,616.0,506.0,14.0,15.0,21.7,21.1,22.1,19.5,14.6,21.318,19.912,21.891,13.738,51.1,55.3,53.3,57.5,79.4,56.58600000000001,59.341,53.036,88.98200000000001,,14.0,,15.0
2018-01-04 19:03:00,12.0,66.697,729.0,830.0,771.0,620.0,507.0,14.0,15.0,21.7,21.1,22.1,19.5,14.6,21.318,19.912,21.891,13.738,51.1,55.3,53.3,57.6,79.5,56.61600000000001,59.249,53.005,89.008,,14.0,,15.0
2018-01-04 19:04:00,13.0,66.438,726.0,834.0,772.0,622.0,503.0,14.0,15.0,21.6,21.1,22.1,19.5,14.6,21.318,19.912,21.867,13.738,51.1,55.3,53.3,58.0,79.8,56.709,59.219,53.002,88.77,,14.0,,15.0
2018-01-04 19:05:00,12.0,64.012,722.0,836.0,768.0,615.0,503.0,14.0,15.0,21.6,21.1,22.1,19.5,14.6,21.294,19.912,21.867,13.738,50.8,55.3,53.3,57.6,80.2,56.674,59.28,52.97,88.796,,14.0,,15.0
2018-01-04 19:06:00,12.0,52.06399999999999,713.0,832.0,768.0,612.0,506.0,14.0,15.0,21.6,21.1,22.1,19.5,14.6,21.294,19.888,21.867,13.738,51.0,55.2,53.3,57.8,80.3,56.705,59.185,52.97,88.955,,14.0,,15.0
2018-01-04 19:07:00,12.0,48.631,711.0,828.0,767.0,613.0,506.0,14.0,15.0,21.7,21.1,22.0,19.5,14.6,21.294,19.888,21.867,13.786,50.9,55.2,53.3,57.5,80.4,56.798,59.215,52.97,88.96700000000001,,14.0,,15.0
2018-01-04 19:08:00,12.0,49.53100000000001,711.0,820.0,766.0,615.0,508.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.294,19.888,21.843000000000004,13.81,51.0,55.3,53.3,57.5,80.4,56.798,59.246,52.967,88.867,,14.0,,15.0
2018-01-04 19:09:00,12.0,46.738,712.0,823.0,762.0,614.0,509.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.294,19.888,21.843000000000004,13.834,51.0,55.3,53.3,57.7,80.3,56.767,59.276,52.967,88.74,,14.0,,15.0
2018-01-04 19:10:00,12.0,45.701,720.0,820.0,764.0,614.0,512.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.294,19.888,21.843000000000004,13.858,50.7,55.4,53.3,57.7,80.2,56.82899999999999,59.246,52.93600000000001,88.667,,14.0,,15.0
2018-01-04 19:11:00,11.0,43.305,715.0,820.0,767.0,617.0,511.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.294,19.888,21.843000000000004,13.906,51.1,55.3,53.4,57.8,80.2,56.983,59.185,52.93600000000001,88.572,,14.0,,15.0
2018-01-04 19:12:00,12.0,45.38,722.0,818.0,770.0,616.0,511.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.294,19.888,21.819000000000006,13.954,51.3,55.2,53.3,57.4,80.4,56.859,59.215,52.932,88.425,,14.0,,15.0
2018-01-04 19:13:00,12.0,45.533,729.0,815.0,772.0,615.0,510.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.294,19.888,21.819000000000006,13.978,51.2,55.3,53.3,57.8,80.5,56.736,59.185,52.901,88.245,,14.0,,15.0
2018-01-04 19:14:00,12.0,43.107,728.0,821.0,771.0,615.0,508.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.294,19.888,21.819000000000006,14.002,51.0,55.2,53.3,57.4,80.5,56.767,59.185,52.87,88.117,,14.0,,15.0
2018-01-04 19:15:00,12.0,43.549,722.0,820.0,772.0,613.0,506.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.27,19.888,21.819000000000006,14.002,51.1,55.2,53.3,57.5,80.9,56.64,59.093,52.87,88.038,,14.0,,15.0
2018-01-04 19:16:00,11.0,46.326,709.0,816.0,764.0,612.0,503.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.27,19.888,21.795,14.026,50.9,55.2,53.2,57.7,80.8,56.609,59.154,52.86600000000001,87.91,,14.0,,15.0
2018-01-04 19:17:00,11.0,44.053,700.0,815.0,762.0,607.0,502.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.27,19.888,21.795,14.026,50.6,55.2,53.2,57.6,80.8,56.578,59.093,52.835,87.831,,14.0,,15.0
2018-01-04 19:18:00,12.0,44.26600000000001,691.0,810.0,767.0,606.0,500.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.246,19.888,21.795,14.05,50.8,55.2,53.2,57.4,80.8,56.606,59.093,52.835,87.756,,14.0,,15.0
2018-01-04 19:19:00,12.0,42.74100000000001,691.0,810.0,768.0,608.0,500.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.246,19.888,21.795,14.05,50.8,55.2,53.3,57.5,80.6,56.76,59.063,52.835,87.73,,14.0,,15.0
2018-01-04 19:20:00,12.0,44.785,688.0,811.0,767.0,608.0,500.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.246,19.888,21.772,14.074000000000002,50.6,55.2,53.2,57.6,80.6,56.636,59.124,52.832,87.709,,14.0,,15.0
2018-01-04 19:21:00,12.0,45.274,686.0,808.0,764.0,607.0,502.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.246,19.865,21.772,14.074000000000002,50.6,55.2,53.2,57.7,80.5,56.575,59.09,52.832,87.602,,14.0,,15.0
2018-01-04 19:22:00,11.0,45.899,682.0,810.0,760.0,609.0,504.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.246,19.865,21.772,14.098,50.6,55.1,53.2,57.5,80.6,56.606,59.12,52.801,87.52799999999998,,14.0,,15.0
2018-01-04 19:23:00,12.0,46.20399999999999,682.0,810.0,760.0,609.0,506.0,14.0,15.0,21.6,21.1,22.0,19.5,14.6,21.246,19.865,21.748,14.098,50.7,55.2,53.2,57.5,80.7,56.791,59.059,52.797,87.501,,14.0,,15.0
2018-01-04 19:24:00,12.0,45.945,688.0,808.0,759.0,608.0,506.0,14.0,15.0,21.6,21.1,22.0,19.4,14.6,21.27,19.841,21.748,14.122,50.7,55.2,53.2,57.6,80.6,56.76300000000001,59.055,52.76600000000001,87.454,,14.0,,15.0
2018-01-04 19:25:00,11.0,47.12,690.0,808.0,762.0,608.0,504.0,14.0,15.0,21.6,21.1,22.0,19.4,14.6,21.27,19.841,21.748,14.122,50.7,55.1,53.2,57.7,80.7,56.794,59.055,52.76600000000001,87.4,,14.0,,15.0
2018-01-04 19:26:00,12.0,44.19,690.0,807.0,759.0,606.0,500.0,14.0,15.0,21.6,21.1,22.0,19.4,14.6,21.27,19.841,21.748,14.122,50.9,55.1,53.2,57.6,80.8,56.702,59.055,52.76600000000001,87.374,,14.0,,15.0
2018-01-04 19:27:00,12.0,46.983,693.0,808.0,758.0,602.0,497.0,14.0,15.0,21.6,21.1,22.0,19.4,14.6,21.246,19.841,21.748,14.122,50.8,55.1,53.2,57.8,80.8,56.42100000000001,58.995,52.76600000000001,87.34700000000002,,14.0,,15.0
2018-01-04 19:28:00,12.0,51.438,688.0,807.0,756.0,608.0,498.0,14.0,15.0,21.6,21.1,21.9,19.4,14.6,21.246,19.841,21.748,14.146,50.9,55.1,53.2,57.6,80.9,56.39,59.025,52.735,87.29899999999998,,14.0,,15.0
2018-01-04 19:29:00,12.0,51.026,688.0,801.0,753.0,602.0,498.0,14.0,15.0,21.6,21.1,21.9,19.4,14.6,21.223000000000006,19.841,21.724,14.146,50.9,55.2,53.2,57.9,80.9,56.448,59.025,52.731,87.29899999999998,,14.0,,15.0
2018-01-04 19:30:00,12.0,51.713,692.0,803.0,750.0,605.0,496.0,14.0,15.0,21.6,21.1,21.9,19.4,14.6,21.223000000000006,19.841,21.724,14.17,50.9,55.2,53.1,57.6,80.8,56.602,58.995,52.731,87.225,,14.0,,15.0
2018-01-04 19:31:00,13.0,53.208,688.0,801.0,750.0,602.0,496.0,14.0,15.0,21.6,21.0,21.9,19.4,14.6,21.223000000000006,19.841,21.724,14.194,50.9,55.2,53.2,57.9,81.0,56.664,58.995,52.7,87.124,,14.0,,15.0
2018-01-04 19:32:00,12.0,56.382,681.0,801.0,750.0,602.0,495.0,14.0,15.0,21.6,21.0,21.9,19.4,14.6,21.223000000000006,19.841,21.724,14.218,50.8,55.2,53.1,57.7,81.0,56.54,58.964,52.7,87.023,,14.0,,15.0
2018-01-04 19:33:00,13.0,55.802,677.0,799.0,747.0,601.0,498.0,14.0,15.0,21.6,21.0,21.9,19.4,14.6,21.223000000000006,19.841,21.7,14.218,50.8,55.1,53.2,57.9,80.9,56.633,58.995,52.697,86.94200000000002,,14.0,,15.0
2018-01-04 19:34:00,12.0,56.184,673.0,796.0,744.0,600.0,503.0,14.0,15.0,21.6,21.0,21.9,19.4,14.6,21.223000000000006,19.841,21.7,14.218,50.9,55.1,53.2,57.5,80.8,56.664,58.995,52.697,86.835,,14.0,,15.0
2018-01-04 19:35:00,12.0,58.412,674.0,798.0,748.0,600.0,503.0,14.0,15.0,21.6,21.0,21.9,19.4,14.6,21.223000000000006,19.841,21.7,14.218,51.0,55.1,53.1,57.7,80.9,56.695,58.934,52.697,86.78200000000002,,14.0,,15.0
2018-01-04 19:36:00,13.0,60.014,670.0,801.0,745.0,596.0,503.0,14.0,15.0,21.5,21.0,21.9,19.4,14.6,21.223000000000006,19.841,21.7,14.218,50.9,55.1,53.1,57.4,81.0,56.57100000000001,58.964,52.665,86.755,,14.0,,15.0
2018-01-04 19:37:00,12.0,60.273,674.0,798.0,743.0,595.0,503.0,14.0,15.0,21.6,21.0,21.9,19.4,14.6,21.199,19.817,21.7,14.218,50.9,55.1,53.2,57.7,81.0,56.537,58.93,52.697,86.728,,14.0,,15.0
2018-01-04 19:38:00,12.0,64.5,681.0,796.0,741.0,598.0,503.0,14.0,15.0,21.6,21.0,21.9,19.4,14.6,21.199,19.817,21.676,14.218,51.0,55.1,53.1,57.6,80.9,56.506,58.869,52.631,86.675,,14.0,,15.0
2018-01-04 19:39:00,11.0,67.063,674.0,798.0,748.0,597.0,501.0,14.0,15.0,21.5,21.0,21.9,19.4,14.6,21.199,19.817,21.676,14.194,50.8,55.1,53.2,57.7,80.9,56.66,58.96,52.631,86.696,,14.0,,15.0
2018-01-04 19:40:00,12.0,60.121,679.0,804.0,750.0,601.0,498.0,14.0,15.0,21.5,21.0,21.9,19.4,14.6,21.199,19.817,21.676,14.17,50.7,55.1,53.1,57.5,80.8,56.599,58.96,52.631,86.77,,14.0,,15.0
