Time,PM_MET_OUT,PM_MET_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_BR3,CO2_ETC_OUT,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_BR3,T_ETC_OUT,TS_HBI_GRL,TS_HBI_BR1,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_BA4,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_BR3,RH_ETC_OUT,RHS_HBI_GRL,RHS_HBI_BR1,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_BA4,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-10-19 15:42:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:43:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:44:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:45:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:46:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:47:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:48:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:49:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:50:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:51:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:52:00,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2017-10-19 15:53:00,,,,,,,,<10,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,13.0
2017-10-19 15:54:00,,,,,,,,<10,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,13.0
2017-10-19 15:55:00,,,,,,,,<10,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,13.0
2017-10-19 15:56:00,,,,,,,,<10,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,13.0
2017-10-19 15:57:00,,,,,,,,<10,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,13.0
2017-10-19 15:58:00,,,,,,,,<10,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,13.0
2017-10-19 15:59:00,,,,,,,,<10,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,13.0
2017-10-19 16:00:00,21.714,20.0,688.0,683.0,651.0,696.0,374.0,<10,13.0,26.4,26.4,24.8,25.4,30.8,16.156111111111098,26.921111111111106,27.0399408,25.671111111111106,25.55,24.291111111111107,25.89,26.7688888888889,41.0,43.7,48.1,46.3,38.0,65.62100000000001,44.394,43.788,51.349,49.42100000000001,49.989,46.088,49.57899999999999,,7.3,,13.0
2017-10-19 16:01:00,22.553,20.0,690.0,683.0,656.0,690.0,373.0,<10,13.0,26.2,26.4,24.7,25.4,30.6,16.085,26.8972222222222,27.0399408,25.72,25.525,24.2672222222222,25.8411111111111,26.72,40.8,43.2,47.9,45.8,38.4,66.342,44.39100000000001,43.722,51.26,48.97,50.272,45.889,49.669,,7.3,,13.0
2017-10-19 16:02:00,23.209,19.0,686.0,681.0,652.0,683.0,373.0,<10,13.0,26.2,26.4,24.7,25.4,30.5,15.9888888888889,26.8722222222222,27.01605,25.767777777777802,25.4772222222222,24.2672222222222,25.7927777777778,26.671111111111106,40.7,42.8,47.3,45.6,38.6,66.88,44.029,43.621,51.172,48.611,49.89100000000001,45.462,50.07899999999999,,7.3,,13.0
2017-10-19 16:03:00,23.697,19.0,687.0,678.0,651.0,681.0,369.0,<10,13.0,26.0,26.4,24.7,25.4,30.4,15.87,26.8477777777778,27.01605,25.7927777777778,25.4527777777778,24.2427777777778,25.743888888888893,26.646111111111107,40.7,42.5,47.3,45.1,38.9,65.65899999999999,43.96100000000001,43.49100000000001,50.984,48.256,49.792,45.003,50.396,,7.3,,13.0
2017-10-19 16:04:00,20.356,18.0,691.0,674.0,651.0,681.0,368.0,<10,13.0,25.8,26.3,24.7,25.3,30.3,15.775,26.8477777777778,27.01605,25.8411111111111,25.427777777777802,24.2427777777778,25.695,26.6222222222222,40.7,41.9,47.0,44.5,39.3,66.199,43.798,43.425,50.831,47.932,49.729,44.835,50.008,,7.3,,13.0
2017-10-19 16:05:00,21.653,18.0,697.0,673.0,657.0,679.0,367.0,<10,13.0,25.7,26.3,24.7,25.3,30.2,15.6077777777778,26.8227777777778,27.01605,25.89,25.403888888888893,24.2188888888889,25.6472222222222,26.5977777777778,40.6,41.7,46.6,44.4,39.5,66.227,43.567,43.262,50.774,47.672,49.948,44.504,50.357,,7.3,,13.0
2017-10-19 16:06:00,21.927,18.0,689.0,665.0,656.0,680.0,367.0,<10,13.0,25.5,26.3,24.7,25.3,30.0,15.6077777777778,26.798888888888893,26.991048,25.938888888888894,25.38,24.195,25.5977777777778,26.548888888888893,40.6,41.3,46.3,43.9,39.8,66.637,43.695,43.194,50.653,47.347,49.913,44.142,50.542,,7.3,,13.0
2017-10-19 16:07:00,21.897,18.0,684.0,659.0,656.0,676.0,367.0,<10,13.0,25.5,26.3,24.7,25.3,30.0,15.5838888888889,26.798888888888893,26.991048,25.962777777777802,25.355,24.195,25.55,26.5,40.4,41.0,46.0,43.6,40.1,66.983,43.237,43.063,50.624,47.087,50.04,43.81100000000001,50.44,,7.3,,13.0
2017-10-19 16:08:00,21.759,17.0,681.0,659.0,656.0,673.0,371.0,<10,13.0,25.5,26.2,24.7,25.3,29.8,15.417222222222199,26.773888888888894,26.9671572,25.9872222222222,25.331111111111106,24.171111111111106,25.525,26.451111111111107,40.1,40.9,45.8,43.3,40.3,66.31,42.646,42.929,50.5,46.859,50.069,43.613,50.881,,7.3,,13.0
2017-10-19 16:09:00,22.843000000000004,17.0,672.0,657.0,651.0,672.0,371.0,<10,13.0,25.3,26.2,24.7,25.3,29.7,15.3688888888889,26.75,26.9671572,26.0361111111111,25.3072222222222,24.146111111111107,25.5011111111111,26.4261111111111,40.2,40.5,45.5,43.1,40.5,66.39,42.97,42.733,50.315,46.663,50.066,43.512,50.718,,7.3,,13.0
2017-10-19 16:10:00,20.89,16.0,670.0,652.0,651.0,672.0,371.0,<10,13.0,25.2,26.2,24.6,25.3,29.6,15.3211111111111,26.75,26.9671572,26.061111111111106,25.2827777777778,24.1222222222222,25.4527777777778,26.3527777777778,40.2,40.2,45.2,42.8,40.7,66.235,42.545,42.667,50.254,46.337,50.12600000000001,43.312,50.804,,7.3,,13.0
2017-10-19 16:11:00,20.249,16.0,665.0,653.0,651.0,672.0,371.0,<10,13.0,25.0,26.2,24.6,25.3,29.5,16.0127777777778,26.725,26.9421552,26.085,25.2577777777778,24.0977777777778,25.427777777777802,26.328888888888894,40.4,40.1,45.2,42.8,40.9,84.58200000000002,42.64,42.435,50.098,46.109,50.567,43.113,50.737,,7.3,,13.0
2017-10-19 16:12:00,21.256,16.0,671.0,650.0,650.0,670.0,373.0,<10,15.0,25.0,26.2,24.6,25.2,29.4,18.037222222222198,26.725,26.9421552,26.133888888888894,25.2338888888889,24.0738888888889,25.403888888888893,26.28,40.5,39.8,45.1,42.5,41.1,85.375,42.312,42.238,50.072,45.783,50.374,42.948,51.049,,7.3,,15.0
2017-10-19 16:13:00,21.515,15.0,678.0,649.0,649.0,669.0,373.0,<10,15.0,24.9,26.1,24.6,25.2,29.3,19.3922222222222,26.701111111111107,26.9182644,26.1577777777778,25.21,24.05,25.355,26.1822222222222,42.8,39.7,44.6,42.3,41.4,79.96300000000002,42.277,42.104,50.108,45.58600000000001,50.624,42.518,51.577,,7.3,,15.0
2017-10-19 16:14:00,21.363000000000003,15.0,678.0,649.0,647.0,665.0,369.0,<10,15.0,24.9,26.0,24.6,25.2,29.2,20.177777777777802,26.701111111111107,26.8932624,26.1822222222222,25.186111111111106,24.05,25.331111111111106,26.1577777777778,44.0,39.5,44.6,41.9,41.9,78.407,44.27,41.937,50.143,45.551,51.06800000000001,42.51600000000001,51.733,,7.3,,15.0
2017-10-19 16:15:00,23.667,15.0,672.0,652.0,643.0,666.0,368.0,<10,15.0,24.9,26.0,24.6,25.2,29.1,20.7022222222222,26.701111111111107,26.8693716,26.2072222222222,25.162222222222198,24.026111111111106,25.3072222222222,26.1088888888889,46.0,39.6,44.2,41.5,42.2,76.405,47.222,41.771,50.05,45.548,50.874,42.708,51.853,,7.3,,15.0
2017-10-19 16:16:00,20.584,15.0,674.0,650.0,646.0,662.0,369.0,<10,15.0,25.0,26.0,24.5,25.2,29.0,21.0827777777778,26.6761111111111,26.8443696,26.2311111111111,25.162222222222198,24.002222222222198,25.2827777777778,26.1088888888889,46.9,40.0,44.7,41.7,42.4,75.333,44.333,41.604,50.021,45.58,50.903,43.129,52.17100000000001,,7.3,,15.0
2017-10-19 16:17:00,22.827,15.0,678.0,649.0,646.0,661.0,369.0,<10,15.0,25.0,26.0,24.6,25.2,28.9,21.583888888888893,26.6761111111111,26.8443696,26.2311111111111,25.1372222222222,24.002222222222198,25.2827777777778,26.085,47.9,40.4,44.9,41.9,42.7,70.77600000000002,45.633,41.275,49.893,45.674,52.325,43.325,51.469,,7.3,,15.0
2017-10-19 16:18:00,23.011,15.0,677.0,646.0,647.0,661.0,369.0,<10,15.0,25.0,26.0,24.5,25.2,28.9,22.2777777777778,26.6522222222222,26.8199232,26.256111111111107,25.1127777777778,23.9777777777778,25.2577777777778,25.9872222222222,49.3,41.2,45.1,42.2,42.6,62.999,43.841,41.108,49.38399999999999,45.897,52.132,44.718,52.027,,7.3,,15.0
2017-10-19 16:19:00,20.203,15.0,677.0,647.0,643.0,662.0,372.0,<10,15.0,25.1,26.0,24.5,25.1,28.8,22.7572222222222,26.6277777777778,26.7949212,26.28,25.0888888888889,23.953888888888894,25.2577777777778,25.9872222222222,49.2,41.7,45.5,42.9,42.8,59.849,42.53100000000001,41.072,49.83600000000001,46.41,51.56100000000001,45.624,52.218,,7.3,,15.0
2017-10-19 16:20:00,20.6,14.0,667.0,649.0,641.0,661.0,374.0,<10,15.0,25.1,26.0,24.5,25.1,28.7,23.0927777777778,26.6277777777778,26.7949212,26.28,25.0888888888889,23.953888888888894,25.2577777777778,25.9138888888889,49.1,42.4,45.7,43.9,43.1,59.288,42.49800000000001,41.072,49.804,47.44,53.011,46.205,52.46100000000001,,7.3,,15.0
2017-10-19 16:21:00,20.768,14.0,674.0,647.0,641.0,658.0,372.0,<10,15.0,25.2,26.0,24.5,25.1,28.6,22.877222222222198,26.6522222222222,26.8199232,26.3038888888889,25.065,23.93,25.2577777777778,25.8411111111111,48.8,43.0,45.8,44.2,43.5,69.571,42.76300000000001,41.305,49.903,47.629,51.905,46.495,52.54600000000001,,7.3,,15.0
2017-10-19 16:22:00,22.782,13.0,682.0,645.0,639.0,658.0,373.0,<10,15.0,25.2,26.0,24.5,25.1,28.5,22.708888888888893,26.578888888888894,26.8199232,26.3038888888889,25.065,23.93,25.2827777777778,25.7927777777778,50.0,43.3,45.7,44.0,43.7,70.486,43.702,41.371,49.967,48.014,51.273,47.11,52.73,,7.3,,15.0
2017-10-19 16:23:00,21.363000000000003,14.0,679.0,644.0,640.0,653.0,372.0,16.0,15.0,25.3,26.0,24.5,25.1,28.5,22.708888888888893,26.4072222222222,26.8199232,26.328888888888894,25.065,23.93,25.3072222222222,25.6472222222222,50.5,43.5,45.5,43.7,43.9,70.191,44.594,41.404,49.842,48.367,51.431,47.499,52.868,,16.0,,15.0
2017-10-19 16:24:00,23.285,14.0,682.0,640.0,643.0,652.0,372.0,16.0,15.0,25.3,26.0,24.5,25.1,28.4,22.7811111111111,26.333888888888893,26.8199232,26.328888888888894,25.065,23.905,25.3072222222222,25.5977777777778,51.1,44.1,46.6,44.0,43.9,70.056,45.105,41.437,49.714,48.527,51.523,47.724,53.24,,16.0,,15.0
2017-10-19 16:25:00,19.593,14.0,684.0,637.0,641.0,655.0,369.0,16.0,15.0,25.4,26.0,24.5,25.1,28.3,22.9488888888889,26.285,26.8199232,26.3527777777778,25.065,23.905,25.3072222222222,25.5738888888889,52.0,44.5,46.0,44.3,44.3,69.377,45.262,41.469,49.78100000000001,48.975,51.933,48.301,53.61600000000001,,16.0,,15.0
2017-10-19 16:26:00,20.401,13.0,685.0,639.0,635.0,657.0,366.0,16.0,15.0,25.4,26.1,24.5,25.2,28.2,23.1411111111111,26.285,26.8443696,26.3777777777778,25.065,23.905,25.331111111111106,25.55,52.9,45.3,46.3,45.0,44.6,68.55,45.91,41.538,49.976000000000006,49.102,52.249,48.753,53.99100000000001,,16.0,,15.0
2017-10-19 16:27:00,21.805,14.0,679.0,639.0,633.0,657.0,368.0,16.0,15.0,25.4,26.1,24.5,25.2,28.1,23.357222222222198,26.285,26.8443696,26.3777777777778,25.065,23.905,25.331111111111106,25.5011111111111,53.3,45.7,46.5,44.4,44.8,67.78399999999999,46.007,41.538,49.849,49.805,52.249,49.712,53.952,,16.0,,15.0
2017-10-19 16:28:00,21.271,14.0,671.0,645.0,633.0,653.0,372.0,16.0,15.0,25.5,26.1,24.6,25.2,28.0,23.5972222222222,26.285,26.8443696,26.3777777777778,25.0888888888889,23.905,25.331111111111106,25.427777777777802,53.9,46.0,46.4,45.7,45.3,66.869,46.428,41.604,49.881,50.19,52.091,50.413,54.225,,16.0,,15.0
2017-10-19 16:29:00,20.935,13.0,666.0,649.0,632.0,650.0,374.0,16.0,15.0,25.5,26.1,24.6,25.2,27.9,23.837777777777802,26.31,26.8443696,26.4022222222222,25.0888888888889,23.905,25.331111111111106,25.38,54.5,46.8,46.4,45.0,45.4,66.07,47.592,41.669,49.788,50.731,52.438,51.208,54.721,,16.0,,15.0
2017-10-19 16:30:00,20.874,13.0,667.0,649.0,633.0,647.0,376.0,16.0,15.0,25.5,26.1,24.6,25.2,27.9,24.078888888888894,26.31,26.8693716,26.4022222222222,25.0888888888889,23.905,25.331111111111106,25.331111111111106,54.6,47.5,46.7,45.2,45.8,65.268,47.786,41.935,49.724,51.588,52.91,51.875,54.526,,16.0,,15.0
2017-10-19 16:31:00,22.37,13.0,670.0,651.0,626.0,646.0,372.0,16.0,15.0,25.5,26.1,24.6,25.2,27.8,24.32,26.333888888888893,26.8693716,26.4022222222222,25.0888888888889,23.881111111111107,25.355,25.2577777777778,54.8,48.0,46.8,44.9,46.0,64.31,48.94600000000001,41.935,49.788,52.19,52.78100000000001,52.575,54.767,,16.0,,15.0
2017-10-19 16:32:00,20.233,12.0,665.0,655.0,618.0,642.0,370.0,16.0,15.0,25.6,26.1,24.6,25.2,27.7,24.537222222222198,26.333888888888893,26.8693716,26.4261111111111,25.0888888888889,23.881111111111107,25.355,25.186111111111106,55.0,48.6,47.3,44.7,46.1,63.31399999999999,49.523,42.066,49.919,52.411,52.434,53.049,55.07,,16.0,,15.0
2017-10-19 16:33:00,24.14,12.0,658.0,657.0,612.0,639.0,370.0,16.0,15.0,25.6,26.1,24.6,25.2,27.6,24.755,26.3588888888889,26.8693716,26.4261111111111,25.0888888888889,23.881111111111107,25.355,25.1127777777778,55.0,49.2,47.6,45.1,46.3,62.25100000000001,49.334,42.492,49.727,52.538,53.00100000000001,53.238,55.091,,16.0,,15.0
2017-10-19 16:34:00,23.026,13.0,653.0,660.0,604.0,632.0,370.0,16.0,15.0,25.7,26.1,24.6,25.2,27.5,24.9477777777778,26.3827777777778,26.8693716,26.4261111111111,25.0888888888889,23.881111111111107,25.38,25.065,55.0,50.0,47.6,44.7,46.6,61.271,49.721,42.68899999999999,49.855,52.822,52.497,53.715,55.36600000000001,,16.0,,15.0
2017-10-19 16:35:00,25.559,12.0,655.0,656.0,600.0,630.0,373.0,16.0,15.0,25.7,26.1,24.6,25.2,27.4,25.1177777777778,26.3827777777778,26.8693716,26.4261111111111,25.1127777777778,23.881111111111107,25.38,25.0161111111111,54.9,49.9,48.7,44.7,47.0,60.375,50.137,42.918,49.727,52.952,52.62300000000001,53.715,55.672,,16.0,,15.0
2017-10-19 16:36:00,23.117,11.0,666.0,653.0,593.0,628.0,374.0,16.0,15.0,25.8,26.1,24.6,25.2,27.3,25.4577777777778,26.3827777777778,26.8693716,26.451111111111107,25.1127777777778,23.881111111111107,25.403888888888893,24.9677777777778,54.7,50.2,49.0,44.9,47.2,58.294,50.201,43.441,49.762,53.299,52.466,53.718,55.94600000000001,,16.0,,15.0
2017-10-19 16:37:00,19.364,11.0,666.0,651.0,583.0,626.0,369.0,16.0,15.0,25.8,26.1,24.6,25.2,27.3,25.725,26.3827777777778,26.8693716,26.451111111111107,25.1127777777778,23.881111111111107,25.427777777777802,24.918888888888894,54.5,50.6,49.0,44.9,47.4,56.808,50.457,43.441,49.858,53.614,53.378,53.879,56.002,,16.0,,15.0
2017-10-19 16:38:00,19.409,12.0,659.0,649.0,575.0,625.0,366.0,16.0,15.0,25.9,26.1,24.6,25.2,27.2,25.92,26.3827777777778,26.8443696,26.451111111111107,25.1372222222222,23.881111111111107,25.4527777777778,24.895,54.1,50.7,49.5,45.5,47.7,55.835,49.56100000000001,43.308,49.794,53.554,53.19,53.69300000000001,55.904,,16.0,,15.0
2017-10-19 16:39:00,21.195,11.0,656.0,647.0,566.0,622.0,370.0,16.0,15.0,25.9,26.1,24.6,25.2,27.1,26.066111111111105,26.4072222222222,26.8443696,26.451111111111107,25.1372222222222,23.881111111111107,25.4527777777778,24.8472222222222,53.9,50.6,49.7,45.9,47.7,55.103,49.468,44.58,49.73,53.554,53.095,53.725,55.804,,16.0,,15.0
2017-10-19 16:40:00,19.226,11.0,655.0,644.0,564.0,616.0,367.0,16.0,15.0,26.0,26.1,24.6,25.2,27.1,26.1877777777778,26.4322222222222,26.8443696,26.475,25.162222222222198,23.881111111111107,25.4772222222222,24.7977777777778,53.7,50.1,49.4,46.8,47.7,54.522,48.926,44.222,49.733,53.432,53.284,53.602,56.203,,16.0,,15.0
2017-10-19 16:41:00,23.194000000000006,11.0,652.0,641.0,563.0,615.0,367.0,16.0,15.0,26.0,26.1,24.6,25.2,27.0,26.261111111111106,26.4811111111111,26.8693716,26.475,25.186111111111106,23.881111111111107,25.5011111111111,24.726111111111106,52.9,50.1,49.9,48.0,47.9,54.12300000000001,48.708,44.257,49.669,53.309,53.912,53.479,56.379,,16.0,,15.0
2017-10-19 16:42:00,23.392,12.0,650.0,639.0,562.0,616.0,368.0,16.0,15.0,26.1,26.2,24.7,25.2,26.9,26.333888888888893,26.505,26.8932624,26.475,25.21,23.881111111111107,25.525,24.6772222222222,52.4,49.8,50.8,47.7,48.3,53.533,48.389,44.455,49.765,53.312,53.629,53.325,56.559,,16.0,,15.0
2017-10-19 16:43:00,22.675,12.0,653.0,633.0,562.0,617.0,375.0,16.0,15.0,26.1,26.2,24.7,25.3,26.9,26.4072222222222,26.505,26.9182644,26.475,25.21,23.881111111111107,25.55,24.605,52.0,49.2,50.6,47.8,48.6,53.29,48.19600000000001,44.621,49.797,53.218,53.974,53.139,56.984,,16.0,,15.0
2017-10-19 16:44:00,20.005,11.0,654.0,636.0,565.0,619.0,375.0,16.0,15.0,26.2,26.2,24.7,25.2,26.8,26.4811111111111,26.53,26.9182644,26.475,25.2338888888889,23.905,25.5738888888889,24.5322222222222,51.4,48.4,50.6,47.9,48.8,52.983,47.91,44.523,49.765,53.158,53.633,53.047,56.973,,16.0,,15.0
2017-10-19 16:45:00,18.921,11.0,649.0,631.0,571.0,625.0,373.0,16.0,15.0,26.2,26.2,24.7,25.3,26.7,26.53,26.5538888888889,26.9421552,26.475,25.2577777777778,23.905,25.5977777777778,24.436111111111106,51.2,47.8,51.2,47.5,48.9,52.514,47.72,44.624,49.733,53.004,54.00899999999999,52.861,57.425,,16.0,,15.0
2017-10-19 16:46:00,21.775,11.0,652.0,628.0,571.0,633.0,373.0,16.0,15.0,26.2,26.2,24.7,25.3,26.7,26.578888888888894,26.578888888888894,26.9671572,26.475,25.2827777777778,23.905,25.6472222222222,24.3877777777778,50.9,47.2,51.4,47.5,49.2,52.235,47.529,44.855,49.893,52.975,53.695,52.678,57.852,,16.0,,15.0
2017-10-19 16:47:00,20.554,11.0,649.0,628.0,575.0,636.0,371.0,16.0,15.0,26.3,26.2,24.7,25.3,26.6,26.6277777777778,26.578888888888894,26.9671572,26.5,25.3072222222222,23.905,25.671111111111106,24.3388888888889,50.6,46.8,51.3,47.4,49.3,51.765,47.33600000000001,44.757,49.96,52.88399999999999,53.507,52.555,58.06100000000001,,16.0,,15.0
2017-10-19 16:48:00,21.607,11.0,655.0,625.0,578.0,643.0,368.0,16.0,15.0,26.3,26.2,24.7,25.3,26.5,26.6761111111111,26.6027777777778,26.9671572,26.5,25.331111111111106,23.905,25.695,24.315,50.4,46.6,52.0,47.3,49.5,51.453,47.242,44.822,49.992,52.729,53.444,52.33600000000001,58.12,,16.0,,15.0
2017-10-19 16:49:00,24.796,11.0,655.0,621.0,581.0,640.0,373.0,16.0,15.0,26.3,26.3,24.7,25.3,26.5,26.701111111111107,26.6027777777778,26.9671572,26.5,25.355,23.905,25.72,24.2672222222222,50.2,46.5,51.6,47.4,49.5,51.297,47.08,44.822,49.896,52.63800000000001,53.695,52.118,58.39100000000001,,16.0,,15.0
2017-10-19 16:50:00,20.371,11.0,654.0,616.0,584.0,637.0,370.0,16.0,15.0,26.4,26.3,24.7,25.3,26.4,26.75,26.6027777777778,26.991048,26.5,25.355,23.905,25.72,24.2188888888889,50.0,46.3,51.8,48.2,50.1,51.08,47.113,44.695,49.928,52.48,53.413,51.927,58.6,,16.0,,15.0
2017-10-19 16:51:00,21.042,11.0,650.0,616.0,586.0,634.0,375.0,16.0,15.0,26.4,26.3,24.7,25.3,26.3,26.773888888888894,26.6277777777778,26.991048,26.5,25.38,23.905,25.743888888888893,24.171111111111106,49.6,46.2,51.7,48.0,50.3,50.79600000000001,46.987,44.727,49.896,52.38800000000001,53.695,51.83600000000001,58.716,,16.0,,15.0
2017-10-19 16:52:00,19.974,11.0,644.0,618.0,588.0,634.0,371.0,16.0,15.0,26.4,26.3,24.8,25.3,26.3,26.798888888888893,26.6277777777778,26.991048,26.523888888888894,25.403888888888893,23.905,25.767777777777802,24.1222222222222,49.4,46.1,52.3,48.4,50.8,50.48,46.95399999999999,44.76,49.676,52.265,53.94600000000001,51.68,58.709,,16.0,,15.0
2017-10-19 16:53:00,23.377,10.0,640.0,618.0,588.0,640.0,367.0,<10,15.0,26.5,26.3,24.8,25.4,26.2,26.8477777777778,26.6277777777778,26.991048,26.523888888888894,25.403888888888893,23.905,25.7927777777778,24.05,49.2,46.1,52.1,48.0,50.9,50.39,46.857,44.727,49.804,52.17,53.57,51.525,58.944,,7.3,,15.0
2017-10-19 16:54:00,24.369,11.0,638.0,614.0,589.0,644.0,368.0,<10,15.0,26.5,26.3,24.8,25.3,26.1,26.8722222222222,26.6522222222222,26.991048,26.523888888888894,25.427777777777802,23.905,25.7927777777778,24.002222222222198,49.1,46.0,51.8,48.1,50.9,50.137,46.79600000000001,44.662,49.932,52.078,53.79,51.429,59.369,,7.3,,15.0
2017-10-19 16:55:00,20.203,11.0,640.0,613.0,593.0,641.0,367.0,<10,15.0,26.5,26.3,24.8,25.4,26.1,26.8972222222222,26.6522222222222,26.991048,26.523888888888894,25.4527777777778,23.905,25.8172222222222,23.953888888888894,49.0,45.9,52.0,48.1,50.9,50.044,46.666,44.695,49.964,51.986,53.727,51.337,59.423,,7.3,,15.0
2017-10-19 16:56:00,20.02,10.0,642.0,612.0,595.0,640.0,371.0,<10,15.0,26.5,26.3,24.8,25.4,26.0,26.921111111111106,26.6761111111111,26.991048,26.523888888888894,25.4527777777778,23.905,25.8172222222222,23.905,48.7,45.9,51.7,48.0,51.1,49.92,46.605,44.695,49.644,51.89100000000001,54.04,51.21,59.661,,7.3,,15.0
2017-10-19 16:57:00,23.026,11.0,640.0,606.0,598.0,639.0,371.0,<10,15.0,26.6,26.3,24.8,25.4,26.0,26.9461111111111,26.6761111111111,26.9671572,26.523888888888894,25.4772222222222,23.905,25.8411111111111,23.808888888888895,48.6,45.9,52.2,48.2,51.4,49.698,46.605,44.627,49.772,51.863,53.978,51.181,59.554,,7.3,,15.0
2017-10-19 16:58:00,22.339,11.0,635.0,602.0,596.0,644.0,370.0,<10,15.0,26.6,26.3,24.8,25.4,25.9,26.97,26.6761111111111,26.9671572,26.523888888888894,25.4772222222222,23.905,25.8411111111111,23.761111111111106,48.5,46.2,51.9,48.2,51.4,49.541,46.475,44.562,49.996,51.736,53.664,51.022,60.284,,7.3,,15.0
2017-10-19 16:59:00,18.982,10.0,634.0,607.0,596.0,644.0,371.0,<10,15.0,26.6,26.4,24.8,25.4,25.9,26.995,26.6761111111111,26.9671572,26.523888888888894,25.5011111111111,23.93,25.866111111111106,23.712777777777802,48.3,46.1,52.0,47.9,51.6,49.416,46.411,44.627,49.868,51.676,53.636,50.93,60.215,,7.3,,15.0
2017-10-19 17:00:00,20.905,10.0,640.0,607.0,596.0,646.0,371.0,<10,15.0,26.6,26.3,24.8,25.4,25.8,27.0188888888889,26.6761111111111,26.9671572,26.523888888888894,25.5011111111111,23.905,25.89,23.6411111111111,48.2,46.1,51.7,48.0,51.9,49.25899999999999,46.475,44.627,49.9,51.58,54.13399999999999,50.838,60.357,,7.3,,15.0
2017-10-19 17:01:00,20.844,10.0,642.0,607.0,599.0,646.0,373.0,<10,15.0,26.6,26.3,24.8,25.4,25.7,27.043888888888894,26.6761111111111,26.9671572,26.523888888888894,25.525,23.93,25.89,23.5927777777778,48.0,46.1,51.7,48.0,52.2,49.198,46.346,44.529,49.964,51.52,53.573,50.678,60.68600000000001,,7.3,,15.0
2017-10-19 17:02:00,22.019,10.0,637.0,611.0,598.0,646.0,369.0,<10,15.0,26.7,26.4,24.8,25.4,25.7,27.043888888888894,26.701111111111107,26.9671572,26.523888888888894,25.525,23.93,25.89,23.545,48.0,46.0,51.7,47.8,52.3,49.262,46.219,44.529,49.964,51.488,53.542,50.678,61.015,,7.3,,15.0
2017-10-19 17:03:00,23.194000000000006,11.0,634.0,611.0,599.0,644.0,368.0,<10,15.0,26.7,26.4,24.8,25.4,25.6,27.0927777777778,26.701111111111107,26.9671572,26.523888888888894,25.55,23.93,25.9138888888889,23.4972222222222,48.1,46.1,51.9,47.8,52.4,49.172,46.219,44.562,49.868,51.396,53.542,50.58600000000001,60.977,,7.3,,15.0
2017-10-19 17:04:00,21.088,12.0,637.0,606.0,600.0,644.0,365.0,<10,15.0,26.7,26.4,24.8,25.4,25.6,27.0927777777778,26.701111111111107,26.9671572,26.523888888888894,25.55,23.93,25.9138888888889,23.4477777777778,48.3,46.1,51.5,47.8,52.3,55.282,46.284,44.497,49.996,51.269,54.075,50.49,61.06100000000001,,7.3,,15.0
2017-10-19 17:05:00,22.675,11.0,642.0,605.0,601.0,639.0,364.0,<10,15.0,26.7,26.4,24.8,25.4,25.5,27.0927777777778,26.701111111111107,26.9671572,26.523888888888894,25.55,23.93,25.938888888888894,23.423888888888893,48.1,45.8,52.2,47.9,52.5,49.236,46.252,44.464,50.092,51.238,53.73,50.462,61.24100000000001,,7.3,,15.0
