Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_HBO_BA2,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_HBO_BA2,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-05-03 18:00:00,1.0,1.007,600.0,607.0,630.0,27.0,27.0,27.8,28.0,25.6,38.924,45.7,45.8,51.8,23.353,,27.0,,27.0
2017-05-03 18:01:00,1.0,1.16,598.0,607.0,629.0,27.0,27.0,27.8,28.0,25.6,38.896,45.8,45.7,51.6,23.423,,27.0,,27.0
2017-05-03 18:02:00,1.0,1.724,592.0,603.0,625.0,27.0,27.0,27.8,28.0,25.6,38.868,45.5,45.7,51.5,23.67,,27.0,,27.0
2017-05-03 18:03:00,1.0,0.8390000000000001,592.0,606.0,625.0,27.0,27.0,27.8,28.0,25.6,38.812,45.5,45.6,51.6,23.986,,27.0,,27.0
2017-05-03 18:04:00,1.0,1.129,592.0,612.0,623.0,29.0,27.0,27.8,28.0,25.6,38.784,45.3,45.5,51.7,23.7,,29.0,,27.0
2017-05-03 18:05:00,1.0,0.961,588.0,612.0,619.0,29.0,27.0,27.8,28.0,25.6,38.756,45.3,45.6,51.8,23.769,,29.0,,27.0
2017-05-03 18:06:00,1.0,1.251,586.0,610.0,620.0,29.0,27.0,27.8,28.0,25.6,38.728,45.2,45.6,51.6,23.732,,29.0,,27.0
2017-05-03 18:07:00,1.0,0.855,588.0,610.0,617.0,29.0,27.0,27.8,28.0,25.6,38.7,45.2,45.5,51.7,23.694000000000006,,29.0,,27.0
2017-05-03 18:08:00,0.0,1.541,593.0,604.0,618.0,29.0,27.0,27.8,28.0,25.6,38.672,45.3,45.5,51.4,23.408,,29.0,,27.0
2017-05-03 18:09:00,1.0,1.495,597.0,603.0,620.0,29.0,27.0,27.8,28.0,25.6,38.644,45.1,45.5,51.5,23.335,,29.0,,27.0
2017-05-03 18:10:00,1.0,2.3040000000000003,595.0,600.0,626.0,29.0,27.0,27.8,28.0,25.6,38.588,44.9,45.5,51.4,23.616,,29.0,,27.0
2017-05-03 18:11:00,1.0,1.404,593.0,600.0,630.0,29.0,27.0,27.8,28.0,25.6,38.56,45.1,45.5,51.5,23.472,,29.0,,27.0
2017-05-03 18:12:00,1.0,1.053,596.0,603.0,629.0,29.0,27.0,27.8,28.0,25.6,38.532,45.2,45.6,51.5,23.114,,29.0,,27.0
2017-05-03 18:13:00,1.0,1.328,600.0,602.0,619.0,29.0,27.0,27.8,28.0,25.7,38.504,45.0,45.6,51.5,23.326,,29.0,,27.0
2017-05-03 18:14:00,1.0,0.748,601.0,600.0,618.0,29.0,27.0,27.8,28.0,25.7,38.476,45.0,45.7,51.5,23.253,,29.0,,27.0
2017-05-03 18:15:00,1.0,1.3430000000000002,601.0,599.0,618.0,29.0,27.0,27.8,28.0,25.7,38.449,45.2,45.7,51.5,23.251,,29.0,,27.0
2017-05-03 18:16:00,1.0,0.7170000000000001,599.0,600.0,619.0,29.0,27.0,27.8,28.0,25.7,38.421,45.0,45.7,51.5,23.498,,29.0,,27.0
2017-05-03 18:17:00,1.0,0.7020000000000001,596.0,604.0,622.0,29.0,27.0,27.8,28.0,25.7,38.393,45.0,45.7,51.5,23.39,,29.0,,27.0
2017-05-03 18:18:00,1.0,0.916,592.0,603.0,620.0,29.0,27.0,27.8,27.9,25.7,38.365,45.0,45.7,51.6,23.103,,29.0,,27.0
2017-05-03 18:19:00,1.0,0.7020000000000001,587.0,600.0,615.0,29.0,27.0,27.8,28.0,25.7,38.337,45.0,45.8,51.7,23.173,,29.0,,27.0
2017-05-03 18:20:00,1.0,0.809,586.0,598.0,610.0,29.0,27.0,27.8,28.0,25.7,38.337,45.1,45.7,51.7,23.03,,29.0,,27.0
2017-05-03 18:21:00,1.0,0.7020000000000001,583.0,596.0,611.0,29.0,27.0,27.8,28.0,25.7,38.309,45.2,45.7,51.7,23.384,,29.0,,27.0
2017-05-03 18:22:00,1.0,0.687,586.0,598.0,610.0,29.0,27.0,27.8,28.0,25.7,38.282,45.1,45.7,51.9,23.738000000000003,,29.0,,27.0
2017-05-03 18:23:00,1.0,0.748,592.0,598.0,611.0,29.0,27.0,27.8,27.9,25.7,38.282,45.2,45.7,51.7,23.667,,29.0,,27.0
2017-05-03 18:24:00,1.0,0.687,595.0,601.0,614.0,29.0,27.0,27.8,27.9,25.7,38.254,45.2,45.8,51.5,23.807,,29.0,,27.0
2017-05-03 18:25:00,1.0,0.748,596.0,600.0,609.0,29.0,27.0,27.8,27.9,25.7,38.226,45.2,45.8,51.5,23.592,,29.0,,27.0
2017-05-03 18:26:00,1.0,1.007,596.0,607.0,608.0,29.0,27.0,27.8,27.9,25.7,38.226,45.1,45.8,51.4,23.734,,29.0,,27.0
2017-05-03 18:27:00,1.0,0.809,599.0,619.0,611.0,29.0,27.0,27.8,27.9,25.7,38.198,45.4,46.0,51.3,23.804,,29.0,,27.0
2017-05-03 18:28:00,1.0,0.687,605.0,633.0,614.0,29.0,27.0,27.8,27.9,25.8,38.198,45.3,46.0,51.4,23.804,,29.0,,27.0
2017-05-03 18:29:00,1.0,0.7020000000000001,612.0,643.0,617.0,29.0,27.0,27.8,27.9,25.7,38.198,45.3,45.9,51.3,23.732,,29.0,,27.0
2017-05-03 18:30:00,1.0,0.763,617.0,653.0,617.0,29.0,27.0,27.8,27.9,25.8,38.17,45.6,45.9,51.4,23.944000000000006,,29.0,,27.0
2017-05-03 18:31:00,1.0,0.977,620.0,653.0,618.0,29.0,27.0,27.8,27.8,25.8,38.17,45.4,45.8,51.4,24.334,,29.0,,27.0
2017-05-03 18:32:00,1.0,0.763,617.0,659.0,615.0,29.0,27.0,27.8,27.8,25.8,38.143,45.7,45.8,51.4,24.013,,29.0,,27.0
2017-05-03 18:33:00,1.0,0.7020000000000001,627.0,657.0,614.0,29.0,27.0,27.8,27.8,25.8,38.143,45.4,46.0,51.4,24.084,,29.0,,27.0
2017-05-03 18:34:00,1.0,0.687,633.0,665.0,610.0,33.0,29.0,27.8,27.8,25.8,38.115,45.3,46.1,51.5,24.153,,33.0,,29.0
2017-05-03 18:35:00,1.0,0.7929999999999999,632.0,682.0,606.0,33.0,29.0,27.8,27.8,25.8,38.087,45.2,46.3,51.6,24.151,,33.0,,29.0
2017-05-03 18:36:00,1.0,0.931,627.0,708.0,605.0,33.0,29.0,27.8,27.8,25.8,38.087,45.2,46.3,51.7,24.009,,33.0,,29.0
2017-05-03 18:37:00,1.0,0.885,626.0,722.0,601.0,33.0,29.0,27.8,27.8,25.8,38.06,45.1,46.2,51.7,24.362,,33.0,,29.0
2017-05-03 18:38:00,1.0,1.19,626.0,716.0,601.0,33.0,29.0,27.8,27.8,25.8,38.06,45.1,46.5,51.8,24.362,,33.0,,29.0
2017-05-03 18:39:00,1.0,1.3730000000000002,623.0,722.0,601.0,33.0,29.0,27.8,27.8,25.8,38.032,45.0,46.7,51.8,24.537,,33.0,,29.0
2017-05-03 18:40:00,1.0,0.7020000000000001,617.0,731.0,599.0,33.0,29.0,27.8,27.8,25.8,38.032,45.0,46.8,51.8,24.502,,33.0,,29.0
2017-05-03 18:41:00,1.0,1.2819999999999998,616.0,745.0,599.0,33.0,29.0,27.8,27.8,25.9,38.004,45.0,46.9,51.9,24.783,,33.0,,29.0
2017-05-03 18:42:00,1.0,1.556,613.0,764.0,594.0,33.0,29.0,27.8,27.8,25.9,38.004,45.0,46.9,51.9,24.571,,33.0,,29.0
2017-05-03 18:43:00,1.0,1.328,609.0,766.0,592.0,33.0,29.0,27.8,27.8,25.9,38.004,45.1,46.8,51.9,24.713,,33.0,,29.0
2017-05-03 18:44:00,1.0,1.48,607.0,746.0,591.0,33.0,29.0,27.8,27.8,25.9,38.004,45.1,46.7,51.9,24.925,,33.0,,29.0
2017-05-03 18:45:00,1.0,2.7310000000000003,609.0,738.0,591.0,33.0,29.0,27.8,27.9,25.9,37.976,45.6,46.4,52.0,24.994,,33.0,,29.0
2017-05-03 18:46:00,1.0,2.472,608.0,741.0,591.0,33.0,29.0,27.8,28.0,26.0,37.949,45.5,45.8,51.8,25.204,,33.0,,29.0
2017-05-03 18:47:00,1.0,1.617,611.0,665.0,591.0,33.0,29.0,27.9,28.0,26.0,37.921,45.4,45.8,51.5,25.379,,33.0,,29.0
2017-05-03 18:48:00,1.0,1.801,612.0,652.0,592.0,33.0,29.0,27.9,28.1,26.1,37.921,45.3,45.6,51.2,25.556,,33.0,,29.0
2017-05-03 18:49:00,1.0,1.3730000000000002,612.0,643.0,594.0,33.0,29.0,28.0,28.2,26.1,37.893,45.1,45.3,50.9,25.731,,33.0,,29.0
2017-05-03 18:50:00,1.0,1.404,610.0,636.0,593.0,33.0,29.0,28.0,28.2,26.2,37.866,45.1,45.3,50.8,25.764,,33.0,,29.0
2017-05-03 18:51:00,1.0,1.175,605.0,633.0,598.0,33.0,29.0,28.0,28.3,26.2,37.838,45.1,45.1,50.9,25.762,,33.0,,29.0
2017-05-03 18:52:00,1.0,1.358,605.0,631.0,603.0,33.0,29.0,28.1,28.3,26.2,37.811,45.0,45.1,50.6,25.619,,33.0,,29.0
2017-05-03 18:53:00,1.0,1.511,605.0,626.0,608.0,33.0,29.0,28.1,28.3,26.2,37.755,44.9,45.1,50.5,25.756,,33.0,,29.0
2017-05-03 18:54:00,1.0,1.007,605.0,618.0,608.0,33.0,29.0,28.1,28.3,26.2,37.7,44.9,45.1,50.6,25.752,,33.0,,29.0
2017-05-03 18:55:00,1.0,0.7020000000000001,607.0,617.0,609.0,33.0,29.0,28.1,28.3,26.3,37.673,44.9,45.1,50.3,25.821,,33.0,,29.0
2017-05-03 18:56:00,1.0,0.7020000000000001,603.0,618.0,609.0,33.0,29.0,28.1,28.3,26.3,37.618,44.8,45.1,50.2,25.817,,33.0,,29.0
2017-05-03 18:57:00,1.0,1.144,600.0,612.0,609.0,33.0,29.0,28.2,28.3,26.3,37.563,44.8,45.1,50.3,25.813,,33.0,,29.0
2017-05-03 18:58:00,1.0,1.129,599.0,606.0,609.0,33.0,29.0,28.2,28.3,26.3,37.535,44.7,45.0,50.2,25.952,,33.0,,29.0
2017-05-03 18:59:00,1.0,0.7020000000000001,592.0,610.0,609.0,33.0,29.0,28.2,28.3,26.3,37.48,44.7,45.0,50.1,25.948,,33.0,,29.0
2017-05-03 19:00:00,0.0,0.687,592.0,616.0,612.0,33.0,29.0,28.2,28.3,26.3,37.425,44.6,45.0,50.2,26.085,,33.0,,29.0
2017-05-03 19:01:00,0.0,0.7170000000000001,593.0,616.0,612.0,33.0,29.0,28.2,28.3,26.3,37.37,44.6,45.1,50.2,26.081,,33.0,,29.0
2017-05-03 19:02:00,0.0,0.687,590.0,614.0,614.0,33.0,29.0,28.2,28.3,26.3,37.315,44.4,45.2,50.3,26.218000000000004,,33.0,,29.0
2017-05-03 19:03:00,0.0,0.7020000000000001,590.0,616.0,612.0,33.0,29.0,28.2,28.3,26.3,37.261,44.4,45.2,50.4,26.25,,33.0,,29.0
2017-05-03 19:04:00,1.0,0.687,584.0,619.0,608.0,33.0,28.0,28.2,28.3,26.3,37.178,44.4,45.2,50.5,26.209,,33.0,,28.0
2017-05-03 19:05:00,1.0,0.7170000000000001,584.0,619.0,610.0,33.0,28.0,28.2,28.3,26.3,37.096,44.3,45.1,50.1,26.344,,33.0,,28.0
2017-05-03 19:06:00,1.0,0.992,583.0,613.0,613.0,33.0,28.0,28.2,28.3,26.3,37.015,44.3,45.2,50.1,26.478,,33.0,,28.0
2017-05-03 19:07:00,0.0,0.687,584.0,614.0,612.0,33.0,28.0,28.2,28.3,26.3,36.933,44.4,45.2,50.1,26.543000000000006,,33.0,,28.0
2017-05-03 19:08:00,0.0,0.687,581.0,616.0,608.0,33.0,28.0,28.2,28.2,26.3,36.851,44.3,45.2,50.0,26.642,,33.0,,28.0
2017-05-03 19:09:00,0.0,0.7929999999999999,578.0,607.0,609.0,33.0,28.0,28.2,28.2,26.3,36.769,44.0,45.2,50.1,26.742,,33.0,,28.0
2017-05-03 19:10:00,1.0,1.556,574.0,607.0,613.0,33.0,28.0,28.2,28.2,26.3,36.688,44.2,45.3,50.0,26.736,,33.0,,28.0
2017-05-03 19:11:00,0.0,0.9,574.0,607.0,613.0,33.0,28.0,28.2,28.2,26.3,36.606,44.0,45.3,50.2,27.011,,33.0,,28.0
2017-05-03 19:12:00,0.0,1.038,575.0,606.0,610.0,33.0,28.0,28.2,28.2,26.3,36.525,43.9,45.3,50.1,27.005,,33.0,,28.0
2017-05-03 19:13:00,0.0,0.778,576.0,606.0,608.0,33.0,28.0,28.2,28.2,26.3,36.444,44.0,45.3,50.1,27.139,,33.0,,28.0
2017-05-03 19:14:00,1.0,0.961,576.0,600.0,606.0,33.0,28.0,28.2,28.2,26.3,36.389,44.2,45.3,50.2,27.275,,33.0,,28.0
2017-05-03 19:15:00,0.0,2.335,576.0,598.0,608.0,33.0,28.0,28.2,28.2,26.3,36.308,43.9,45.3,50.2,27.409,,33.0,,28.0
2017-05-03 19:16:00,0.0,0.687,574.0,600.0,600.0,33.0,28.0,28.2,28.2,26.3,36.227,44.1,45.4,50.2,27.543000000000006,,33.0,,28.0
2017-05-03 19:17:00,1.0,0.6709999999999999,573.0,602.0,600.0,33.0,28.0,28.2,28.2,26.3,36.146,44.0,45.4,50.3,27.397,,33.0,,28.0
2017-05-03 19:18:00,0.0,1.053,571.0,604.0,598.0,33.0,28.0,28.2,28.0,26.3,36.065,44.0,45.5,50.3,27.391,,33.0,,28.0
2017-05-03 19:19:00,1.0,0.687,574.0,610.0,598.0,33.0,28.0,28.2,28.1,26.3,35.985,44.1,45.5,50.3,27.63,,33.0,,28.0
2017-05-03 19:20:00,0.0,1.114,578.0,610.0,600.0,33.0,28.0,28.2,28.1,26.3,35.904,44.0,45.5,50.3,27.519,,33.0,,28.0
2017-05-03 19:21:00,1.0,0.687,578.0,606.0,598.0,33.0,28.0,28.2,28.1,26.3,35.823,44.2,45.5,50.3,27.373,,33.0,,28.0
2017-05-03 19:22:00,1.0,0.916,574.0,610.0,598.0,33.0,28.0,28.2,28.1,26.4,35.743,44.0,45.5,50.3,27.682,,33.0,,28.0
2017-05-03 19:23:00,0.0,0.977,574.0,610.0,599.0,33.0,28.0,28.2,28.1,26.4,35.689,44.3,45.6,50.3,27.748,,33.0,,28.0
2017-05-03 19:24:00,1.0,1.709,574.0,615.0,599.0,33.0,28.0,28.1,28.1,26.4,35.609,44.1,45.6,50.4,27.707,,33.0,,28.0
2017-05-03 19:25:00,1.0,1.236,571.0,613.0,598.0,33.0,28.0,28.2,28.1,26.4,35.529,44.0,45.7,50.4,27.631,,33.0,,28.0
2017-05-03 19:26:00,0.0,1.068,576.0,610.0,597.0,33.0,28.0,28.2,28.1,26.4,35.448,44.3,45.7,50.5,27.834,,33.0,,28.0
2017-05-03 19:27:00,1.0,0.6709999999999999,576.0,606.0,596.0,33.0,28.0,28.2,28.1,26.4,35.395,43.9,45.7,50.5,27.83,,33.0,,28.0
2017-05-03 19:28:00,0.0,0.855,576.0,607.0,596.0,33.0,28.0,28.2,28.1,26.4,35.315,44.0,45.7,50.5,27.894,,33.0,,28.0
2017-05-03 19:29:00,0.0,1.404,576.0,607.0,591.0,33.0,28.0,28.1,28.1,26.4,35.235,44.3,45.7,50.6,27.713,,33.0,,28.0
2017-05-03 19:30:00,1.0,1.007,576.0,610.0,588.0,33.0,28.0,28.2,28.1,26.4,35.181999999999995,43.9,45.7,50.6,27.884,,33.0,,28.0
2017-05-03 19:31:00,0.0,0.6709999999999999,576.0,610.0,590.0,33.0,28.0,28.1,28.1,26.4,35.102,44.2,45.7,50.6,28.191,,33.0,,28.0
2017-05-03 19:32:00,0.0,0.992,576.0,613.0,592.0,33.0,28.0,28.1,28.1,26.4,35.049,44.1,45.7,50.7,28.292,,33.0,,28.0
2017-05-03 19:33:00,1.0,0.7929999999999999,578.0,607.0,594.0,33.0,28.0,28.1,28.1,26.4,34.969,43.9,45.7,50.7,28.355,,33.0,,28.0
2017-05-03 19:34:00,0.0,0.916,579.0,604.0,591.0,35.0,28.0,28.1,28.1,26.4,34.889,43.9,45.7,50.7,28.349,,35.0,,28.0
2017-05-03 19:35:00,1.0,0.992,574.0,602.0,588.0,35.0,28.0,28.1,28.1,26.4,34.836,44.1,45.8,50.7,28.624,,35.0,,28.0
2017-05-03 19:36:00,0.0,0.7020000000000001,574.0,607.0,583.0,35.0,28.0,28.1,28.1,26.4,34.757,44.1,45.7,50.7,28.826,,35.0,,28.0
2017-05-03 19:37:00,0.0,0.6709999999999999,574.0,607.0,580.0,35.0,28.0,28.1,28.1,26.4,34.704,44.0,45.8,50.7,28.891,,35.0,,28.0
2017-05-03 19:38:00,0.0,0.6709999999999999,576.0,610.0,577.0,35.0,28.0,28.1,28.1,26.4,34.624,44.1,45.7,50.8,29.163,,35.0,,28.0
2017-05-03 19:39:00,1.0,1.541,580.0,613.0,580.0,35.0,28.0,28.1,28.1,26.4,34.545,44.2,45.7,50.7,29.33,,35.0,,28.0
2017-05-03 19:40:00,0.0,0.7170000000000001,578.0,613.0,588.0,35.0,28.0,28.1,28.1,26.4,34.466,44.0,45.7,50.7,29.497,,35.0,,28.0
2017-05-03 19:41:00,1.0,1.19,579.0,616.0,587.0,35.0,28.0,28.1,28.1,26.4,34.413000000000004,44.0,45.7,50.7,29.667,,35.0,,28.0
2017-05-03 19:42:00,1.0,1.221,578.0,618.0,588.0,35.0,28.0,28.1,28.1,26.4,34.334,44.2,45.7,50.7,29.833,,35.0,,28.0
2017-05-03 19:43:00,1.0,0.7170000000000001,575.0,618.0,585.0,35.0,28.0,28.1,28.1,26.4,34.255,43.9,45.7,50.8,29.965,,35.0,,28.0
2017-05-03 19:44:00,0.0,0.6709999999999999,578.0,619.0,581.0,35.0,28.0,28.1,28.1,26.5,34.176,44.1,45.7,50.8,30.028,,35.0,,28.0
2017-05-03 19:45:00,1.0,0.6709999999999999,574.0,613.0,581.0,35.0,28.0,28.1,28.1,26.5,34.097,44.5,45.7,50.7,30.195,,35.0,,28.0
2017-05-03 19:46:00,1.0,0.7020000000000001,576.0,607.0,578.0,35.0,28.0,28.1,28.2,26.5,34.045,44.9,45.4,50.7,30.294,,35.0,,28.0
2017-05-03 19:47:00,1.0,1.3119999999999998,583.0,610.0,580.0,35.0,28.0,28.1,28.2,26.5,33.966,44.8,45.3,50.2,30.357,,35.0,,28.0
2017-05-03 19:48:00,1.0,0.931,587.0,604.0,580.0,35.0,28.0,28.2,28.3,26.6,33.887,44.5,45.2,50.0,30.489,,35.0,,28.0
2017-05-03 19:49:00,0.0,1.022,588.0,603.0,581.0,35.0,28.0,28.3,28.3,26.6,33.835,44.6,45.0,49.9,30.622,,35.0,,28.0
2017-05-03 19:50:00,0.0,1.48,590.0,600.0,583.0,35.0,28.0,28.3,28.4,26.6,33.783,44.4,44.9,49.7,30.791,,35.0,,28.0
2017-05-03 19:51:00,1.0,1.511,583.0,602.0,588.0,35.0,28.0,28.3,28.4,26.6,33.704,44.3,44.8,49.7,30.957,,35.0,,28.0
2017-05-03 19:52:00,0.0,1.45,578.0,605.0,590.0,35.0,28.0,28.3,28.4,26.6,33.626,44.2,44.8,49.6,31.088,,35.0,,28.0
2017-05-03 19:53:00,0.0,0.961,578.0,604.0,593.0,35.0,28.0,28.4,28.5,26.7,33.574,44.1,44.7,49.6,31.29,,35.0,,28.0
2017-05-03 19:54:00,0.0,0.6709999999999999,576.0,603.0,591.0,35.0,28.0,28.4,28.5,26.7,33.495,44.1,44.6,49.4,31.215,,35.0,,28.0
2017-05-03 19:55:00,0.0,0.6709999999999999,576.0,596.0,591.0,35.0,28.0,28.5,28.5,26.7,33.443000000000005,44.0,44.6,49.4,31.623,,35.0,,28.0
2017-05-03 19:56:00,0.0,0.748,578.0,593.0,588.0,35.0,28.0,28.5,28.5,26.7,33.365,44.0,44.6,49.2,31.685,,35.0,,28.0
2017-05-03 19:57:00,0.0,0.6709999999999999,578.0,595.0,588.0,35.0,28.0,28.5,28.5,26.7,33.313,44.0,44.7,49.2,31.853,,35.0,,28.0
2017-05-03 19:58:00,0.0,0.931,576.0,595.0,591.0,35.0,28.0,28.5,28.4,26.7,33.261,44.0,44.8,49.3,31.264,,35.0,,28.0
2017-05-03 19:59:00,1.0,1.587,575.0,600.0,593.0,35.0,28.0,28.4,28.4,26.7,33.209,44.0,45.0,49.3,31.878,,35.0,,28.0
2017-05-03 20:00:00,0.0,0.7020000000000001,572.0,675.0,593.0,35.0,28.0,28.4,28.4,26.7,33.157,44.0,44.8,49.3,32.08,,35.0,,28.0
2017-05-03 20:01:00,1.0,1.266,578.0,665.0,595.0,35.0,28.0,28.4,28.4,26.7,33.105,44.0,44.8,49.2,32.178000000000004,,35.0,,28.0
2017-05-03 20:02:00,0.0,0.8390000000000001,581.0,642.0,595.0,35.0,28.0,28.4,28.4,26.7,33.053000000000004,44.0,44.8,49.2,32.277,,35.0,,28.0
2017-05-03 20:03:00,1.0,1.129,583.0,622.0,591.0,35.0,28.0,28.4,28.4,26.7,33.001,44.0,44.9,49.2,32.444,,35.0,,28.0
2017-05-03 20:04:00,1.0,1.022,583.0,604.0,591.0,33.0,27.0,28.4,28.4,26.7,32.949,44.0,44.8,49.2,32.405,,33.0,,27.0
2017-05-03 20:05:00,0.0,1.114,583.0,600.0,590.0,33.0,27.0,28.4,28.4,26.7,32.872,44.0,44.8,49.2,32.535,,33.0,,27.0
2017-05-03 20:06:00,0.0,0.961,583.0,591.0,591.0,33.0,27.0,28.4,28.3,26.7,32.82,44.1,44.8,49.2,32.736,,33.0,,27.0
2017-05-03 20:07:00,0.0,0.87,583.0,587.0,594.0,33.0,27.0,28.3,28.3,26.7,32.768,44.0,44.8,49.2,32.321,,33.0,,27.0
2017-05-03 20:08:00,1.0,0.687,583.0,589.0,593.0,33.0,27.0,28.3,28.3,26.7,32.717,44.1,44.8,49.2,32.898,,33.0,,27.0
2017-05-03 20:09:00,1.0,1.389,575.0,586.0,594.0,33.0,27.0,28.4,28.3,26.7,32.639,44.0,44.9,49.2,33.062,,33.0,,27.0
2017-05-03 20:10:00,1.0,0.855,569.0,593.0,591.0,33.0,27.0,28.3,28.3,26.7,32.587,44.0,45.0,49.3,33.058,,33.0,,27.0
2017-05-03 20:11:00,1.0,0.855,569.0,600.0,590.0,33.0,27.0,28.3,28.3,26.7,32.536,44.0,45.1,49.4,33.326,,33.0,,27.0
2017-05-03 20:12:00,1.0,0.732,564.0,598.0,591.0,33.0,27.0,28.3,28.3,26.7,32.458,44.0,45.0,49.4,33.593,,33.0,,27.0
2017-05-03 20:13:00,0.0,1.038,562.0,591.0,591.0,33.0,27.0,28.3,28.3,26.7,32.407,43.9,44.9,49.4,33.315,,33.0,,27.0
2017-05-03 20:14:00,0.0,0.809,562.0,583.0,590.0,33.0,27.0,28.3,28.3,26.7,32.355,44.1,44.9,49.3,33.924,,33.0,,27.0
2017-05-03 20:15:00,0.0,0.763,567.0,577.0,588.0,33.0,27.0,28.3,28.3,26.7,32.278,44.1,44.9,49.4,34.19,,33.0,,27.0
2017-05-03 20:16:00,1.0,1.556,569.0,575.0,591.0,33.0,27.0,28.3,28.3,26.7,32.227,44.2,44.9,49.4,34.389,,33.0,,27.0
2017-05-03 20:17:00,1.0,0.9,566.0,578.0,590.0,33.0,27.0,28.3,28.2,26.7,32.175,44.2,44.8,49.4,34.316,,33.0,,27.0
2017-05-03 20:18:00,0.0,2.3040000000000003,567.0,581.0,580.0,33.0,27.0,28.3,28.1,26.7,32.124,44.2,44.9,49.3,34.584,,33.0,,27.0
2017-05-03 20:19:00,1.0,1.053,568.0,581.0,577.0,33.0,27.0,28.3,28.2,26.7,32.047,44.2,45.0,49.2,34.373000000000005,,33.0,,27.0
2017-05-03 20:20:00,0.0,1.297,569.0,582.0,574.0,33.0,27.0,28.3,28.2,26.7,31.996,44.3,44.9,49.2,35.014,,33.0,,27.0
2017-05-03 20:21:00,1.0,1.3119999999999998,569.0,583.0,577.0,33.0,27.0,28.3,28.2,26.7,31.944000000000006,44.3,45.1,49.3,34.941,,33.0,,27.0
2017-05-03 20:22:00,1.0,0.778,573.0,586.0,575.0,33.0,27.0,28.2,28.2,26.7,31.893,44.3,45.0,49.4,35.174,,33.0,,27.0
2017-05-03 20:23:00,0.0,1.038,576.0,591.0,572.0,33.0,27.0,28.2,28.2,26.7,31.816,44.3,45.1,49.4,35.336,,33.0,,27.0
2017-05-03 20:24:00,0.0,1.709,573.0,602.0,575.0,33.0,27.0,28.2,28.2,26.7,31.765,44.3,45.2,49.5,35.365,,33.0,,27.0
2017-05-03 20:25:00,1.0,1.3730000000000002,576.0,607.0,575.0,33.0,27.0,28.2,28.2,26.7,31.714,44.3,45.2,49.4,35.394,,33.0,,27.0
2017-05-03 20:26:00,1.0,1.816,574.0,604.0,577.0,33.0,27.0,28.2,28.2,26.8,31.663,44.3,45.2,49.4,35.626,,33.0,,27.0
2017-05-03 20:27:00,0.0,1.328,576.0,600.0,578.0,33.0,27.0,28.2,28.2,26.7,31.612,44.3,45.2,49.5,35.689,,33.0,,27.0
2017-05-03 20:28:00,0.0,1.022,579.0,600.0,575.0,33.0,27.0,28.2,28.2,26.7,31.561,44.3,45.2,49.5,35.684,,33.0,,27.0
2017-05-03 20:29:00,1.0,2.289,578.0,600.0,570.0,33.0,27.0,28.2,28.2,26.7,31.51,44.3,45.1,49.4,35.95,,33.0,,27.0
2017-05-03 20:30:00,1.0,1.328,574.0,598.0,569.0,33.0,27.0,28.2,28.2,26.7,31.459,44.3,45.1,49.4,36.081,,33.0,,27.0
2017-05-03 20:31:00,1.0,1.3119999999999998,572.0,585.0,569.0,33.0,27.0,28.2,28.2,26.7,31.408,44.4,45.2,49.4,35.907,,33.0,,27.0
2017-05-03 20:32:00,1.0,1.068,570.0,589.0,569.0,33.0,27.0,28.2,28.2,26.8,31.357,44.3,45.3,49.4,36.273,,33.0,,27.0
2017-05-03 20:33:00,1.0,1.16,570.0,590.0,569.0,33.0,27.0,28.2,28.2,26.8,31.306,44.3,45.3,49.4,35.796,,33.0,,27.0
2017-05-03 20:34:00,1.0,1.19,570.0,591.0,569.0,35.0,27.0,28.2,28.2,26.8,31.255,44.4,45.2,49.5,36.365,,35.0,,27.0
2017-05-03 20:35:00,0.0,1.709,574.0,593.0,567.0,35.0,27.0,28.2,28.2,26.8,31.204,44.4,45.3,49.5,36.394,,35.0,,27.0
2017-05-03 20:36:00,1.0,1.587,578.0,598.0,565.0,35.0,27.0,28.2,28.1,26.8,31.153,44.4,45.2,49.5,36.659,,35.0,,27.0
2017-05-03 20:37:00,1.0,2.045,574.0,600.0,567.0,35.0,27.0,28.2,28.1,26.8,31.128,44.4,45.2,49.4,36.757,,35.0,,27.0
2017-05-03 20:38:00,0.0,1.816,571.0,601.0,570.0,35.0,27.0,28.2,28.1,26.8,31.077,44.4,45.3,49.3,36.853,,35.0,,27.0
2017-05-03 20:39:00,1.0,1.48,569.0,603.0,570.0,35.0,27.0,28.2,28.1,26.8,31.026,44.4,45.3,49.5,35.499,,35.0,,27.0
2017-05-03 20:40:00,0.0,1.48,568.0,598.0,568.0,35.0,27.0,28.2,28.1,26.8,31.001,44.5,45.2,49.5,35.73300000000001,,35.0,,27.0
2017-05-03 20:41:00,1.0,1.175,576.0,595.0,560.0,35.0,27.0,28.2,28.2,26.8,30.95,44.5,45.1,49.5,36.572,,35.0,,27.0
