Time,PM_MET_IN1,PM_MET_OUT,PM_PDR_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_BR3,NO2_AQL_IN1,FRM_FMM_IN1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_BR3,TS_HBI_GRD,T_HBO_BA1,T_HBO_BA2,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_BR3,RHS_HBI_GRD,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1
2017-11-08 14:55:00,,,5.68,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12.0
2017-11-08 14:56:00,,,5.65,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12.0
2017-11-08 14:57:00,,,5.47,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12.0
2017-11-08 14:58:00,,,5.89,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12.0
2017-11-08 14:59:00,,,5.3,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12.0
2017-11-08 15:00:00,4.0,1.419,5.27,592.0,716.0,638.0,710.0,0.01,12.0,21.0,19.8,21.1,21.8,15.154000000000002,20.46,22.226,21.127,17.415,43.3,46.0,42.9,41.5,69.65899999999999,47.97,42.457,44.45399999999999,65.163,,12.0
2017-11-08 15:01:00,3.0,1.77,5.18,590.0,709.0,634.0,706.0,0.01,12.0,21.0,19.8,21.0,21.9,15.512,20.365,22.226,21.079,17.32,43.4,46.6,42.7,41.4,63.949,48.495,42.457,44.705,65.324,,12.0
2017-11-08 15:02:00,3.0,2.09,5.63,588.0,707.0,634.0,711.0,0.011,12.0,21.1,19.8,21.0,22.1,15.894,20.317,22.226,21.032,17.272000000000002,43.5,46.8,42.6,41.0,61.791,48.773,42.424,44.795,65.227,,12.0
2017-11-08 15:03:00,3.0,1.556,4.31,581.0,707.0,634.0,721.0,0.011,12.0,21.1,19.8,21.0,22.2,16.227999999999998,20.269,22.226,21.008000000000006,17.201,43.3,46.9,42.6,40.9,60.053,48.798,42.23,44.824,65.539,,12.0
2017-11-08 15:04:00,2.0,3.464,4.38,523.0,700.0,634.0,737.0,0.012,12.0,21.3,19.8,21.0,22.3,16.704,20.222,22.202,20.984,17.13,42.7,46.8,42.6,40.7,57.929,48.981,42.292,44.885,65.11399999999999,,12.0
2017-11-08 15:05:00,3.0,1.022,4.4,506.0,698.0,632.0,748.0,0.012,12.0,21.3,19.8,21.0,22.4,17.085,20.198,22.178,20.936,17.058,42.9,46.7,42.5,40.5,56.562,49.104,42.257,44.784,65.426,,12.0
2017-11-08 15:06:00,3.0,1.877,4.9,502.0,695.0,633.0,755.0,0.012,12.0,21.3,19.8,21.0,22.5,17.371,20.198,22.178,20.936,16.987000000000002,43.3,46.7,42.4,40.6,56.94,49.167,42.257,44.88,65.325,,12.0
2017-11-08 15:07:00,3.0,1.48,4.67,507.0,699.0,633.0,757.0,0.012,12.0,21.3,19.9,21.0,22.5,17.608,20.198,22.178,20.913,16.939,43.5,47.0,42.4,40.4,56.305,49.136,42.289,44.941,65.199,,12.0
2017-11-08 15:08:00,3.0,1.801,4.88,515.0,695.0,633.0,762.0,0.012,12.0,21.3,19.9,21.1,22.6,17.846,20.198,22.154,20.889,16.892,43.6,46.7,42.4,40.3,55.852,49.23,42.38399999999999,44.938,65.33800000000001,,12.0
2017-11-08 15:09:00,3.0,1.526,5.02,523.0,696.0,629.0,761.0,0.012,12.0,21.3,19.9,21.1,22.6,18.037,20.198,22.13,20.889,16.82,43.8,46.7,42.3,40.3,55.452,49.167,42.413,45.034,65.414,,12.0
2017-11-08 15:10:00,3.0,1.6780000000000002,5.07,533.0,699.0,629.0,760.0,0.012,12.0,21.3,19.9,21.1,22.7,18.274,20.198,22.13,20.889,16.749000000000002,43.8,46.6,42.3,40.2,55.088,49.167,42.737,45.098,65.872,,12.0
2017-11-08 15:11:00,3.0,1.831,5.34,542.0,699.0,632.0,757.0,0.012,12.0,21.3,19.9,21.1,22.7,18.488,20.198,22.13,20.865,16.701,44.1,46.7,42.4,40.1,54.905,49.167,42.70399999999999,45.127,65.54,,12.0
2017-11-08 15:12:00,3.0,1.999,5.51,551.0,700.0,630.0,763.0,0.012,12.0,21.3,19.9,21.1,22.7,18.702,20.222,22.13,20.865,16.654,44.2,46.6,42.3,40.1,54.505,49.107,42.963,45.159,65.59100000000001,,12.0
2017-11-08 15:13:00,4.0,1.709,5.56,559.0,702.0,634.0,764.0,0.012,12.0,21.3,19.9,21.1,22.8,18.893,20.222,22.106,20.841,16.605999999999998,44.4,47.1,42.3,40.0,54.101000000000006,49.107,43.089,45.188,65.788,,12.0
2017-11-08 15:14:00,4.0,1.038,5.43,563.0,704.0,633.0,772.0,0.01,12.0,21.4,20.0,21.1,22.8,19.083,20.222,22.106,20.841,16.558,44.5,47.1,42.3,40.2,53.85,49.107,43.218,45.188,65.89699999999999,,12.0
2017-11-08 15:15:00,4.0,1.5719999999999998,5.75,570.0,699.0,632.0,775.0,0.01,12.0,21.4,20.0,21.2,22.8,19.25,20.246,22.082,20.841,16.511,44.6,47.0,42.2,39.9,53.441,49.07899999999999,43.215,45.284,65.977,,12.0
2017-11-08 15:16:00,4.0,1.862,6.11,579.0,696.0,630.0,769.0,0.009000000000000001,12.0,21.4,20.0,21.2,22.8,19.392,20.246,22.082,20.841,16.463,44.7,46.8,42.2,39.9,53.244,49.07899999999999,43.183,45.284,66.145,,12.0
2017-11-08 15:17:00,4.0,2.258,6.27,585.0,689.0,630.0,759.0,0.009000000000000001,12.0,21.4,20.0,21.2,22.8,19.535,20.269,22.082,20.841,16.415,44.8,46.7,42.1,40.0,53.512,49.051,43.151,45.348,66.43,,12.0
2017-11-08 15:18:00,4.0,1.846,6.1,588.0,690.0,629.0,752.0,0.009000000000000001,12.0,21.4,20.0,21.2,22.8,19.678,20.269,22.058000000000003,20.841,16.368,45.0,46.7,42.1,40.1,53.285,48.987,43.213,45.379,66.831,,12.0
2017-11-08 15:19:00,4.0,1.846,6.27,590.0,687.0,629.0,751.0,0.009000000000000001,12.0,21.4,20.0,21.2,22.9,19.797,20.269,22.058000000000003,20.841,16.32,45.2,46.7,42.1,39.9,53.177,49.019,43.18,45.475,67.115,,12.0
2017-11-08 15:20:00,4.0,1.251,6.14,592.0,681.0,622.0,751.0,0.011,12.0,21.5,20.0,21.2,22.9,19.916,20.293,22.034,20.841,16.272000000000002,45.0,46.8,42.1,39.9,52.666,48.99100000000001,43.145,45.539,67.165,,12.0
2017-11-08 15:21:00,4.0,1.175,6.2,598.0,684.0,623.0,754.0,0.011,12.0,21.5,20.0,21.2,23.0,20.035,20.293,22.034,20.817,16.225,45.0,46.9,42.1,40.1,52.153,48.99100000000001,43.01600000000001,45.56800000000001,67.39,,12.0
2017-11-08 15:22:00,4.0,1.6780000000000002,6.47,600.0,683.0,626.0,763.0,0.011,12.0,21.5,20.0,21.3,23.0,20.154,20.293,22.034,20.817,16.201,45.1,47.1,42.0,39.8,52.17,49.022,42.855,45.76,67.181,,12.0
2017-11-08 15:23:00,4.0,1.45,6.33,604.0,683.0,625.0,760.0,0.011,12.0,21.5,20.1,21.3,23.0,20.225,20.317,22.034,20.817,16.177,45.2,46.9,42.0,39.9,51.867,49.025,43.081,45.56800000000001,67.265,,12.0
2017-11-08 15:24:00,4.0,1.358,6.71,612.0,682.0,625.0,759.0,0.013,12.0,21.5,20.1,21.3,23.0,20.297,20.317,22.034,20.793000000000006,16.153,45.1,46.8,42.0,40.1,51.69,49.12,43.21,45.565,67.23100000000001,,12.0
2017-11-08 15:25:00,4.0,1.831,6.33,622.0,682.0,626.0,757.0,0.013,13.0,21.6,20.1,21.3,23.0,20.392,20.317,22.034,20.793000000000006,16.129,45.0,47.2,41.9,40.3,51.609,49.12,43.01600000000001,45.788,67.05199999999999,,13.0
2017-11-08 15:26:00,4.0,1.633,6.47,626.0,678.0,623.0,760.0,0.012,13.0,21.6,20.1,21.3,23.1,20.44,20.317,22.011,20.793000000000006,16.082,45.0,46.8,41.9,40.1,51.459,49.183,43.207,45.852,67.072,,13.0
2017-11-08 15:27:00,4.0,2.09,6.43,630.0,677.0,623.0,769.0,0.012,13.0,21.6,20.1,21.3,23.1,20.487,20.317,22.011,20.793000000000006,16.058,45.0,46.8,41.9,40.1,51.466,49.183,43.143,45.916,67.27199999999999,,13.0
2017-11-08 15:28:00,4.0,1.663,6.48,633.0,677.0,626.0,770.0,0.011,13.0,21.6,20.1,21.3,23.1,20.535,20.341,22.011,20.793000000000006,16.034000000000002,45.0,46.8,41.9,40.1,51.472,49.217,43.143,46.012,66.947,,13.0
2017-11-08 15:29:00,4.0,1.617,6.23,633.0,675.0,626.0,771.0,0.011,13.0,21.6,20.1,21.3,23.1,20.559,20.341,21.987,20.793000000000006,15.986,45.0,46.8,41.9,40.3,51.413,49.217,43.20399999999999,45.88399999999999,67.143,,13.0
2017-11-08 15:30:00,4.0,2.09,6.82,631.0,675.0,626.0,777.0,0.012,13.0,21.6,20.1,21.3,23.2,20.583,20.341,21.987,20.793000000000006,15.939,45.0,46.8,41.9,40.1,51.322,49.249,43.43,45.88399999999999,67.426,,13.0
2017-11-08 15:31:00,5.0,1.236,6.9,633.0,675.0,626.0,781.0,0.012,13.0,21.6,20.2,21.4,23.2,20.606,20.365,21.987,20.793000000000006,15.890999999999998,45.0,46.8,41.9,40.6,51.26300000000001,49.252,43.333,46.043,67.709,,13.0
2017-11-08 15:32:00,4.0,1.602,6.46,633.0,678.0,623.0,794.0,0.01,13.0,21.6,20.2,21.4,23.2,20.654,20.365,21.963,20.77,15.867,45.0,46.9,41.8,40.0,51.175,49.252,43.234,46.2,67.908,,13.0
2017-11-08 15:33:00,5.0,1.297,6.93,636.0,677.0,623.0,798.0,0.01,13.0,21.5,20.2,21.4,23.2,20.678,20.365,21.963,20.77,15.819,45.3,47.2,41.8,40.3,51.21,49.252,43.137,46.136,68.045,,13.0
2017-11-08 15:34:00,5.0,1.968,6.92,638.0,674.0,626.0,798.0,0.011,13.0,21.6,20.2,21.4,23.2,20.702,20.365,21.963,20.77,15.796,45.0,47.1,41.8,40.0,50.994,49.315,43.105,46.26300000000001,68.708,,13.0
2017-11-08 15:35:00,5.0,1.648,6.83,644.0,671.0,623.0,793.0,0.011,13.0,21.6,20.2,21.4,23.2,20.726,20.388,21.963,20.77,15.724,44.9,46.8,41.8,39.8,50.966,49.31800000000001,43.073,46.168,68.521,,13.0
2017-11-08 15:36:00,5.0,1.266,6.91,644.0,671.0,620.0,786.0,0.012,13.0,21.6,20.2,21.4,23.2,20.749,20.388,21.939,20.77,15.675999999999998,44.9,46.9,41.8,39.8,50.90600000000001,49.287,43.26300000000001,46.2,68.773,,13.0
2017-11-08 15:37:00,5.0,1.587,6.57,644.0,677.0,615.0,775.0,0.012,13.0,21.6,20.2,21.4,23.2,20.797,20.388,21.939,20.77,15.629,44.9,46.9,41.8,39.9,50.913,49.31800000000001,43.26300000000001,46.168,69.257,,13.0
2017-11-08 15:38:00,5.0,1.16,6.91,650.0,684.0,615.0,774.0,0.01,13.0,21.6,20.2,21.4,23.2,20.821,20.412,21.939,20.77,15.605,44.8,47.0,41.8,39.9,50.75899999999999,49.353,43.328,46.26300000000001,69.657,,13.0
2017-11-08 15:39:00,5.0,2.594,6.74,652.0,687.0,616.0,773.0,0.01,13.0,21.6,20.2,21.4,23.2,20.845,20.412,21.939,20.746,15.557,44.9,46.9,41.8,40.0,50.574,49.32100000000001,43.521,46.229,69.59,,13.0
2017-11-08 15:40:00,5.0,1.923,6.56,653.0,684.0,617.0,766.0,0.012,13.0,21.7,20.2,21.4,23.2,20.845,20.412,21.915,20.746,15.533,44.8,46.9,41.8,39.9,50.605,49.38399999999999,43.583,46.261,69.123,,13.0
2017-11-08 15:41:00,4.0,1.77,6.46,655.0,683.0,616.0,764.0,0.012,13.0,21.7,20.2,21.5,23.2,20.869,20.412,21.915,20.746,15.557,44.8,46.9,41.8,40.1,50.577,49.38399999999999,43.45399999999999,46.261,69.417,,13.0
2017-11-08 15:42:00,5.0,1.358,6.82,652.0,683.0,619.0,772.0,0.011,13.0,21.7,20.2,21.5,23.3,20.869,20.412,21.891,20.746,15.557,44.8,47.0,41.8,40.0,50.514,49.38399999999999,43.709,46.261,69.012,,13.0
2017-11-08 15:43:00,5.0,1.419,6.75,653.0,684.0,622.0,785.0,0.011,13.0,21.7,20.2,21.5,23.3,20.892,20.412,21.891,20.746,15.605,44.7,46.9,41.8,40.0,50.58,49.416,43.773,46.324,68.73100000000001,,13.0
2017-11-08 15:44:00,5.0,1.266,7.05,652.0,683.0,622.0,798.0,0.011,13.0,21.7,20.3,21.5,23.3,20.916,20.412,21.867,20.746,15.629,44.8,47.0,41.8,39.9,50.615,49.416,43.738,46.261,68.765,,13.0
2017-11-08 15:45:00,5.0,1.48,6.64,657.0,683.0,620.0,805.0,0.011,13.0,21.7,20.3,21.5,23.3,20.94,20.436,21.867,20.746,15.629,44.7,47.0,41.8,40.0,50.524,49.419,43.835,46.324,68.59100000000001,,13.0
2017-11-08 15:46:00,4.0,2.075,6.64,656.0,686.0,619.0,809.0,0.01,13.0,21.7,20.3,21.5,23.4,20.964,20.436,21.843000000000004,20.746,15.629,44.7,46.9,41.8,40.0,50.464,49.45,43.639,46.38800000000001,68.388,,13.0
2017-11-08 15:47:00,5.0,2.396,6.58,661.0,687.0,619.0,813.0,0.01,13.0,21.7,20.3,21.5,23.4,20.964,20.436,21.843000000000004,20.746,15.652,44.7,47.0,41.8,40.1,50.338,49.45,43.67100000000001,46.324,68.363,,13.0
2017-11-08 15:48:00,4.0,2.121,6.7,665.0,687.0,619.0,829.0,0.011,13.0,21.7,20.3,21.5,23.4,21.012,20.436,21.843000000000004,20.746,15.652,44.7,47.2,41.8,39.9,50.25,49.45,43.8,46.324,68.595,,13.0
2017-11-08 15:49:00,5.0,2.64,6.67,665.0,685.0,620.0,836.0,0.011,13.0,21.7,20.3,21.5,23.4,21.036,20.436,21.819000000000006,20.746,15.652,44.8,47.1,41.8,40.0,50.442,49.45,43.894,46.324,68.014,,13.0
2017-11-08 15:50:00,5.0,2.747,6.64,665.0,685.0,619.0,836.0,0.011,13.0,21.7,20.3,21.5,23.4,21.059,20.46,21.819000000000006,20.746,15.7,44.7,47.6,41.8,40.0,50.131,49.453,43.765,46.42,68.081,,13.0
2017-11-08 15:51:00,5.0,2.365,6.84,666.0,691.0,619.0,833.0,0.011,13.0,21.7,20.3,21.6,23.4,21.059,20.46,21.819000000000006,20.746,15.724,44.8,47.0,41.8,40.0,50.63399999999999,49.485,43.861,46.515,67.766,,13.0
2017-11-08 15:52:00,5.0,1.648,6.59,665.0,691.0,616.0,829.0,0.01,13.0,21.7,20.3,21.6,23.3,21.059,20.46,21.795,20.746,15.724,44.9,47.2,41.8,40.1,51.262,49.453,43.955,46.515,67.707,,13.0
2017-11-08 15:53:00,4.0,1.724,6.88,666.0,691.0,616.0,834.0,0.01,13.0,21.7,20.3,21.6,23.3,21.059,20.46,21.795,20.746,15.748,45.0,47.0,41.8,40.1,50.791,49.453,44.019,46.642,67.654,,13.0
2017-11-08 15:54:00,4.0,2.3040000000000003,6.75,669.0,691.0,619.0,843.0,0.01,13.0,21.7,20.3,21.6,23.3,21.107,20.46,21.795,20.746,15.772,45.4,47.0,41.7,40.1,50.358,49.51600000000001,44.084,46.642,67.541,,13.0
2017-11-08 15:55:00,5.0,1.999,7.21,676.0,695.0,615.0,845.0,0.01,13.0,21.7,20.3,21.6,23.3,21.131,20.46,21.772,20.746,15.748,45.4,47.0,41.8,40.1,50.518,49.51600000000001,44.209,46.674,67.595,,13.0
2017-11-08 15:56:00,4.0,1.48,6.85,683.0,695.0,615.0,845.0,0.011,13.0,21.7,20.4,21.6,23.3,21.131,20.46,21.748,20.746,15.772,45.4,47.5,41.7,40.1,50.675,49.674,44.303,46.674,67.687,,13.0
2017-11-08 15:57:00,4.0,1.389,6.79,686.0,698.0,615.0,847.0,0.011,13.0,21.7,20.3,21.6,23.3,21.131,20.46,21.748,20.746,15.748,45.4,47.2,41.7,40.2,50.926,49.957,44.335,46.706,67.595,,13.0
2017-11-08 15:58:00,4.0,1.541,6.78,691.0,700.0,615.0,845.0,0.011,13.0,21.7,20.4,21.6,23.3,21.131,20.46,21.748,20.746,15.748,45.4,47.1,41.8,40.4,50.801,50.083,44.464,46.769,67.683,,13.0
2017-11-08 15:59:00,5.0,1.48,7.07,694.0,703.0,613.0,847.0,0.011,13.0,21.7,20.4,21.6,23.3,21.131,20.46,21.724,20.746,15.724,45.4,47.2,41.7,40.1,50.832,50.02,44.46100000000001,46.769,67.824,,13.0
2017-11-08 16:00:00,5.0,2.197,6.94,695.0,704.0,613.0,842.0,0.01,13.0,21.8,20.4,21.6,23.3,21.131,20.484,21.7,20.746,15.7,45.4,47.3,41.7,40.4,50.958,50.306,44.458,46.897,68.05199999999999,,13.0
2017-11-08 16:01:00,5.0,1.785,6.74,693.0,705.0,614.0,837.0,0.01,13.0,21.7,20.4,21.6,23.1,21.155,20.484,21.7,20.746,15.652,45.3,47.0,41.7,40.3,50.835,50.431,44.618,46.833,68.189,,13.0
2017-11-08 16:02:00,5.0,1.45,7.19,697.0,704.0,615.0,831.0,0.01,13.0,21.7,20.4,21.6,23.2,21.155,20.484,21.7,20.746,15.629,45.4,47.0,41.7,40.3,50.867,50.494,44.522,46.897,68.417,,13.0
2017-11-08 16:03:00,4.0,2.228,6.58,700.0,704.0,613.0,831.0,0.01,13.0,21.7,20.4,21.6,23.2,21.155,20.484,21.676,20.746,15.605,45.4,47.0,41.7,40.3,50.773,50.525,44.39100000000001,46.356,68.615,,13.0
2017-11-08 16:04:00,5.0,2.167,6.69,700.0,708.0,609.0,823.0,0.012,13.0,21.8,20.4,21.7,23.1,21.155,20.484,21.652,20.722,15.581,45.3,47.1,41.7,40.4,50.74100000000001,50.619,44.51600000000001,46.385,68.669,,13.0
2017-11-08 16:05:00,5.0,1.48,6.63,699.0,710.0,612.0,822.0,0.012,13.0,21.7,20.4,21.7,23.1,21.155,20.484,21.652,20.722,15.509,45.3,47.5,41.7,40.4,50.773,50.651,44.709,46.703,69.003,,13.0
2017-11-08 16:06:00,5.0,1.4340000000000002,6.58,700.0,710.0,610.0,824.0,0.013,13.0,21.8,20.4,21.7,23.1,21.155,20.484,21.652,20.722,15.461,45.3,47.2,41.7,40.4,50.74100000000001,50.776,44.805,46.862,69.255,,13.0
2017-11-08 16:07:00,5.0,1.3430000000000002,6.44,702.0,705.0,613.0,822.0,0.013,13.0,21.7,20.4,21.7,23.1,21.179,20.507,21.628,20.698,15.39,45.3,47.1,41.9,40.5,50.744,50.78,44.898,47.018,69.617,,13.0
2017-11-08 16:08:00,5.0,2.167,6.95,700.0,704.0,622.0,824.0,0.012,13.0,21.8,20.4,21.7,23.1,21.155,20.507,21.628,20.698,15.318,45.3,47.4,41.9,40.5,50.93,50.434,44.77,47.018,69.69,,13.0
2017-11-08 16:09:00,4.0,1.984,6.81,697.0,702.0,623.0,828.0,0.012,13.0,21.8,20.5,21.7,23.1,21.155,20.507,21.604,20.698,15.27,45.2,47.3,41.9,40.6,50.992,50.591,44.767,47.113,69.998,,13.0
2017-11-08 16:10:00,5.0,1.633,6.63,702.0,708.0,630.0,826.0,0.011,13.0,21.8,20.5,21.7,23.1,21.155,20.507,21.604,20.698,15.223,45.3,47.4,41.8,40.6,50.647,50.968,44.864,47.018,70.248,,13.0
2017-11-08 16:11:00,4.0,2.289,6.67,705.0,716.0,630.0,826.0,0.011,13.0,21.8,20.5,21.7,23.0,21.155,20.507,21.604,20.698,15.175,45.2,47.7,41.8,40.7,50.61600000000001,50.81100000000001,44.928,47.081,70.182,,13.0
2017-11-08 16:12:00,3.0,1.3730000000000002,6.63,701.0,723.0,629.0,828.0,0.011,13.0,21.8,20.5,21.7,23.0,21.179,20.507,21.581,20.698,15.103,45.2,47.4,41.8,40.7,50.65,50.685,44.893,47.049,70.456,,13.0
2017-11-08 16:13:00,3.0,1.846,6.4,703.0,728.0,617.0,832.0,0.011,13.0,21.8,20.5,21.7,23.0,21.179,20.507,21.581,20.698,15.031,45.1,47.4,41.8,40.8,50.619,50.62300000000001,44.957,47.081,70.586,,13.0
2017-11-08 16:14:00,4.0,2.274,6.34,706.0,735.0,616.0,834.0,0.01,13.0,21.8,20.5,21.7,23.0,21.179,20.531,21.557,20.698,14.96,45.1,47.4,41.8,40.9,50.807,50.532,44.95399999999999,47.081,71.031,,13.0
2017-11-08 16:15:00,4.0,1.556,6.73,710.0,741.0,619.0,837.0,0.01,13.0,21.8,20.5,21.7,23.0,21.203000000000007,20.531,21.557,20.698,14.864,45.1,47.3,41.8,41.0,50.559,50.595,44.986,47.081,71.07,,13.0
2017-11-08 16:16:00,4.0,1.633,6.25,711.0,740.0,619.0,837.0,0.012,13.0,21.8,20.5,21.7,23.0,21.203000000000007,20.531,21.557,20.698,14.792,45.1,47.2,41.8,41.1,50.685,50.532,44.858,47.176,71.6,,13.0
2017-11-08 16:17:00,4.0,2.38,6.54,714.0,745.0,619.0,842.0,0.012,13.0,21.8,20.5,21.7,23.0,21.203000000000007,20.531,21.533,20.698,14.720999999999998,45.0,47.0,41.8,41.1,50.81,50.532,45.143,47.145,72.1,,13.0
2017-11-08 16:18:00,5.0,1.755,6.62,711.0,749.0,619.0,848.0,0.01,13.0,21.8,20.5,21.7,23.0,21.203000000000007,20.531,21.533,20.698,14.649,45.1,46.9,41.8,41.1,50.93600000000001,50.595,45.271,47.208,72.2,,13.0
2017-11-08 16:19:00,4.0,1.892,6.73,710.0,750.0,619.0,849.0,0.01,13.0,21.8,20.5,21.7,23.0,21.203000000000007,20.531,21.533,20.722,14.553,45.1,46.9,41.8,41.1,50.779,50.68899999999999,45.207,47.275,72.58,,13.0
2017-11-08 16:20:00,5.0,1.709,6.35,711.0,753.0,616.0,850.0,0.01,13.0,21.8,20.5,21.7,23.0,21.203000000000007,20.531,21.509,20.722,14.505,45.1,46.7,41.8,41.2,50.93600000000001,50.68899999999999,45.20399999999999,47.306,72.883,,13.0
2017-11-08 16:21:00,5.0,1.556,6.58,714.0,754.0,624.0,852.0,0.01,13.0,21.8,20.5,21.7,23.0,21.203000000000007,20.531,21.509,20.722,14.457,45.1,46.9,41.8,41.2,50.93600000000001,50.657,45.20399999999999,47.306,73.215,,13.0
2017-11-08 16:22:00,4.0,1.923,6.85,714.0,750.0,625.0,858.0,0.011,13.0,21.8,20.5,21.8,23.0,21.203000000000007,20.531,21.509,20.722,14.433,45.1,46.5,41.8,41.2,51.062,50.72,45.428,47.275,73.21,,13.0
2017-11-08 16:23:00,4.0,1.663,6.37,714.0,750.0,623.0,861.0,0.011,13.0,21.8,20.5,21.8,23.0,21.203000000000007,20.531,21.485,20.722,14.409,45.1,47.2,41.8,41.2,51.15600000000001,50.783,45.49,47.338,73.29,,13.0
2017-11-08 16:24:00,5.0,2.274,6.39,716.0,748.0,619.0,861.0,0.011,13.0,21.8,20.5,21.8,23.0,21.226,20.531,21.485,20.722,14.409,45.1,46.9,41.8,41.2,51.159,50.75100000000001,45.521,47.338,73.262,,13.0
2017-11-08 16:25:00,4.0,1.465,6.69,718.0,747.0,620.0,860.0,0.011,15.0,21.8,20.5,21.8,23.0,21.226,20.507,21.485,20.722,14.409,45.1,46.9,41.8,41.2,51.034,50.717,45.553,47.338,73.092,,15.0
2017-11-08 16:26:00,4.0,1.541,6.42,724.0,753.0,623.0,858.0,0.01,15.0,21.8,20.5,21.8,23.0,21.226,20.507,21.461,20.722,14.409,45.1,47.0,41.8,41.3,51.096,50.81100000000001,45.519,47.37,73.17699999999998,,15.0
2017-11-08 16:27:00,4.0,2.258,6.41,725.0,753.0,620.0,867.0,0.01,15.0,21.8,20.5,21.8,23.0,21.226,20.507,21.461,20.722,14.385,45.2,47.1,41.8,41.3,50.93899999999999,50.78,45.423,47.433,73.115,,15.0
2017-11-08 16:28:00,5.0,1.617,6.39,727.0,749.0,619.0,868.0,0.011,15.0,21.8,20.5,21.8,23.0,21.226,20.507,21.461,20.746,14.409,45.1,47.0,41.8,41.3,51.002,50.81100000000001,45.519,47.43600000000001,73.006,,15.0
2017-11-08 16:29:00,4.0,4.12,6.82,727.0,746.0,620.0,877.0,0.011,15.0,21.8,20.5,21.8,23.0,21.25,20.507,21.461,20.746,14.409,45.1,47.0,41.8,41.4,51.131,50.842,45.583,47.468,73.063,,15.0
2017-11-08 16:30:00,4.0,1.6780000000000002,6.5,725.0,745.0,615.0,883.0,0.011,15.0,21.8,20.5,21.8,23.0,21.226,20.507,21.437,20.746,14.433,45.1,46.9,41.8,41.4,51.034,50.874,45.707,47.468,73.01100000000002,,15.0
2017-11-08 16:31:00,5.0,1.694,6.51,726.0,741.0,613.0,882.0,0.011,15.0,21.8,20.5,21.8,23.0,21.25,20.507,21.437,20.746,14.457,45.1,46.9,41.8,41.4,51.131,50.874,45.771,47.37300000000001,72.987,,15.0
2017-11-08 16:32:00,4.0,2.411,6.56,727.0,740.0,612.0,882.0,0.011,15.0,21.8,20.5,21.8,23.0,21.25,20.507,21.437,20.746,14.457,45.1,46.9,41.8,41.4,51.194,50.905,45.835,47.468,72.732,,15.0
2017-11-08 16:33:00,4.0,1.266,6.45,722.0,740.0,615.0,882.0,0.011,15.0,21.8,20.5,21.8,23.0,21.25,20.507,21.437,20.746,14.433,45.6,46.8,41.8,41.4,51.037,50.968,45.835,47.43600000000001,72.812,,15.0
2017-11-08 16:34:00,5.0,1.724,6.37,719.0,737.0,615.0,885.0,0.01,15.0,21.8,20.5,21.8,23.0,21.274,20.507,21.413,20.746,14.409,45.2,46.9,41.8,41.5,51.13399999999999,50.968,45.896,47.5,73.035,,15.0
2017-11-08 16:35:00,4.0,1.404,6.53,727.0,741.0,616.0,881.0,0.01,15.0,21.9,20.5,21.8,23.0,21.25,20.507,21.413,20.746,14.409,45.2,47.0,41.8,41.5,50.974,50.968,45.96,47.43600000000001,73.205,,15.0
2017-11-08 16:36:00,4.0,1.5719999999999998,6.06,730.0,743.0,623.0,880.0,0.012,15.0,21.9,20.5,21.9,23.0,21.25,20.507,21.413,20.746,14.409,45.2,47.0,41.8,41.5,50.911,50.968,45.992,47.5,73.375,,15.0
2017-11-08 16:37:00,4.0,1.801,6.18,732.0,750.0,625.0,885.0,0.012,15.0,21.9,20.5,21.9,23.0,21.25,20.484,21.413,20.746,14.409,45.3,46.9,41.9,41.5,50.974,51.027,45.992,47.595,73.432,,15.0
2017-11-08 16:38:00,4.0,2.335,6.48,738.0,750.0,622.0,888.0,0.012,15.0,21.8,20.5,21.9,23.1,21.25,20.484,21.413,20.746,14.409,45.2,47.0,41.8,41.5,50.94300000000001,51.058,46.024,47.563,73.48899999999998,,15.0
2017-11-08 16:39:00,5.0,2.518,6.35,740.0,750.0,625.0,892.0,0.012,15.0,21.8,20.5,21.9,23.1,21.274,20.484,21.413,20.746,14.409,45.3,47.0,41.8,41.5,50.914,51.027,46.056,47.62600000000001,73.48899999999998,,15.0
2017-11-08 16:40:00,4.0,1.724,6.24,741.0,748.0,626.0,899.0,0.011,15.0,21.8,20.5,21.9,23.1,21.25,20.484,21.39,20.746,14.385,45.3,47.0,41.9,41.5,51.005,51.027,45.957,47.658,73.54,,15.0
2017-11-08 16:41:00,4.0,2.289,6.31,738.0,748.0,627.0,898.0,0.011,15.0,21.9,20.5,21.9,23.1,21.25,20.484,21.39,20.746,14.337,45.3,47.1,41.8,41.6,50.88,51.058,46.117,47.62600000000001,73.786,,15.0
